Record_ID,Date,Regulatory_Fine_Frequency,Data_Privacy_Breach_Incidents,Compliance_Audit_Pass_Rate,Customer_Data_Consent_Rate,Spectrum_Licensing_Compliance,Emergency_Service_Response_Time_Minutes,Regulatory_Reporting_Accuracy,Fair_Usage_Policy_Violation_Rate
2860fbf4-958a-46bd-9a4c-918582c23492,2025-09-24,3,2,98.57,93.03,99.74,6.7,97.57,0.92
370f8186-ad8c-495f-8481-aae4f34a98d4,2026-03-19,0,1,99.87,89.04,98,1.1,92.98,3.14
ecf9dbf3-550b-4667-bbfa-a9cbaf8de78b,2025-11-12,0,1,92.27,86.35,96.12,7,90.66,1.05
9b8b26c1-af81-439b-92f3-8cb7be76cb59,2025-09-25,2,0,90.78,90.64,95.5,1.8,95.58,4.62
c3c954da-ac97-4a00-a38b-21b2e31ce13a,2026-04-08,2,0,93.21,85.8,99.09,8.2,96.76,2.68
d242bc1e-041c-4310-b9cd-038d1e29bd4c,2026-04-06,0,2,96.82,83.93,96.54,5.7,99.35,2.5
89e71674-16c2-4270-bbfb-c7447e04425f,2026-01-16,0,0,97.84,81.21,95.63,7.7,92.77,4.04
1008e669-44ad-4318-a853-63872d581898,2026-01-08,1,1,97.7,82.05,98.33,8.2,99.48,0.86
9af877aa-2130-4c09-a805-185dd7fa7e35,2026-07-21,0,2,90.21,81.63,96.95,3.8,92.1,1.12
a20f189e-5e13-42b4-ad8d-e1603f87f576,2025-12-01,2,2,93.96,95.2,98.26,5.1,92.46,0.54
ee91933b-62bf-484b-bd7e-fa3456510b50,2026-06-16,1,1,99.63,95.28,99.31,1.5,92.4,4.56
00871a8a-a592-4d21-87ad-afa1333247dc,2025-11-10,1,1,97.87,95.03,95.74,7.3,93.75,0.62
56bb7b3c-cc74-4eca-a357-1783bdaddd08,2026-04-09,3,1,96.4,83.39,95.26,3.6,90.21,1.93
cc745a51-cea4-47cc-bffe-94f6e82c26d4,2025-09-28,0,0,98.57,91.27,96.23,3.3,97.52,3.74
b93cb1fc-2873-43a7-a226-724c0206511c,2026-03-27,3,1,99.92,95.02,96.69,7.9,96.55,1.04
9effd76f-e39c-4ea8-88f1-6785cd7b6eba,2026-03-01,2,2,91.63,94.7,96.56,7,95.48,3.9
db60aa03-f2c4-420d-81ce-578307212696,2025-09-17,1,1,90.03,80.75,97.84,8.9,91.89,4.02
b626dc36-7923-48fd-9039-89be2f9133c3,2026-02-03,1,1,98.14,92.57,98.32,2.5,96.82,0.99
f694ed7a-0836-45d0-988f-e1e94724ab57,2025-08-09,2,1,91.87,83.31,95.79,1.1,99.12,0.68
00c6d582-933b-4f94-9abc-41bc7f11f7be,2026-02-22,0,2,92.37,85.52,95.51,9.4,91.97,1.9
f57e4f6a-6ca9-4d22-8659-981f76b00fce,2026-02-02,2,0,91.58,86.12,96.99,7.5,93.93,0.17
73148ea0-d940-45d0-84ec-7d37443d8528,2025-12-06,2,2,93.5,92.96,98.9,7.3,96.98,4.55
38ad955f-66dc-4815-b1c4-417cacb3ab1c,2026-07-09,1,1,90.48,88.51,96.79,1.3,90.91,2.04
49f3fcab-a2a8-4e11-b840-e90e90f002f7,2026-07-23,1,0,94.72,85.18,95.2,3.1,98.88,3.8
e0ce8ee0-2986-4054-85e4-d4bfecbf9445,2025-10-20,2,1,96.47,89.93,97.39,8.1,93.19,2.43
de6a54f5-fd64-4c25-bb1e-fdaca92abe1c,2025-12-29,0,0,91.81,87.93,99.45,9,93.8,1.22
6fa35790-b645-48af-865f-1cd409e04ac3,2025-09-11,1,1,91.47,82.79,97.4,3.1,90.4,1.87
ba89c99e-ef71-464d-9f07-77f36de52e14,2026-01-17,1,1,90.26,84.25,97.62,3.9,95.71,3.67
53cc3208-ba36-4160-a066-2d16a83e67c0,2026-04-23,1,0,90.94,98.53,98.98,7.2,95.32,2.56
9038e92d-3deb-43c4-b2ab-3b87f9b41cdd,2025-12-10,1,0,94.3,94.51,95.51,1.9,93.05,2.12
8767102c-9bd7-4a9b-abd5-9e128e8a348e,2025-07-27,0,2,93.24,93.02,96.47,1.7,93.69,1.09
bb328642-286e-4933-a9be-3552a03b167d,2026-06-09,1,1,90.47,82.96,95.12,9.3,95.4,4.93
031a3743-c342-4bd1-91df-7d4f15ff9079,2026-05-03,2,1,94.36,85.68,95.84,7.8,91.19,4.61
3ff281a4-7f00-4aa5-b0d9-0b8777d44b00,2025-09-12,1,1,99.79,96.35,97.93,5.1,97.19,1.56
53cea2cc-2137-43da-8d7d-f18d9eb62c5a,2025-08-07,1,1,93.2,92.35,95.29,8.3,93.85,4.19
a9ffe679-42ed-4bcc-9cfc-af9a07efcead,2025-10-10,2,2,91.44,96.89,95.42,9.9,97.72,4.18
e3583a2b-8b1f-44cf-8a2e-21a603d546bf,2025-09-03,2,1,94.79,86.66,97.18,6.5,91.61,4.81
77be5918-1236-4610-b1b4-9ff1ccdb9159,2026-03-25,2,1,90.4,85.65,97.7,3.6,90.74,3.29
a050138a-fa39-416b-badf-ca1d91731ecf,2026-05-12,2,1,93.15,80.3,96.64,3.4,97.02,2.47
57428eb7-4d1e-4199-8c33-86f49e65643e,2025-12-13,3,1,95.88,97.66,98.2,4.6,96.76,1.34
79567d6e-b828-428a-8651-beebfbb5558a,2026-07-09,2,0,94.33,84.66,98.23,5.2,95.15,3.08
930b9f45-1373-4b5a-a842-72f921d1b43d,2026-05-22,2,0,93.18,92.99,97.2,5.9,99.64,4.7
a86f61d1-f4b3-48da-937b-a86f1bece2ab,2026-03-24,0,1,91.7,83.76,96.5,6,98.47,4.06
113dccbf-89f9-4b6c-8814-1b5e13d09aa0,2026-07-23,1,1,98.82,95.53,98.4,4.9,97.14,4.31
3e862931-f224-4f52-8a38-e0db6618752a,2026-03-08,2,0,96.35,88.88,96.85,3.1,92.77,3.52
d8364d56-9737-4710-a47a-d6675314308b,2025-11-18,1,1,97.29,89.28,96.46,8.2,99.94,1.25
ea689579-3750-4035-a8dc-a902b9deb59f,2025-12-04,2,1,95.3,98.2,96.04,9.7,92.73,2.49
2952c551-595d-40de-9826-7cdfd1fb060e,2025-12-09,2,1,93.51,92.95,95.41,4.6,92.91,4.89
e82137d8-6033-45c5-90b6-87f3da2ca799,2026-06-23,1,1,96.68,93.36,95.08,5.7,94.86,0.66
be9be244-cf58-450f-83e2-e2dcacf397d0,2025-10-28,1,1,96.81,91.41,96.39,9.6,94.7,3.63
e53369c9-6cfb-453b-b093-a08514c1e398,2026-04-27,3,1,91.48,95.67,95.41,5.6,94.25,3.54
50f27595-6c1c-4887-8862-b0a80b319ba0,2025-11-25,1,2,92.01,82.59,97.03,6.2,91.95,4.43
e1af8029-f61c-45b0-80c4-64839da381db,2026-01-01,0,2,96.93,88.49,95.35,5.9,90.03,3.83
9046f866-e7d5-4ec1-be0e-b497af35f6eb,2025-09-08,2,1,95.43,97,96.41,8.4,92.5,1.44
bb198eb3-be5a-4460-af6c-e4d7804b25f3,2026-07-06,2,1,90.71,93.85,96.98,9.1,93.96,4.18
f980c79c-9ff1-4c5d-97a0-9865aa3c7e8c,2026-07-12,2,0,97.43,98.85,96.14,1.2,92.03,2.63
