Record_ID,Date,Customer_ID,Age,Gender,Occupation,Location,Subscription_Start_Date,Customer_Segment,Device_Type,Device_Brand,Device_Model,SIM_Card_Type,Multiple_Lines_Associated,Income_Bracket,Education_Level,Household_Size,Preferred_Communication_Language,Device_Ownership_Status,Customer_Referral_Source,Demographic_Diversity_Index,Urban_vs_Rural_Classification,Family_Plan_Participation,Device_Upgrade_Frequency_Months
ccdba7a5-620f-485d-8afe-0d8eea518a74,2026-05-23,CUST-756831,18,Female,Retired,Rural West,2018-08-27,Enterprise,Tablet,Google,Model B,Physical,No,Low,Bachelors,3,Mandarin,Owned,Retail Store,0.44,Rural,No,17
0c38d3b0-afb8-4749-bd5b-451070d1ff2d,2025-11-30,CUST-534367,78,Other,Artist,Chicago,2022-11-17,Enterprise,Smartphone,Apple,Model A,Physical,Yes,High,Masters,6,English,Owned,Social Media,0.61,Urban,No,9
64cc4d72-a57a-41da-b8ac-e1e3d9c9380a,2025-09-11,CUST-846168,44,Other,Student,Chicago,2022-05-13,Prepaid,Feature Phone,OnePlus,Model A,Physical,No,High,High School,5,French,Owned,Retail Store,0.19,Rural,Yes,6
4787ca40-4681-42dc-b811-43b13ce8f64d,2025-09-24,CUST-312596,50,Female,Doctor,Rural West,2020-06-03,Prepaid,Feature Phone,Xiaomi,Model C,eSIM,Yes,Medium,Bachelors,4,German,Owned,Online Ad,0.58,Rural,No,32
479c6cf1-4fca-49d5-ba39-7118d525091a,2026-07-01,CUST-144172,56,Other,Other,Phoenix,2019-02-11,Prepaid,Feature Phone,Apple,Model C,Physical,No,Low,PhD,1,English,Owned,Online Ad,0.88,Urban,No,8
00e7fb05-4a0e-4d92-89ec-163714895915,2026-03-19,CUST-633020,39,Male,Doctor,Los Angeles,2020-08-04,Postpaid,Smartphone,Xiaomi,Model A,Physical,No,High,Bachelors,2,English,Leased,Retail Store,0.26,Rural,Yes,25
8e659218-cc9b-4474-9206-9084f73027de,2026-02-16,CUST-662461,54,Female,Teacher,Rural South,2022-12-18,Postpaid,IoT Device,Huawei,Model C,eSIM,No,High,PhD,4,Mandarin,Owned,Social Media,0.94,Rural,No,33
5855dadf-4019-41e2-bf2c-2a1d0808d11c,2025-10-25,CUST-844294,26,Other,Business Owner,New York,2018-01-17,Enterprise,Smartphone,Google,Model B,Physical,No,High,Bachelors,6,Spanish,Owned,Online Ad,0.24,Urban,Yes,8
33e09baf-1e87-48c6-a0d4-9e7f8c52690b,2026-07-01,CUST-406234,44,Male,Student,Chicago,2018-07-05,Postpaid,IoT Device,Xiaomi,Model A,eSIM,No,Low,Bachelors,5,German,Owned,Retail Store,0.86,Urban,No,11
b391ceb5-2e35-4476-972c-60b276aedf8c,2026-02-06,CUST-389100,21,Male,Student,Chicago,2020-07-23,Enterprise,Smartphone,Google,Model B,Physical,No,High,Masters,2,English,Leased,Friend Referral,0.88,Urban,No,7
fb3ed417-1f23-4619-b202-972aa994aead,2026-03-09,CUST-913734,49,Other,Business Owner,Rural West,2021-11-13,Enterprise,Tablet,Samsung,Model A,eSIM,Yes,Medium,PhD,2,English,Owned,Social Media,0.52,Rural,No,31
85a982fd-21fa-451c-b720-175b1adac619,2025-12-16,CUST-988586,32,Female,Student,Phoenix,2024-08-09,Enterprise,Tablet,Apple,Model B,Physical,No,High,High School,1,German,Owned,Friend Referral,0.34,Rural,No,8
578374ae-1af6-42e2-8b99-361507f59a0d,2026-04-16,CUST-385999,20,Male,Business Owner,Houston,2019-09-26,Prepaid,Smartphone,OnePlus,Model C,eSIM,No,Medium,High School,4,English,Owned,Online Ad,0.21,Rural,Yes,11
59dbc51b-ae9c-49e2-a7bb-c5e820efbcf5,2026-06-30,CUST-813153,21,Other,Artist,Rural South,2021-04-06,Enterprise,Feature Phone,Samsung,Model B,eSIM,No,Low,Masters,6,Spanish,Owned,TV Commercial,0.79,Urban,No,31
0d1a3bdc-5eea-46e7-92e4-496916412981,2026-03-22,CUST-935847,71,Male,Artist,Los Angeles,2019-11-13,Prepaid,IoT Device,OnePlus,Model C,Physical,No,High,PhD,2,French,Leased,Retail Store,0.67,Urban,No,27
7fcc224d-ea2d-4777-8863-9047b1f8551d,2026-06-13,CUST-224527,61,Other,Retired,New York,2018-03-18,Postpaid,IoT Device,OnePlus,Model A,Physical,Yes,High,Masters,3,German,Owned,Online Ad,0.33,Rural,No,19
fd85a087-e0c0-4da8-a63b-2ec8085620bf,2026-05-04,CUST-313857,77,Male,Teacher,Rural North,2020-11-05,Enterprise,Smartphone,Xiaomi,Model C,Physical,No,Low,Bachelors,5,Spanish,Leased,Social Media,0.13,Rural,No,21
6002ad0d-5c39-4990-a41b-b87f283f31f6,2025-11-13,CUST-753302,76,Female,Student,Rural East,2023-01-08,Prepaid,Feature Phone,Samsung,Model B,Physical,No,High,High School,2,German,Owned,Social Media,0.36,Urban,No,34
939b2f52-8791-4f5a-992a-5481ea263dd9,2025-10-09,CUST-115911,47,Other,Engineer,Rural North,2024-03-31,Postpaid,Smartphone,Xiaomi,Model B,Physical,No,Medium,Masters,6,German,Owned,Online Ad,0.81,Rural,No,20
d48c9f33-4cc1-4b8a-b2fa-4385465975f0,2025-11-10,CUST-189531,78,Female,Doctor,Rural North,2022-04-29,Postpaid,IoT Device,Huawei,Model B,eSIM,No,Medium,Bachelors,1,Spanish,Owned,TV Commercial,0.31,Rural,No,16
959678a4-6219-40de-9a1e-dfde524cf782,2025-10-08,CUST-267614,40,Female,Retired,Phoenix,2021-09-16,Prepaid,Tablet,Xiaomi,Model A,eSIM,No,Medium,PhD,5,Mandarin,Leased,Social Media,0.15,Rural,No,26
5aed160f-a609-4ddb-9bad-4265aa405b25,2026-03-07,CUST-695851,34,Other,Business Owner,Rural South,2021-05-09,Postpaid,Feature Phone,Huawei,Model B,eSIM,No,High,PhD,1,Spanish,Owned,Friend Referral,0.59,Rural,No,30
7b0ac92c-1a00-4293-83cb-b334e4616d93,2026-04-11,CUST-613887,59,Other,Business Owner,Rural West,2018-07-17,Prepaid,IoT Device,Samsung,Model B,Physical,Yes,High,Bachelors,4,English,Owned,Social Media,0.76,Rural,Yes,9
d64d4614-5e66-4d36-9c94-bb2ea850915a,2026-03-20,CUST-966308,43,Female,Engineer,Houston,2022-04-07,Postpaid,IoT Device,Apple,Model C,eSIM,No,Low,Bachelors,5,Mandarin,Owned,Online Ad,0.61,Rural,No,10
4b6a1a0c-4d09-450a-b713-724f7c7e4dc1,2026-03-05,CUST-485362,22,Other,Other,Houston,2024-02-15,Enterprise,Feature Phone,Xiaomi,Model C,Physical,Yes,Medium,Masters,5,Mandarin,Owned,Online Ad,0.97,Urban,No,29
619c1d04-16b7-4475-b2b4-74279910a09a,2026-02-11,CUST-466982,34,Male,Artist,Rural East,2020-04-01,Enterprise,IoT Device,Samsung,Model B,Physical,No,Medium,PhD,4,Spanish,Owned,Retail Store,0.54,Urban,No,35
e5d48823-28fc-470a-99cb-566d796d9dab,2026-04-18,CUST-752241,40,Female,Other,Rural North,2022-06-26,Enterprise,Feature Phone,Samsung,Model C,eSIM,No,Medium,High School,5,English,Owned,Online Ad,0.9,Urban,No,24
6950a2a8-4d2f-4b7d-b23b-c166d259ec2e,2025-10-03,CUST-492418,37,Other,Artist,Rural North,2019-12-03,Prepaid,Feature Phone,Apple,Model C,Physical,No,High,PhD,3,Spanish,Owned,Retail Store,0.31,Urban,No,36
df791bc2-25a2-4bbd-b371-dc86732b7f42,2026-06-10,CUST-466276,28,Other,Doctor,Houston,2023-01-31,Enterprise,Smartphone,OnePlus,Model C,Physical,No,Low,Masters,5,French,Leased,TV Commercial,0.97,Urban,No,24
93dae09e-67e3-4b64-8ee8-18788a78d1fa,2026-06-27,CUST-474682,43,Male,Retired,Los Angeles,2020-02-24,Postpaid,Tablet,Google,Model A,Physical,No,Low,Bachelors,6,French,Owned,Friend Referral,0.3,Rural,No,9
ef55de0b-cd87-4b25-aea7-c451ff9a108e,2025-11-28,CUST-109588,71,Male,Engineer,Rural East,2021-04-12,Enterprise,Tablet,Huawei,Model C,eSIM,No,High,Masters,5,Mandarin,Leased,Social Media,0.71,Rural,No,27
21040353-729d-4182-803d-1929c2b4a54e,2026-04-17,CUST-305351,18,Other,Retired,Rural East,2023-10-21,Enterprise,Feature Phone,Apple,Model B,Physical,Yes,Medium,PhD,4,French,Leased,Online Ad,0.59,Urban,No,30
40765bc8-d2de-4cf2-a520-f921ca15abf5,2026-06-01,CUST-813724,66,Male,Artist,Rural West,2021-10-24,Postpaid,Tablet,Xiaomi,Model A,Physical,No,High,PhD,3,English,Leased,Friend Referral,0.16,Rural,No,23
18d3a392-83a6-4c49-bff4-a7b3a645d4be,2026-03-23,CUST-354875,38,Male,Business Owner,Chicago,2020-01-10,Enterprise,Tablet,Apple,Model B,eSIM,No,High,Bachelors,4,French,Leased,Retail Store,0.24,Rural,No,21
8d2c5709-a864-4855-b879-e7c298813438,2026-01-02,CUST-306685,46,Female,Engineer,Phoenix,2021-03-08,Postpaid,Feature Phone,Xiaomi,Model C,eSIM,Yes,Low,Masters,5,English,Leased,Retail Store,0.29,Rural,No,16
2393a596-456d-4503-a3aa-9ece6ebf6c0f,2026-06-10,CUST-320693,66,Female,Doctor,Rural South,2019-11-17,Enterprise,Smartphone,Google,Model B,Physical,No,Medium,PhD,3,French,Owned,Social Media,0.17,Urban,No,14
92119e9e-11ba-4c98-9d64-d6926764a4ea,2025-09-16,CUST-690926,30,Male,Doctor,Phoenix,2023-03-23,Postpaid,Feature Phone,Apple,Model A,Physical,No,Low,Bachelors,6,French,Owned,Social Media,0.96,Rural,No,13
54deb09b-9489-44bf-8bf4-cdd26bc678a7,2026-01-05,CUST-798600,43,Female,Other,Rural North,2022-09-04,Enterprise,Smartphone,Google,Model B,Physical,Yes,Medium,Bachelors,2,French,Owned,Social Media,0.7,Rural,Yes,33
a7fd787e-0489-4c87-9664-3f2a8014011e,2026-02-09,CUST-173123,48,Male,Engineer,Chicago,2022-05-30,Prepaid,Smartphone,Huawei,Model A,eSIM,No,Medium,Bachelors,5,French,Owned,Online Ad,0.29,Urban,No,16
5d17787f-0604-4009-89cc-a74b4b6d1b98,2026-06-16,CUST-698640,27,Female,Engineer,Rural North,2023-04-07,Enterprise,Tablet,Huawei,Model A,Physical,No,High,Masters,6,English,Leased,TV Commercial,0.42,Urban,Yes,21
be2ac228-7118-47fd-993c-062d6cf61a69,2026-02-14,CUST-655779,71,Other,Doctor,Chicago,2019-01-30,Enterprise,Tablet,Google,Model A,eSIM,Yes,High,PhD,2,Mandarin,Owned,Social Media,0.64,Rural,No,6
a43da120-613b-4cd1-ad9b-fc14677f0e5b,2026-03-25,CUST-879375,52,Other,Engineer,Rural South,2021-05-01,Enterprise,Feature Phone,Apple,Model A,eSIM,No,Medium,Bachelors,2,German,Owned,Retail Store,0.13,Urban,Yes,6
c6db5479-406c-4021-91e3-2302ffc68e29,2026-04-28,CUST-621964,55,Female,Retired,Rural North,2023-09-02,Enterprise,Feature Phone,Google,Model B,eSIM,No,Medium,Masters,4,Spanish,Owned,Retail Store,0.25,Rural,Yes,26
8b64fb42-6d52-4d94-99e4-49762b9c39ec,2025-12-31,CUST-419117,76,Male,Retired,Phoenix,2021-01-29,Enterprise,Smartphone,Xiaomi,Model A,eSIM,No,Medium,High School,5,Mandarin,Owned,Retail Store,0.42,Urban,No,17
660cb23d-33cc-46d4-bf20-c2eaf0866643,2025-11-03,CUST-626098,26,Other,Other,Rural West,2020-03-13,Postpaid,IoT Device,Xiaomi,Model B,eSIM,No,High,Bachelors,4,Mandarin,Owned,TV Commercial,0.58,Rural,No,19
4b0233d7-453d-4e6e-95eb-cac6297c13d9,2025-08-07,CUST-369962,60,Female,Retired,Rural North,2019-03-09,Enterprise,Tablet,OnePlus,Model A,Physical,No,Low,High School,3,English,Owned,Friend Referral,0.9,Urban,No,8
89d458d4-4809-47dc-aa1a-ead4cf9a26b4,2025-08-05,CUST-368831,69,Female,Business Owner,Rural North,2023-04-07,Postpaid,IoT Device,Huawei,Model B,eSIM,Yes,Low,PhD,4,Mandarin,Leased,Friend Referral,0.54,Rural,No,28
e8dc9bbf-a935-4ded-a35c-183c8a58d4b1,2026-06-03,CUST-925374,30,Female,Student,Los Angeles,2021-11-29,Prepaid,Smartphone,OnePlus,Model C,Physical,Yes,Low,PhD,4,Mandarin,Owned,Social Media,0.52,Rural,No,7
a607791d-b966-484a-9809-ee9b15b1596a,2025-07-25,CUST-758718,77,Other,Business Owner,Rural South,2023-12-24,Enterprise,Smartphone,OnePlus,Model C,Physical,No,Low,High School,5,English,Owned,Friend Referral,0.74,Urban,No,10
6f53cc45-8908-415f-ba61-64a991ae5981,2026-01-01,CUST-812486,25,Other,Business Owner,Houston,2023-07-06,Postpaid,Tablet,Xiaomi,Model B,eSIM,No,Low,High School,5,English,Owned,TV Commercial,0.2,Urban,No,12
8d8224c4-3ccd-4579-970f-bf803d9ca82d,2026-04-15,CUST-764107,48,Male,Engineer,Rural North,2023-01-11,Postpaid,IoT Device,OnePlus,Model C,eSIM,Yes,Medium,PhD,1,Spanish,Owned,Online Ad,0.59,Rural,No,33
731c474a-bac1-4bb4-a5b2-e3e528c75218,2025-08-10,CUST-151614,40,Other,Engineer,Rural South,2022-05-29,Enterprise,Feature Phone,Huawei,Model A,eSIM,No,High,Bachelors,3,French,Leased,TV Commercial,0.25,Urban,No,32
aec6334b-a941-4f63-b72c-6f8a97ec7b1d,2025-09-15,CUST-410387,66,Other,Business Owner,Chicago,2023-02-23,Prepaid,IoT Device,Samsung,Model C,eSIM,Yes,High,Bachelors,4,French,Owned,TV Commercial,0.73,Urban,No,10
da3c2e57-786e-4eac-ae8e-48474acf9215,2026-02-19,CUST-923354,53,Other,Retired,New York,2024-06-21,Enterprise,Feature Phone,Google,Model B,eSIM,No,Low,High School,6,English,Owned,Retail Store,0.72,Urban,No,25
e368ed4c-5efe-4539-90ca-31360ecee954,2025-12-28,CUST-606990,73,Male,Business Owner,Houston,2023-07-11,Prepaid,Feature Phone,Apple,Model B,eSIM,No,Medium,Bachelors,5,Mandarin,Owned,Online Ad,0.71,Urban,No,28
51f8668d-9293-4b99-a63d-ee9b9f3be345,2025-11-24,CUST-578620,49,Female,Business Owner,Chicago,2020-12-13,Enterprise,Tablet,Xiaomi,Model B,Physical,No,High,Bachelors,4,Spanish,Owned,Retail Store,0.53,Urban,No,10
a7f43286-bfad-42dc-87ab-cc0137e4152b,2025-08-20,CUST-216952,40,Female,Engineer,Phoenix,2020-10-29,Postpaid,Feature Phone,OnePlus,Model A,eSIM,No,Medium,Masters,2,German,Leased,Online Ad,0.17,Rural,No,24
e3b56af7-c973-421d-ac6c-404e05be30da,2025-07-31,CUST-710054,65,Female,Artist,Rural North,2019-11-15,Postpaid,Smartphone,OnePlus,Model B,Physical,Yes,High,Masters,2,English,Owned,Friend Referral,0.82,Urban,No,24
396efb99-4524-48f3-b3da-2b0b4ad534da,2026-01-08,CUST-688984,78,Female,Retired,Rural North,2024-12-24,Postpaid,IoT Device,Apple,Model B,Physical,Yes,Medium,Bachelors,6,French,Owned,Retail Store,0.55,Rural,No,23
52b17c4e-d763-4fa8-a221-07358b66aa5c,2026-06-23,CUST-515967,55,Male,Engineer,Rural South,2024-03-16,Postpaid,Feature Phone,Xiaomi,Model B,eSIM,No,Low,PhD,2,French,Leased,Social Media,0.37,Rural,No,19
58556a9a-3f5c-437c-89ab-6e415861d8b9,2025-12-17,CUST-591279,39,Female,Business Owner,New York,2021-10-25,Enterprise,Tablet,Samsung,Model A,Physical,Yes,Medium,PhD,5,Mandarin,Owned,Online Ad,0.14,Rural,No,22
d71814a8-1601-4c9d-9ab9-a32f5c400c4b,2026-06-09,CUST-571427,25,Male,Engineer,Rural South,2024-04-11,Postpaid,IoT Device,Apple,Model B,Physical,No,Low,High School,5,Mandarin,Owned,Friend Referral,0.74,Urban,Yes,32
771508d8-9367-40f8-9f44-99d73ced8cb2,2025-09-09,CUST-381116,57,Female,Artist,Rural North,2021-01-31,Prepaid,Feature Phone,Samsung,Model B,Physical,No,Medium,Masters,2,German,Owned,Retail Store,0.56,Rural,No,10
462c8a53-2088-40c3-bdff-66b535c959eb,2026-03-18,CUST-152928,49,Other,Artist,Chicago,2024-02-22,Prepaid,IoT Device,OnePlus,Model B,eSIM,No,Low,High School,3,German,Owned,Retail Store,0.64,Rural,Yes,12
96e1954c-19b2-4484-a278-9902e5ed31f8,2025-12-30,CUST-710357,59,Other,Artist,Phoenix,2020-09-30,Enterprise,Smartphone,Huawei,Model A,eSIM,No,High,PhD,4,English,Owned,Friend Referral,0.83,Urban,Yes,30
03d4d707-e39b-4e68-b5d0-c97a78ed5c90,2026-01-20,CUST-292633,79,Male,Engineer,Phoenix,2019-07-13,Enterprise,Tablet,OnePlus,Model A,eSIM,Yes,Low,Bachelors,3,German,Owned,Retail Store,0.23,Urban,No,12
7063e8ec-1f77-4554-9c16-00d6854911fa,2025-10-24,CUST-479773,79,Other,Teacher,Rural East,2018-11-08,Postpaid,Feature Phone,Xiaomi,Model A,eSIM,No,Low,Masters,4,Spanish,Owned,Retail Store,0.7,Rural,No,29
cf54a694-1e7c-4415-b297-ac6491919b9b,2026-02-26,CUST-867414,77,Other,Doctor,Rural North,2019-06-14,Prepaid,Tablet,OnePlus,Model C,eSIM,No,Low,Masters,4,Mandarin,Owned,TV Commercial,0.2,Urban,Yes,16
ada19ca7-e23b-4d6b-954c-380a5c46f1b2,2025-12-10,CUST-532121,37,Other,Teacher,Los Angeles,2023-09-03,Prepaid,Smartphone,Samsung,Model A,Physical,No,High,Masters,5,Mandarin,Owned,Retail Store,0.56,Rural,No,32
f94256da-2452-4ce1-a89f-e06f3eb23e8d,2025-09-05,CUST-818464,63,Other,Doctor,Rural East,2022-04-19,Postpaid,IoT Device,Xiaomi,Model A,Physical,No,Low,High School,3,Mandarin,Owned,TV Commercial,0.54,Urban,No,29
37ee495f-bd4f-4722-9963-6de39f688903,2025-09-15,CUST-958587,44,Other,Student,Rural West,2019-03-22,Enterprise,IoT Device,Huawei,Model B,eSIM,No,High,Masters,3,Spanish,Owned,Online Ad,0.11,Rural,No,27
c5500e36-61f2-4108-9968-7b33f8efb26a,2025-08-25,CUST-429653,77,Female,Teacher,Chicago,2021-04-12,Enterprise,Feature Phone,Google,Model B,Physical,Yes,Medium,High School,3,Mandarin,Owned,TV Commercial,0.18,Rural,No,23
e4f78d63-54d3-4077-b875-ccb287a88a5f,2026-07-14,CUST-857189,27,Other,Business Owner,Rural North,2024-08-09,Enterprise,Tablet,OnePlus,Model C,Physical,No,Low,PhD,2,Spanish,Owned,Friend Referral,0.73,Rural,No,33
a2c1c693-3905-4779-a098-e2179680efa5,2026-02-03,CUST-333620,21,Other,Artist,New York,2023-02-10,Enterprise,IoT Device,OnePlus,Model C,eSIM,Yes,High,PhD,3,German,Leased,Retail Store,0.38,Urban,No,30
080451ca-864d-449c-b9cf-92c6c2dedf1b,2025-07-26,CUST-289155,55,Female,Student,Rural North,2021-10-28,Prepaid,Feature Phone,Xiaomi,Model A,eSIM,No,Low,Masters,5,Spanish,Leased,Friend Referral,0.7,Urban,No,7
5de377ad-69f5-468d-b9c1-6ae31b37f32b,2025-12-06,CUST-595394,75,Male,Artist,Los Angeles,2023-06-21,Enterprise,IoT Device,Xiaomi,Model C,eSIM,Yes,Low,Masters,5,German,Owned,Social Media,0.97,Urban,No,31
a7042d91-05a7-452d-824c-0843170f6f0c,2025-08-11,CUST-428459,64,Other,Other,Rural East,2021-05-13,Prepaid,Tablet,OnePlus,Model C,Physical,No,Medium,PhD,5,Mandarin,Owned,Retail Store,0.79,Urban,No,10
acec9eba-72af-473e-98b6-b137e4ae49db,2026-05-27,CUST-683157,28,Female,Retired,Phoenix,2023-12-30,Prepaid,Feature Phone,Google,Model B,eSIM,No,Low,PhD,3,Mandarin,Owned,Online Ad,0.99,Rural,No,15
9cf4636b-9de3-4ef9-a2ad-807314ff5ae0,2025-08-27,CUST-958022,73,Female,Student,Houston,2024-09-16,Enterprise,Tablet,Google,Model A,eSIM,Yes,High,Masters,4,French,Owned,Online Ad,0.45,Rural,No,35
658d20fb-3264-40be-b801-0717feab75b5,2026-01-06,CUST-956069,56,Female,Teacher,New York,2020-07-26,Postpaid,IoT Device,Apple,Model B,Physical,No,Low,PhD,2,German,Owned,Retail Store,0.23,Rural,No,22
9db33f25-90a7-446e-8823-c0e9c3c5f63a,2026-03-09,CUST-698108,40,Other,Other,Los Angeles,2022-07-28,Prepaid,Feature Phone,Huawei,Model B,Physical,Yes,High,High School,4,Mandarin,Owned,Friend Referral,0.96,Urban,No,34
3f7fed18-d6ca-4e49-98d9-df2e2b826b94,2026-04-14,CUST-681491,79,Other,Engineer,New York,2022-02-19,Prepaid,Feature Phone,Xiaomi,Model A,eSIM,No,High,PhD,2,German,Owned,Retail Store,0.22,Urban,No,8
05a1b0fb-ff53-4c70-883e-ecb95396584f,2026-07-06,CUST-438700,36,Male,Artist,Los Angeles,2023-12-30,Postpaid,Smartphone,Huawei,Model A,eSIM,Yes,High,PhD,2,Spanish,Owned,Friend Referral,0.35,Urban,No,10
a17b2cf8-eeba-4d6c-b415-ea400ab97e12,2025-09-22,CUST-316654,40,Male,Business Owner,Phoenix,2022-07-29,Enterprise,Feature Phone,Samsung,Model A,eSIM,No,High,High School,4,English,Owned,Friend Referral,0.53,Urban,No,11
62a5a8bf-7d62-46a3-86b3-eb9caf096bce,2026-06-27,CUST-507109,60,Female,Teacher,Rural East,2022-10-14,Enterprise,Smartphone,Xiaomi,Model C,eSIM,No,High,Bachelors,5,Mandarin,Leased,Friend Referral,0.27,Rural,No,27
65741ccd-131d-4793-bdc9-f6c52276c771,2025-10-30,CUST-856270,43,Other,Engineer,Phoenix,2024-03-09,Enterprise,IoT Device,Google,Model B,eSIM,No,Medium,Bachelors,3,Spanish,Owned,Friend Referral,0.42,Rural,No,32
0be9a6d9-8f36-4af0-86e4-4c9d92c807a2,2026-07-02,CUST-234995,66,Male,Retired,New York,2023-08-04,Enterprise,Feature Phone,Google,Model C,eSIM,No,High,High School,1,Spanish,Owned,Retail Store,0.4,Urban,No,25
da2bb834-46ef-4733-a57b-424f403f6dd9,2025-10-07,CUST-916016,37,Female,Retired,Rural North,2020-09-27,Postpaid,IoT Device,Google,Model A,Physical,No,Medium,High School,6,German,Owned,Online Ad,0.38,Rural,Yes,7
f5d88a82-1d94-4e91-a552-6a9ca5a6b229,2025-10-02,CUST-692410,38,Male,Other,Chicago,2021-03-24,Prepaid,IoT Device,Samsung,Model B,eSIM,No,Low,High School,5,English,Owned,Online Ad,0.19,Rural,No,34
b4a881d4-bfc8-4db8-b356-cee1b850665e,2026-01-31,CUST-458628,38,Other,Other,Phoenix,2021-05-20,Prepaid,IoT Device,Google,Model A,eSIM,No,Low,Masters,5,Mandarin,Owned,Social Media,0.61,Rural,No,18
2726b684-c280-4278-9112-def62e2f3ba1,2025-09-09,CUST-696948,20,Female,Retired,New York,2018-12-17,Enterprise,IoT Device,Apple,Model B,Physical,No,High,PhD,1,German,Owned,Online Ad,0.7,Rural,Yes,11
2d4eba39-5bdf-4a01-bb8e-a2583340977b,2025-09-25,CUST-288991,77,Male,Artist,Rural North,2022-10-19,Postpaid,IoT Device,Xiaomi,Model A,Physical,No,High,Bachelors,4,Spanish,Owned,Retail Store,0.77,Rural,Yes,13
510d0f0b-8a88-4674-bfbc-0a4d458d3cc0,2025-08-05,CUST-312062,27,Female,Engineer,Rural South,2024-12-16,Enterprise,Feature Phone,Huawei,Model C,eSIM,No,Low,Bachelors,1,Spanish,Owned,Friend Referral,0.14,Rural,Yes,23
8f517f5d-9951-4c9f-9979-a484deeff27d,2026-01-06,CUST-915626,33,Other,Doctor,Houston,2021-07-31,Enterprise,Feature Phone,Xiaomi,Model B,eSIM,No,Medium,Bachelors,4,English,Owned,TV Commercial,0.51,Rural,Yes,24
2cdaa14d-5636-49e5-8661-c1b1ff285689,2025-12-15,CUST-542482,53,Other,Teacher,Chicago,2021-10-07,Enterprise,Smartphone,Apple,Model A,Physical,Yes,Low,Bachelors,5,German,Leased,Social Media,0.22,Rural,No,18
e005c9b5-0671-41f5-96ae-b01a4582ba3f,2025-07-27,CUST-596420,66,Female,Engineer,Rural South,2021-04-05,Postpaid,Smartphone,Samsung,Model C,Physical,Yes,High,Masters,1,French,Owned,Retail Store,0.28,Urban,Yes,30
bc518bc4-ac8c-4616-ade9-65e7c7eddd06,2025-08-12,CUST-264040,58,Other,Teacher,Los Angeles,2019-09-14,Enterprise,Feature Phone,OnePlus,Model C,Physical,No,High,Masters,5,German,Owned,Friend Referral,0.75,Rural,No,30
b272196f-5c88-441c-939f-7e1fb1be6f7c,2026-05-11,CUST-593005,51,Female,Other,Los Angeles,2020-07-09,Prepaid,Smartphone,Apple,Model A,Physical,No,Low,Bachelors,5,Spanish,Owned,TV Commercial,0.37,Rural,No,31
60ed2a19-6f0e-4940-9bee-3a5edf03a372,2025-10-30,CUST-132019,40,Other,Other,Chicago,2021-03-26,Prepaid,IoT Device,Google,Model B,eSIM,No,Low,PhD,2,German,Owned,Retail Store,0.62,Rural,No,20
3e21155b-6196-4c40-abb3-e3a016d54637,2025-10-14,CUST-887030,80,Other,Retired,Rural East,2019-05-16,Enterprise,Smartphone,Samsung,Model B,eSIM,No,Low,Bachelors,6,English,Owned,TV Commercial,0.28,Urban,No,18
8030d7b8-ccc2-429d-8f70-f01ad18f1068,2026-01-11,CUST-903911,51,Female,Other,Rural South,2022-07-08,Prepaid,Tablet,Samsung,Model A,Physical,Yes,Low,PhD,5,Mandarin,Leased,Social Media,0.81,Urban,Yes,22
b7b6f72c-bd7c-4d8c-99a1-5ea7b6d2dd38,2026-01-11,CUST-236093,60,Male,Retired,New York,2020-07-20,Postpaid,Tablet,Google,Model C,Physical,Yes,Medium,High School,5,Spanish,Owned,TV Commercial,0.35,Urban,Yes,16
8befab99-fb0c-44aa-bb29-63c759bd7f38,2025-12-14,CUST-381448,56,Other,Doctor,Phoenix,2020-11-22,Prepaid,Smartphone,Xiaomi,Model A,eSIM,No,Low,Bachelors,5,German,Owned,Retail Store,0.15,Rural,No,23
703f37b1-4573-4a48-a86b-fc76812871e3,2026-03-03,CUST-254431,22,Other,Other,Rural East,2023-07-20,Postpaid,Tablet,Apple,Model A,eSIM,Yes,Low,Masters,3,French,Owned,Social Media,0.46,Urban,No,18
2b2dd65c-3b48-4b62-8cb2-59bd2fba55e6,2026-04-09,CUST-524628,44,Male,Engineer,Phoenix,2023-07-12,Enterprise,Feature Phone,Apple,Model B,eSIM,No,Medium,Bachelors,4,French,Owned,Social Media,0.87,Rural,No,10
b2af29a2-1893-415a-ad13-b34ec824fcc3,2026-02-15,CUST-550009,21,Female,Retired,Phoenix,2018-07-07,Postpaid,Smartphone,Huawei,Model C,eSIM,Yes,Low,High School,2,French,Owned,Online Ad,0.52,Rural,No,9
54f751e1-adf6-4f31-b773-3447313f15a0,2026-05-05,CUST-178958,68,Other,Engineer,Rural South,2024-09-24,Postpaid,Tablet,Apple,Model C,Physical,No,Low,Bachelors,4,Spanish,Owned,Social Media,0.22,Rural,Yes,30
629189bb-f93e-485d-bbcf-5e9914027f92,2026-07-11,CUST-337890,57,Other,Other,New York,2021-03-19,Prepaid,Tablet,Google,Model B,eSIM,Yes,High,PhD,6,German,Owned,Social Media,0.23,Rural,Yes,27
ec512cd9-92dd-44f9-8c36-163835bf028c,2026-05-12,CUST-703962,44,Female,Student,Los Angeles,2019-04-13,Enterprise,IoT Device,Huawei,Model A,eSIM,No,High,Bachelors,3,Mandarin,Owned,TV Commercial,0.43,Urban,No,14
