Record_ID,Date,Customer_ID,Call_Duration_Minutes,Number_of_Calls_Inbound_Outbound,SMS_Sent_Received,Data_Usage_GB,Data_Session_Count,Peak_Hour_Usage_Time,Streaming_Services_Accessed,International_Usage_Voice_Data,Wi_Fi_Offloading_Ratio,Hotspot_Usage_Yes_No,Hotspot_Usage_MBs_shared,Voice_over_IP_VoIP_Usage_Minutes,Data_Usage_by_App_Category,Peak_vs_Off_Peak_Usage_Ratio,Average_Call_Hold_Time_Seconds,SMS_Delivery_Success_Rate,Data_Throttling_Instances,Cloud_Service_Usage,Gaming_Data_Consumption_GB,Multi_Device_Usage_Patterns,Roaming_Data_Usage_by_Country
5f91a17a-8111-479c-8daa-c6fbe0300aad,2026-04-12,CUST-891378,41,7,179,33.5,32,08:00-10:00,Spotify,92.97,0.82,No,0,14,Productivity,1.68,7,96.97,5,Yes,6.15,Multiple,N/A
eaad22b9-6516-4642-a653-7a180e2e8cc0,2025-08-08,CUST-106705,283,37,65,1.32,21,18:00-20:00,Spotify,90.06,0.31,Yes,0,18,Streaming,1.26,6,99.45,1,Yes,1.95,Single,N/A
8fd5019a-84b6-4d2f-be23-ddde070a5b96,2025-11-03,CUST-263521,144,19,10,8.42,39,08:00-10:00,Netflix,79.2,0.77,No,502,52,Streaming,0.6,35,95.63,5,No,6.12,Multiple,N/A
d97598cd-25e2-428b-9cde-4e2890f7e51c,2026-05-26,CUST-153587,20,13,155,11.15,31,12:00-14:00,YouTube,11.94,0.15,No,0,20,Maps,0.6,58,96.63,4,No,0.39,Multiple,Mexico
d44e4ba5-a243-4de9-8ac3-1b5ae95f3b24,2026-05-08,CUST-323562,37,34,30,37.78,34,18:00-20:00,None,42.3,0.55,No,7980,42,Productivity,1.06,34,98.18,2,No,8.23,Single,N/A
9a280302-df83-401e-974c-11f1569e20a6,2026-05-07,CUST-400709,256,49,16,11.1,42,18:00-20:00,Spotify,56.72,0.3,No,0,33,Productivity,0.54,49,97.48,2,No,1.92,Single,N/A
938ea667-d614-4c3d-bce0-fe714e7e50a2,2026-04-06,CUST-689984,275,40,19,22.37,11,08:00-10:00,Spotify,7.74,0.24,No,0,52,Streaming,1,56,99.15,3,Yes,7.94,Single,N/A
387f3684-5fe6-403b-8d99-dc582460fb6c,2025-10-06,CUST-675072,277,20,131,42,13,18:00-20:00,YouTube,95.02,0.61,No,0,6,Gaming,1.73,25,97.24,3,No,4.02,Single,N/A
aeff5d2d-c93a-417a-ad17-c2d6226bb10a,2025-12-05,CUST-945964,92,47,55,38.69,35,12:00-14:00,None,84.48,0.69,No,0,38,Streaming,1.39,15,95.11,5,Yes,5.79,Single,N/A
409b40f5-0c75-4583-addc-5b320aa6bda4,2026-06-30,CUST-496962,163,49,196,15.88,30,18:00-20:00,YouTube,20.63,0.53,Yes,0,25,News,1.28,22,95.63,2,No,1.29,Single,Germany
ced2c09f-2ce9-46af-aace-a0ddceb31798,2026-05-16,CUST-337246,23,5,49,19.31,46,12:00-14:00,None,11.91,0.65,No,0,38,Gaming,1.26,33,98.77,3,No,5.33,Multiple,N/A
14907f42-6b98-41ba-b7a8-85966005d400,2026-03-25,CUST-845373,80,11,12,13.63,50,08:00-10:00,YouTube,39.79,0.13,No,0,58,Productivity,0.77,13,98.5,3,No,0.59,Single,N/A
f2208316-60b8-4848-86de-2363f86eacae,2025-10-27,CUST-360021,220,20,195,14.67,36,18:00-20:00,None,31.88,0.72,No,0,3,Productivity,1.74,47,97.26,0,No,9.05,Multiple,N/A
eeb34dcb-c3b3-450a-802f-5646dad28374,2026-02-22,CUST-906103,223,5,73,23.76,35,12:00-14:00,None,27.93,0.56,No,0,26,Streaming,1.03,25,96.84,3,Yes,6.1,Single,N/A
f000c79b-a791-4f19-b0a7-76e2b4c9c46f,2026-06-03,CUST-817732,9,10,151,16.46,23,20:00-22:00,None,80.5,0.61,No,0,47,Productivity,1.53,39,97.08,1,No,4.23,Multiple,N/A
c4697386-b0f2-48f6-9da5-238ddd6413f5,2026-01-22,CUST-340287,239,10,186,21.11,26,08:00-10:00,None,1.44,0.22,No,0,52,Productivity,0.83,32,99.55,1,Yes,3.96,Single,N/A
74474676-5ade-46d9-80fc-bc9c6d2bf7fd,2025-07-27,CUST-182928,300,37,21,15.35,31,18:00-20:00,YouTube,62.86,0.9,No,0,31,News,1.19,23,95.29,1,No,7.7,Single,N/A
ace25d02-9f1b-4c21-ba2b-8ee47abbc6d1,2026-02-11,CUST-822151,72,36,105,39.95,14,20:00-22:00,Spotify,33.75,0.87,No,0,45,Streaming,1.2,12,95.43,1,No,6.73,Single,N/A
839f4a4c-3606-4fcf-b01c-1d289b814ffa,2025-08-17,CUST-284116,114,3,25,3.31,43,20:00-22:00,YouTube,81.64,0.28,No,0,6,Maps,0.95,37,98.85,3,No,8.05,Multiple,N/A
b9fed6e8-c040-43bd-825a-dc85229d9a90,2026-05-26,CUST-544284,69,35,75,14.14,9,20:00-22:00,None,76.43,0.23,No,0,43,Streaming,1.99,31,95.16,4,No,2.19,Multiple,Canada
80f8613d-f435-4fda-b1ef-9eff376fb7ef,2025-08-14,CUST-676700,155,32,48,3.57,8,12:00-14:00,Netflix,86.91,0.88,No,0,38,Maps,1.07,23,96.37,4,No,7.68,Single,N/A
b842e8f7-1d4b-4273-bfaf-2fed6238fa96,2026-03-14,CUST-795652,106,7,181,26.97,12,12:00-14:00,Netflix,39.15,0.75,Yes,0,33,News,0.8,54,95.15,4,No,4.46,Single,N/A
3517d2a0-cc72-4866-8234-6e9287dc763a,2026-04-29,CUST-340241,95,49,56,47.79,44,18:00-20:00,Netflix,80.84,0.71,No,0,19,Productivity,1.67,16,98.45,5,No,9.04,Single,N/A
294361de-efff-4e71-b4b5-e4dfa2ab0777,2026-07-14,CUST-316256,27,21,164,18.73,23,12:00-14:00,None,82.5,0.3,Yes,0,25,Maps,0.69,21,98.64,1,No,0.13,Single,N/A
63d08f88-ab2f-4dd5-ac38-6750be8e0a48,2025-09-11,CUST-736924,158,50,10,28.79,36,20:00-22:00,YouTube,3.39,0.73,No,0,29,Productivity,1.17,7,97.47,0,No,4.11,Multiple,Canada
32373237-56e7-40fb-9673-ec5536edb0b1,2026-03-23,CUST-164403,226,43,30,16.42,23,08:00-10:00,None,79.81,0.6,Yes,555,19,Gaming,1.98,25,99.6,3,Yes,7.9,Multiple,France
5ce9b6bc-2792-480b-9262-2b5f6ac761fd,2025-12-16,CUST-471059,56,5,154,30.56,47,20:00-22:00,Netflix,97.23,0.66,No,0,55,Gaming,0.55,29,95.14,3,Yes,3.2,Multiple,N/A
fdfa4ba6-ee26-4864-944d-99cd7c1a093e,2026-05-07,CUST-907145,38,26,27,19.12,45,08:00-10:00,None,92.68,0.15,No,0,32,Streaming,1.51,58,98.98,1,Yes,1.41,Single,N/A
a117e05b-b7f7-4de3-9b08-f4c1799839c7,2025-09-11,CUST-726064,300,27,114,21.89,36,18:00-20:00,YouTube,7.87,0.32,No,0,25,News,1.35,37,96.85,3,No,2.21,Single,N/A
d627c665-721b-442b-85b3-151efc9b84f7,2025-11-18,CUST-852522,19,46,44,12.64,48,12:00-14:00,Netflix,58.02,0.56,No,8389,21,Maps,1.49,37,97.8,3,No,1.31,Single,N/A
b593417d-62bd-471b-813f-fb5912e1238a,2026-03-06,CUST-539671,130,28,97,22.95,32,18:00-20:00,None,9.42,0.22,No,0,11,Maps,0.86,30,98.54,5,No,0.62,Single,N/A
069e1e54-1d32-4d63-877d-8704b2db9bb9,2025-08-16,CUST-112842,12,17,104,0.9,35,12:00-14:00,Netflix,3.41,0.81,No,0,50,Social,1,40,97.02,1,No,5.05,Multiple,N/A
b0ac9248-c8bb-4984-b1fa-6461e76f376b,2026-04-24,CUST-957239,285,42,17,40.05,28,12:00-14:00,YouTube,21.05,0.38,No,1983,60,Gaming,1.57,34,97.78,2,No,5.45,Single,N/A
142db014-a05d-41b8-bbe5-302a0e25c172,2026-04-01,CUST-165856,149,23,172,6.21,22,20:00-22:00,YouTube,79.05,0.84,Yes,0,39,Maps,1.49,20,96.77,1,Yes,2.78,Multiple,N/A
4878dde9-49d3-4fca-8b54-e214cb4e3504,2025-12-05,CUST-761158,108,46,31,34.93,42,08:00-10:00,None,33.62,0.19,No,0,49,Gaming,1.77,45,96.34,2,No,2.07,Single,N/A
3f38c192-271f-4f54-b46a-670271cc7aca,2026-07-09,CUST-743434,279,10,18,27.74,42,18:00-20:00,YouTube,73.77,0.46,No,0,33,News,1.15,22,95.69,3,Yes,1.02,Single,N/A
e9f8df56-f016-4cc3-b216-6cff234201bd,2026-06-26,CUST-889306,193,22,181,33.93,20,20:00-22:00,None,47.54,0.23,No,0,24,Streaming,0.83,25,97.18,5,No,6.8,Single,N/A
4fe6d5d9-febb-4db9-b224-7057d668208d,2026-05-28,CUST-144749,215,43,34,37.34,29,12:00-14:00,Netflix,27.42,0.75,Yes,0,26,Maps,0.52,26,98.9,2,No,0.89,Multiple,N/A
64859254-ecdc-44c8-8d9d-20a62a323835,2026-02-14,CUST-537489,55,16,33,35.14,20,08:00-10:00,YouTube,70.13,0.7,No,0,4,Gaming,1.85,40,99.18,3,Yes,0.45,Single,Mexico
57002338-1805-4a94-842f-ecc643bb06bb,2025-09-10,CUST-654754,138,14,72,27.62,40,18:00-20:00,YouTube,40.79,0.44,No,0,12,Productivity,0.73,17,97.19,1,No,3.33,Single,N/A
2ab2fc8f-9f3a-436a-93e9-2fff090620b2,2026-01-14,CUST-384798,254,12,166,8.82,12,18:00-20:00,Spotify,73.25,0.82,No,0,12,Streaming,0.85,27,95.09,2,No,9.22,Single,N/A
c5c3419f-cd25-45cb-b75f-698c36c9ffe9,2025-08-16,CUST-457285,245,16,119,5.64,43,18:00-20:00,Spotify,64.83,0.7,Yes,300,48,News,1.1,39,98.39,2,Yes,8.03,Single,Germany
623d1b0d-5291-49e4-af99-48de66606a90,2025-08-17,CUST-360280,173,15,172,42.56,27,08:00-10:00,None,48.76,0.48,Yes,0,6,News,1.75,10,98.79,4,No,3.33,Single,N/A
a85a2d4f-9b0a-4c89-ab87-53b375b88425,2026-01-08,CUST-744873,127,16,117,28.44,28,18:00-20:00,None,8.9,0.21,No,0,4,Productivity,1.57,31,95.3,3,No,3.81,Multiple,Japan
c311abbb-ed17-40c5-a70b-de0ae618aa76,2025-07-31,CUST-211663,181,11,118,45.04,46,08:00-10:00,YouTube,17.95,0.38,No,0,1,Social,1.9,20,99.8,1,No,7.11,Single,USA
1b2f1a65-b9cb-4528-8720-ad6996c02fc4,2025-12-22,CUST-481249,146,47,3,15.05,42,18:00-20:00,Spotify,99.73,0.62,No,0,0,Maps,1.23,31,95.73,4,No,5.56,Single,N/A
155da5c5-bbff-4076-981b-dc5113fda569,2026-06-14,CUST-318489,110,19,196,41.1,20,12:00-14:00,None,33.52,0.86,No,0,53,News,0.57,40,98.29,2,No,3.65,Single,N/A
195c40bc-9c0a-40d6-8fae-e1fcd3b40628,2026-02-20,CUST-549845,165,1,190,30.81,21,12:00-14:00,Spotify,79.5,0.8,No,0,1,Gaming,1.34,18,97.48,2,No,3.98,Multiple,N/A
01097103-9d01-4d87-ac8e-e509da00528e,2026-03-28,CUST-834179,237,30,136,7.04,24,20:00-22:00,None,3.25,0.71,No,0,51,Gaming,0.72,11,96.84,2,No,5.86,Single,N/A
1afe295f-09e5-4277-b109-7badf07c504e,2025-12-04,CUST-437429,231,13,113,15.11,23,08:00-10:00,Spotify,58.16,0.36,No,0,17,Streaming,1.18,50,99.67,4,Yes,2.12,Single,N/A
c9de647c-dc2f-4728-8b37-a63b056b49f4,2026-07-03,CUST-288224,271,43,156,2.46,6,20:00-22:00,Spotify,19.64,0.56,Yes,0,4,Streaming,0.57,50,97.78,1,Yes,9.26,Single,N/A
48574ecc-e1f4-48d7-8b02-d82275a998a1,2026-01-22,CUST-758577,12,21,19,32.64,11,18:00-20:00,YouTube,44.48,0.52,No,0,58,Gaming,1.63,31,96.4,3,Yes,4.61,Single,N/A
559a9d7c-f776-4e35-88a9-d4aaafc2211c,2026-04-11,CUST-634132,107,20,36,17.42,47,12:00-14:00,YouTube,49.28,0.37,No,0,56,Productivity,1.56,53,99.02,5,No,6.03,Single,Canada
aa4f2729-4aae-4150-835f-d69d11297b5f,2025-08-01,CUST-896427,120,7,69,15.74,21,12:00-14:00,Spotify,84.12,0.5,No,0,4,Maps,0.85,35,98.82,5,No,0.98,Multiple,N/A
165f312b-3cd6-4fb8-b6af-b23ef5c7dfdc,2026-03-29,CUST-786184,267,32,151,11.17,38,18:00-20:00,None,78.34,0.28,Yes,0,33,Productivity,1.09,6,95.13,0,Yes,7.44,Multiple,Germany
18aba6b8-7c89-4476-b457-3c1c98a27161,2025-10-31,CUST-902474,192,43,61,14.26,28,18:00-20:00,Netflix,67.75,0.54,No,0,18,Social,1.72,58,96.8,4,No,1.92,Multiple,N/A
befbdcc1-f712-4a67-98fc-d37e0f4806be,2025-09-23,CUST-135023,233,29,33,17.9,31,08:00-10:00,Netflix,89.7,0.86,No,0,55,Streaming,1.12,41,98.71,3,Yes,6.7,Multiple,Mexico
da5ce30e-e6aa-4a44-89a9-dac695adced5,2025-08-09,CUST-770708,29,18,46,19.3,31,08:00-10:00,Netflix,23.94,0.41,No,4370,7,News,1.68,54,95.05,2,No,9.5,Multiple,N/A
d8230de4-0565-4542-abcc-ae8c5a883cbf,2025-08-14,CUST-879559,54,39,90,2.9,34,08:00-10:00,Spotify,76.54,0.4,No,3439,28,Maps,0.73,28,96.36,0,Yes,0.96,Single,N/A
a044fc48-eb0e-4546-b31b-01577f878e0c,2025-08-20,CUST-653309,29,39,192,22.07,28,18:00-20:00,Netflix,55.43,0.56,No,0,34,Maps,1.51,27,98.9,1,No,4.54,Single,N/A
e2507498-e403-4a01-be27-d68d75354d1b,2026-06-02,CUST-171781,148,17,73,18.08,40,12:00-14:00,None,35.39,0.45,No,0,3,News,0.56,37,99.07,5,No,5.87,Single,UK
ce720fab-d310-433f-8f62-a4dfbf58d9a5,2026-03-17,CUST-134966,288,40,61,21.38,14,20:00-22:00,Spotify,32.31,0.7,Yes,0,52,News,0.68,54,98.13,3,Yes,5.81,Single,N/A
a9fbba09-5c08-4382-bda1-443c1409bcbe,2025-09-21,CUST-154148,153,38,162,25.94,49,12:00-14:00,YouTube,54.24,0.5,No,0,41,Gaming,1.92,17,97.32,1,No,7.37,Single,N/A
1c3cef78-b77c-4aba-8895-38672edbcb46,2026-07-11,CUST-555288,179,27,183,31.48,36,20:00-22:00,None,19.7,0.55,No,0,7,Gaming,1.75,45,96.15,1,No,9.4,Single,N/A
09771c27-2c03-479f-baca-598fc57337f0,2025-10-03,CUST-721570,294,20,168,5.37,43,20:00-22:00,None,86.31,0.81,No,0,41,Gaming,1.25,14,98.15,1,Yes,2.53,Single,N/A
9f540476-058a-4c4d-98ee-c6109e0d03ea,2025-12-10,CUST-496166,24,9,149,9.39,30,18:00-20:00,Spotify,58.41,0.27,No,0,17,News,1.5,40,98.09,5,No,9.13,Multiple,N/A
99e631fc-9be8-40a7-91f6-61564783ac5f,2025-09-30,CUST-395467,31,41,192,47.43,19,08:00-10:00,None,99.73,0.56,No,0,10,Maps,1.96,47,97.49,1,Yes,1.65,Multiple,N/A
6b2bf4e8-f5ad-4185-8f16-f8f625a1c97c,2025-11-26,CUST-136814,175,22,58,32.65,29,08:00-10:00,Netflix,67.43,0.45,No,0,46,Streaming,1.34,8,95.32,3,No,9.7,Multiple,N/A
ecc65e5f-113d-4839-817c-f349da5e16e0,2025-12-01,CUST-659589,140,34,39,6.81,44,20:00-22:00,Spotify,89.84,0.45,No,0,35,Streaming,1.04,34,97.04,4,Yes,4.59,Single,N/A
f9dcf60f-9201-4d65-b924-a7d02503a8a4,2026-07-03,CUST-500981,97,28,24,28.56,6,08:00-10:00,Spotify,94.59,0.26,No,0,58,Gaming,1.27,18,95.21,1,No,2.93,Single,N/A
064d7440-fec8-4a7a-b2ab-e1ef84b86056,2025-12-04,CUST-835339,279,37,134,14.06,21,20:00-22:00,YouTube,88.44,0.66,No,0,43,News,0.85,42,97.55,2,No,7.33,Single,N/A
39044779-8851-422a-bf8b-4aa7d14d42df,2025-09-24,CUST-269854,91,12,34,28.14,37,12:00-14:00,YouTube,71.25,0.23,Yes,7365,34,Gaming,1.27,51,98.4,2,Yes,0.06,Single,N/A
d7c549c3-d94c-4418-a6ca-cbfd75acdcf8,2026-01-23,CUST-771470,24,41,120,20.5,35,18:00-20:00,None,78.18,0.62,Yes,0,12,Streaming,1.4,40,96.13,3,No,3.05,Single,N/A
6e717e3f-a6af-4c4f-8c69-caf7835533e0,2026-05-27,CUST-783160,108,16,20,14.21,41,12:00-14:00,None,26.83,0.31,No,8327,48,Gaming,1.18,19,96.24,2,No,1.63,Multiple,N/A
b2f97238-2571-40da-9b46-99b0e3334d93,2026-01-11,CUST-265562,92,23,26,11.57,47,18:00-20:00,Spotify,66.02,0.22,No,0,29,Social,0.89,15,96.55,1,No,2.56,Multiple,USA
1ff743d9-6db3-4e85-a44e-590a02f439ac,2025-11-24,CUST-586350,83,30,157,16.41,17,18:00-20:00,Spotify,35.55,0.42,No,2196,15,Maps,1.54,57,97.63,4,No,8.93,Single,N/A
630fdf4d-9142-4727-a998-79379499b77b,2026-04-16,CUST-809806,173,5,50,47.29,22,08:00-10:00,YouTube,27.23,0.6,No,0,45,Maps,1.31,9,95.82,2,No,1.23,Single,N/A
f2eb3eca-a769-4427-a896-a08a133a0b4d,2025-10-14,CUST-635971,97,47,189,3.54,36,18:00-20:00,Spotify,6.44,0.9,No,0,57,Maps,1.25,19,95.56,5,Yes,9.6,Single,N/A
ef012fe5-0ed5-4ced-b2fe-f75bfa02da14,2025-09-06,CUST-933693,87,49,11,12.01,40,18:00-20:00,Netflix,32.87,0.71,No,0,23,Maps,0.58,40,98.37,4,Yes,2.58,Multiple,N/A
76479999-e095-46d6-9fd0-e2782851faec,2026-06-28,CUST-517939,57,13,168,3.2,23,18:00-20:00,Netflix,43.82,0.67,No,0,33,Social,1.49,54,95.24,3,Yes,1.08,Multiple,N/A
1321efa7-b9a8-4422-9604-9080033c08f8,2026-05-08,CUST-834232,120,48,195,43.72,46,12:00-14:00,None,81.03,0.79,Yes,4395,58,Social,1.72,14,97.99,3,Yes,2.04,Single,N/A
4a31a2d1-15d9-4c39-8acd-5fd0a367f0e9,2026-01-11,CUST-223818,105,20,163,2.6,35,18:00-20:00,YouTube,70,0.21,No,0,39,Maps,1.66,50,97.99,2,No,9.98,Single,N/A
d735ab77-f325-44ea-808e-81365798abdb,2025-08-05,CUST-605298,256,41,44,10.13,24,12:00-14:00,None,20.54,0.74,No,0,43,Maps,1.72,46,96.73,2,No,9.22,Single,N/A
c6a06a71-a5c9-42a7-ba45-0fab152b8ca6,2025-11-26,CUST-886043,272,42,115,26.06,29,18:00-20:00,Netflix,97.11,0.11,No,0,36,Social,0.54,15,97.14,4,Yes,2.7,Single,N/A
9d84e048-af9b-47fe-a0d3-9d4be67f47bb,2026-03-20,CUST-153533,161,11,93,24.64,19,20:00-22:00,Netflix,66.18,0.57,No,0,29,News,0.98,48,95.49,5,Yes,9.25,Multiple,N/A
9ca12955-49c4-44ce-9cdc-22cbfbb2a617,2025-10-25,CUST-327482,198,2,174,45.82,9,18:00-20:00,YouTube,40.1,0.83,No,0,23,Gaming,1.69,44,98.09,0,No,3.57,Multiple,UK
a2380e68-e975-4536-bfe8-0bca5b6395f1,2026-03-26,CUST-352966,280,31,2,9.81,45,08:00-10:00,Spotify,45.17,0.88,No,7142,6,Maps,1.25,45,96.34,4,No,2.93,Multiple,USA
6755bd25-ca0e-48b7-8048-3b5116feff56,2026-06-20,CUST-710279,43,16,141,42.4,45,08:00-10:00,None,75.71,0.52,No,0,5,Streaming,1.68,15,98.17,3,Yes,9.73,Single,N/A
ca8d740d-4ebc-43b4-9093-d4f3bc565477,2025-08-22,CUST-387133,144,47,162,33.59,46,18:00-20:00,None,59.21,0.78,No,0,52,Streaming,1.43,57,95.3,1,No,2.43,Multiple,N/A
d71b2518-9195-4ca8-8e42-8e0a9e8d56a3,2026-06-06,CUST-715590,92,41,197,30.52,16,12:00-14:00,YouTube,48.33,0.13,No,0,35,Gaming,1.07,17,99.32,4,No,0.68,Multiple,USA
b1841105-0570-412f-a203-8ec2255c9740,2026-07-11,CUST-562826,276,28,4,43.56,43,08:00-10:00,Netflix,78.75,0.3,No,0,33,Social,0.76,43,99.55,1,No,2.52,Multiple,N/A
2ef65e5f-f9e0-48b3-b67d-8d0c55d99c22,2025-10-05,CUST-906079,213,31,199,47.87,8,08:00-10:00,YouTube,17.26,0.54,No,0,41,Streaming,1.1,32,95.52,0,Yes,9.08,Single,N/A
66ab3bd7-a473-4f08-bb86-8156ecef67f7,2025-08-16,CUST-686869,93,33,27,33.7,36,20:00-22:00,None,73.86,0.52,Yes,0,32,Streaming,1.49,33,98.06,2,Yes,4.33,Single,N/A
2e264fc6-6516-49f5-912d-494f246a1b42,2025-11-11,CUST-693034,275,4,126,27.33,14,18:00-20:00,Spotify,5.49,0.2,No,0,59,News,1.34,27,96.9,4,Yes,9.87,Single,N/A
8568444b-7522-4a17-95a6-0b4b6089f50c,2026-04-10,CUST-393397,22,29,184,43.84,14,20:00-22:00,Netflix,53.2,0.15,No,0,48,News,1.16,34,95.73,1,Yes,9.24,Multiple,N/A
2a89773c-2b54-49fc-95b7-bb9807f871fd,2026-06-14,CUST-214489,245,33,157,38.59,43,08:00-10:00,YouTube,26.13,0.57,Yes,0,59,News,0.68,50,96.53,1,Yes,7.17,Single,N/A
f686969a-e776-4fc5-a30a-9f0eed98f749,2025-10-04,CUST-410374,167,19,39,26.92,30,08:00-10:00,Spotify,79.6,0.12,No,0,45,Social,0.68,15,98.02,4,Yes,2.65,Single,N/A
80e1de37-c465-440d-845a-9d6add32c076,2026-01-27,CUST-548040,98,43,65,5.26,18,20:00-22:00,YouTube,50.36,0.62,No,3507,42,Gaming,0.8,5,99.09,5,No,1.37,Single,N/A
94d92e31-2b93-4242-a6c4-fc5567339f26,2025-12-04,CUST-715958,7,34,163,45.23,29,08:00-10:00,Netflix,54.78,0.14,No,0,60,Streaming,0.88,35,99.51,4,No,9.73,Single,N/A
44f0c5f5-5404-4f8b-a014-399dc04bb0a0,2026-07-07,CUST-494585,182,41,126,12.38,31,18:00-20:00,None,42.99,0.43,No,0,31,Productivity,1.3,7,97.58,1,Yes,5.98,Multiple,N/A
0a6db288-f7b5-4be6-b420-0a175ebacc94,2025-11-19,CUST-886382,31,39,95,36.89,34,12:00-14:00,Netflix,82.93,0.57,No,0,29,Streaming,1.42,47,95.02,2,No,1.75,Multiple,N/A
ba71230a-80a0-4b41-ae14-5828c5cf8ce1,2026-02-26,CUST-265624,114,6,31,45.28,29,18:00-20:00,Netflix,99.55,0.79,No,0,6,Streaming,1.03,36,97.73,1,Yes,9.65,Multiple,N/A
7a658ad8-476c-4e40-a5c2-3c84fc00d322,2026-03-28,CUST-393173,266,17,141,8.98,44,12:00-14:00,YouTube,7.87,0.44,No,9569,22,News,0.92,34,99.35,1,Yes,5.79,Single,N/A
ea77feca-a48f-4322-897a-a4b896e00057,2025-07-29,CUST-309620,225,35,32,21.05,45,18:00-20:00,Netflix,6.87,0.11,No,0,49,Streaming,1.89,41,95.29,4,No,7.36,Multiple,N/A
2aff6d78-eef3-4f80-8583-477aac665ee8,2025-11-12,CUST-239131,132,4,124,36.33,48,18:00-20:00,None,13.1,0.76,Yes,0,29,Streaming,0.93,49,98.26,2,No,1.8,Single,N/A
6f9d752a-8e19-4399-89fb-d89dfa96252e,2025-10-16,CUST-164517,160,44,69,48.57,26,12:00-14:00,YouTube,7.73,0.41,No,0,52,News,0.71,15,95.83,2,No,3.3,Single,N/A
44497f74-a40f-4f73-99b6-a25a35937b40,2025-09-03,CUST-413697,180,14,161,26.97,42,20:00-22:00,None,68.41,0.1,No,0,30,Social,1.79,59,95.53,4,No,5.76,Single,N/A
0012d6cc-00b6-4ce7-a9c2-6920f61f38f2,2026-01-19,CUST-140336,280,36,84,29.35,8,08:00-10:00,Netflix,23.92,0.74,No,2649,55,Social,0.76,40,96.68,4,No,2.77,Single,N/A
d262fef0-8b75-4bf9-9b3f-6dc0126d9eac,2026-03-30,CUST-185905,107,14,70,46.32,42,20:00-22:00,YouTube,50.03,0.46,Yes,0,18,Streaming,0.92,41,98.13,0,No,0.08,Multiple,N/A
a06db0fa-772a-463f-a723-79faae333402,2025-11-22,CUST-914041,191,11,140,47.47,31,12:00-14:00,Spotify,54.42,0.62,No,4962,36,Gaming,1.35,44,98.81,4,No,7.76,Single,N/A
d738aad6-c8b4-4c5f-9dd4-5f65869a5f73,2026-04-28,CUST-405377,233,40,87,45.18,16,12:00-14:00,YouTube,66.95,0.79,No,3684,4,Social,1,26,97.34,5,No,5.92,Single,N/A
6c4b3256-18e1-4fae-a6d1-0bb96f298915,2026-06-29,CUST-531506,22,9,128,45.27,47,18:00-20:00,None,47.31,0.53,No,0,51,News,1.89,54,96.56,3,Yes,2.96,Multiple,N/A
c50e32c4-ca72-44b4-b390-df76f15b5a69,2026-05-07,CUST-666637,200,5,194,9.93,18,08:00-10:00,Netflix,22.45,0.2,No,0,6,Productivity,1.81,32,99.27,4,No,8.3,Multiple,N/A
3f66b8e7-4e1d-4f8a-87f0-ce398938aeaf,2026-04-12,CUST-221275,68,17,57,38.12,7,12:00-14:00,None,32.61,0.34,No,0,23,Productivity,1.34,45,98.45,0,No,7.28,Single,N/A
2e1ddd96-65f9-43d2-b361-cac0a564a075,2026-01-08,CUST-878304,163,22,93,18.55,46,12:00-14:00,None,87.61,0.86,No,0,25,Maps,1.1,22,98.21,2,No,2.26,Multiple,N/A
b8678012-7369-40a1-9f2d-fc8e40817cdf,2025-10-29,CUST-775089,43,8,113,3.21,50,18:00-20:00,YouTube,42.7,0.77,No,0,28,Gaming,0.82,28,99.01,5,No,7.91,Multiple,N/A
c31fcc76-1a35-4f3c-8154-a2924c0d9fa2,2026-05-29,CUST-958059,251,48,86,44.4,25,12:00-14:00,YouTube,84.38,0.34,Yes,0,2,Streaming,1.9,50,97.32,0,Yes,1.67,Single,N/A
a9001438-4c8a-48c1-a03c-37546cae2be0,2026-01-23,CUST-685674,64,3,100,42.96,16,20:00-22:00,Netflix,79.3,0.7,No,0,8,Streaming,0.76,15,96.7,1,No,5.81,Single,N/A
c254c172-ac9d-4132-b1e5-440bcaef5c45,2026-05-16,CUST-137801,141,37,4,29.16,13,12:00-14:00,Spotify,17.26,0.75,No,0,22,Maps,1.93,34,95.99,5,No,8.94,Single,N/A
185789b7-3662-4c08-a674-a2f2fbffc4b0,2026-05-20,CUST-590935,263,41,23,10.1,35,12:00-14:00,Netflix,76.72,0.29,No,0,24,Social,1.97,19,97.06,4,Yes,1.06,Single,N/A
49b08b37-26aa-4f49-a9a7-aa9f0ca1312a,2025-12-11,CUST-406093,204,27,95,3.04,38,08:00-10:00,None,5.81,0.33,No,5552,57,Gaming,1.08,54,95.51,4,No,8.11,Single,N/A
2a9ca60f-e1f4-423b-a35f-77446eed48a8,2026-01-09,CUST-725232,49,33,73,16.29,14,18:00-20:00,Netflix,2.4,0.82,No,0,35,Streaming,1.96,29,97.25,1,No,5.77,Single,N/A
4071f09b-39a0-4c1e-8b28-2fafe3dcc408,2026-01-24,CUST-704167,171,31,167,32.59,13,08:00-10:00,Spotify,3.04,0.78,No,0,36,Social,1.44,31,98.86,0,Yes,0.07,Multiple,N/A
a22ba926-d369-46c8-99aa-3be5cf01a667,2025-09-29,CUST-806327,274,18,10,42.49,46,18:00-20:00,Spotify,88.3,0.27,No,0,53,Gaming,1.26,26,99.18,1,Yes,9.77,Single,N/A
