Record_ID,Date,Customer_ID,Plan_Type,Plan_Tier,Subscription_Status,Monthly_Plan_Cost,Contract_Duration_Months,Auto_Renew_Enabled,Discount_Applied,Number_Ported_from_Another_Operator,Roaming_Enabled,Last_Plan_Change_Date,Add_On_Services_Subscribed,Plan_Customization_Level,Payment_Method,Loyalty_Program_Enrollment,Bundle_Discount_Utilization_Rate,Plan_Downgrade_Upgrade_Frequency,Contract_Early_Termination_Rate,International_Plan_Enrollment_Rate,Subscription_Pause_Requests
ed430255-8e89-4be0-bfd0-3774a2143279,2026-01-25,CUST-855553,Data,Premium,Active,67.03,30,Yes,No,No,Yes,2026-06-05,Cloud Storage,Standard,Credit Card,Yes,0.69,1,3.19,40.83,0
ba998b2b-d1d6-4468-b71f-f6ea463a54ae,2026-05-30,CUST-245338,Data,Enterprise,Suspended,24.95,32,Yes,Yes,No,No,2026-05-30,Voicemail,Tailored,Direct Debit,Yes,0.88,2,1.57,26.76,2
fe07254a-15dd-483d-a1b5-c4aaac51b408,2026-06-04,CUST-156522,Data,Family,Suspended,85.17,20,No,No,No,No,2025-11-16,Voicemail,Standard,Mobile Wallet,Yes,0.64,1,2.61,49.02,1
27f11335-592e-4766-9a02-8f6df9b8c4dd,2025-11-17,CUST-840345,Bundled,Basic,Suspended,24.34,24,Yes,No,No,No,2025-12-21,Voicemail,Standard,Credit Card,Yes,0.53,3,0.35,8.76,0
f2f82408-34eb-4f28-88cc-35e35e86cf98,2026-05-07,CUST-120489,Bundled,Family,Suspended,126.63,29,Yes,Yes,No,Yes,2026-06-08,None,Tailored,Mobile Wallet,No,0.99,0,3.78,49.92,2
05ad43c5-9639-438a-8301-59a9486847e4,2025-11-11,CUST-699566,Data,Premium,Cancelled,51.13,27,No,Yes,No,No,2026-01-01,None,Tailored,Mobile Wallet,Yes,0.74,1,2.91,26.39,0
2977ec02-43aa-4cee-b1fa-cc4f963638d4,2025-08-24,CUST-842843,Data,Basic,Active,43.73,13,Yes,No,No,No,2025-08-26,International Calls Pack,Standard,Direct Debit,Yes,0.53,1,2.13,14.86,1
7c8cb195-03f9-4665-a4fe-d04a8b7626d3,2025-11-24,CUST-662701,Voice,Family,Cancelled,114.6,17,Yes,No,No,No,2025-10-06,None,Standard,Direct Debit,No,0.84,3,0.6,6.39,1
6f1cada1-155d-47bd-892e-fdc5c96b8f10,2025-09-13,CUST-858081,Data,Premium,Active,149.6,13,Yes,No,No,No,2025-12-17,None,Tailored,Mobile Wallet,No,0.83,2,3.82,30.91,2
81367a39-cb05-4e75-9974-2dc32a5f5002,2025-10-17,CUST-673183,Bundled,Premium,Active,149.79,29,Yes,Yes,No,No,2026-06-30,None,Standard,Credit Card,Yes,0.83,0,2.06,16.82,1
437fdad7-912a-4d66-8f9a-9739892c6377,2026-01-19,CUST-972715,Voice,Premium,Cancelled,83.66,26,Yes,Yes,No,Yes,2025-11-09,Premium Streaming,Standard,Mobile Wallet,Yes,0.51,1,3.48,14.85,1
6ec1182a-33c4-437e-ba3a-12e94794af70,2025-07-26,CUST-981597,Voice,Enterprise,Active,73.84,25,Yes,No,No,No,2025-12-20,None,Tailored,Credit Card,Yes,0.82,0,2.78,16.95,1
1281cb33-7b21-45fd-9b11-2acde1194f65,2026-05-31,CUST-698303,Data,Family,Active,119.55,29,Yes,No,No,No,2025-09-11,Cloud Storage,Tailored,Credit Card,Yes,0.73,0,1.1,28.6,2
a3bd7614-2251-4e40-88f5-19a3fa265ba7,2026-01-22,CUST-461504,Voice,Basic,Suspended,47.08,34,Yes,Yes,Yes,Yes,2025-08-08,None,Tailored,Mobile Wallet,Yes,0.72,1,0.85,17.92,2
583aaf03-fc72-45bc-975c-817f9fc7dff4,2025-10-28,CUST-657390,Voice,Family,Suspended,130.88,35,No,No,No,No,2026-02-12,None,Tailored,Mobile Wallet,No,0.65,1,2.1,15.87,1
f87c8b1c-b910-4d02-8e87-5dd57639bf6b,2025-12-14,CUST-270122,Voice,Basic,Suspended,140.25,20,No,No,No,Yes,2026-04-25,Premium Streaming,Standard,Direct Debit,No,0.7,1,3.22,40.98,1
c3c3c722-ddb6-466f-bfc0-54bc971adbaf,2025-08-14,CUST-323895,Bundled,Basic,Cancelled,122.55,16,Yes,Yes,No,Yes,2025-08-21,None,Tailored,Mobile Wallet,Yes,0.63,1,1.66,40.16,0
8f757153-89c1-4a9d-8d5c-6848b4ab61e1,2025-11-28,CUST-985555,Data,Enterprise,Suspended,137.86,18,No,No,No,Yes,2025-11-30,None,Standard,Credit Card,Yes,0.73,1,0.75,46.84,1
f7afa211-fbae-4cc7-a672-e5dd3932355b,2026-05-04,CUST-683359,Bundled,Family,Active,84.98,13,Yes,Yes,No,No,2025-12-24,Cloud Storage,Standard,Credit Card,No,0.61,0,2.79,7.34,1
d92b1f47-721f-4371-823d-613ce283a6a9,2026-06-13,CUST-443811,Bundled,Premium,Suspended,67.77,28,Yes,Yes,Yes,No,2025-12-14,Voicemail,Standard,Direct Debit,Yes,0.83,1,2.55,36.29,1
5aa8837f-1dd1-48db-938d-15c89f455b18,2026-01-12,CUST-978899,Data,Premium,Active,42.04,24,Yes,No,No,No,2026-01-21,None,Tailored,Direct Debit,Yes,0.75,1,1.1,6.45,1
187c21c1-3638-4be0-a3ef-dece71e94065,2025-12-23,CUST-559137,Data,Enterprise,Active,35.72,24,Yes,No,No,Yes,2025-11-11,None,Tailored,Mobile Wallet,Yes,0.69,2,0.44,20.23,1
1c19cf10-ae6f-496c-b612-829af3b72fb2,2026-04-10,CUST-247046,Data,Family,Active,94.78,28,No,No,No,No,2025-07-25,None,Tailored,Credit Card,No,0.51,2,0.45,16.5,1
33a252f0-1704-4029-b791-167e80c6a238,2026-04-20,CUST-519747,Voice,Premium,Active,108.41,31,Yes,Yes,No,No,2025-10-13,Premium Streaming,Standard,Credit Card,Yes,0.9,2,2.13,48.79,1
d3748326-fcaa-49ac-af86-33dc56e9da98,2026-04-29,CUST-362336,Bundled,Premium,Cancelled,34.42,16,Yes,No,No,Yes,2025-12-29,None,Tailored,Mobile Wallet,Yes,0.95,2,4.05,35.86,1
4e6e754d-33d9-44bd-b438-0a4a982efe0d,2026-07-10,CUST-490407,Bundled,Basic,Active,72.32,31,Yes,Yes,No,No,2026-04-29,None,Standard,Mobile Wallet,No,0.96,1,3.58,7.7,1
6936e163-e7cd-43c0-a702-1f228317567a,2026-05-29,CUST-326117,Voice,Premium,Active,118.1,23,No,No,No,No,2025-08-08,None,Standard,Mobile Wallet,Yes,0.64,1,0.84,27.43,2
a5904246-cf21-4774-bbb4-9540a20f201d,2026-04-22,CUST-426591,Voice,Enterprise,Active,140.09,34,Yes,No,No,No,2026-04-25,None,Standard,Direct Debit,No,0.94,3,2.47,28.62,0
ffbe8b1b-6833-4f57-91bd-9c97bfacd692,2026-07-17,CUST-985250,Voice,Enterprise,Cancelled,36.62,36,Yes,No,No,No,2026-02-10,Cloud Storage,Tailored,Mobile Wallet,Yes,0.66,2,4.81,16.05,1
b3573386-be82-4c96-8124-0b29ef1eed67,2025-11-02,CUST-495211,Data,Premium,Active,66.72,31,Yes,No,No,No,2025-11-30,None,Standard,Credit Card,No,0.53,3,0.99,8.99,1
bb65e01f-9c45-4d3c-aeae-1e617fd72e49,2025-08-19,CUST-669073,Data,Premium,Suspended,39.59,25,Yes,Yes,No,No,2026-01-22,Cloud Storage,Standard,Mobile Wallet,Yes,0.59,2,1.92,46.84,2
b0b99a44-d4dc-45be-9044-8d27a3c04f97,2026-01-06,CUST-332103,Voice,Enterprise,Active,129.3,23,Yes,Yes,No,No,2025-12-03,Voicemail,Standard,Credit Card,No,0.9,3,0.54,15.46,0
a004944c-e607-47ba-9f55-2fe6da84dc3f,2026-06-14,CUST-441487,Voice,Premium,Suspended,52.61,16,Yes,No,No,No,2026-02-16,None,Tailored,Direct Debit,Yes,0.96,2,3.33,26.91,1
33e857e0-5d2f-407a-8298-636c1b73d445,2026-04-06,CUST-564091,Data,Premium,Suspended,21.45,18,Yes,Yes,No,Yes,2026-04-11,Voicemail,Standard,Credit Card,Yes,0.95,3,2.86,5.2,1
ae3df787-ce25-463f-9f1e-7e0700d368f3,2026-04-30,CUST-813273,Data,Premium,Cancelled,98.89,15,No,Yes,Yes,No,2025-11-21,None,Standard,Mobile Wallet,Yes,0.68,3,4.52,10.13,1
6c0b8fe9-8105-4663-a8d7-2ff738ff3886,2026-04-17,CUST-680574,Bundled,Enterprise,Active,107.35,28,Yes,No,Yes,No,2025-11-05,None,Tailored,Direct Debit,No,0.75,1,4.44,22.41,2
d0884e61-59d7-49e3-adb6-2670121d72f1,2025-09-16,CUST-685660,Voice,Family,Suspended,88.68,34,Yes,No,No,No,2026-06-29,Voicemail,Tailored,Direct Debit,Yes,0.91,3,0.2,17.33,1
d3cd5988-b1f0-49f1-83e3-50c1730bf95d,2026-01-27,CUST-986888,Bundled,Enterprise,Cancelled,67.89,14,Yes,Yes,No,Yes,2025-12-01,None,Standard,Credit Card,Yes,0.53,0,1.81,14.49,2
60bec568-a09a-466e-b6d7-c8ff1c6e2434,2026-03-06,CUST-267997,Voice,Family,Suspended,80.89,28,Yes,No,No,No,2025-11-25,None,Standard,Credit Card,Yes,0.66,1,3.04,9.91,1
0bedf2ce-2cac-4681-ab95-f9a3845cb4f4,2025-11-23,CUST-600397,Bundled,Enterprise,Active,37.85,14,Yes,No,No,No,2026-02-09,Premium Streaming,Standard,Direct Debit,No,0.63,1,2.41,20.76,1
6f1c147f-6862-455a-9136-86106f82bbfd,2026-01-14,CUST-780761,Bundled,Premium,Suspended,142.15,21,Yes,No,No,Yes,2025-10-02,Voicemail,Tailored,Direct Debit,Yes,0.94,3,4.6,36.63,2
bad79d49-70b5-460e-a6c7-4bc27f49adf0,2026-03-16,CUST-712577,Voice,Enterprise,Suspended,41.24,17,No,Yes,No,No,2025-12-07,International Calls Pack,Tailored,Mobile Wallet,No,0.69,2,4.41,23.58,0
a3aa6b2d-3fff-4e31-9269-d660386cb38b,2025-10-17,CUST-880326,Data,Premium,Active,75.33,13,Yes,No,No,No,2026-02-21,Voicemail,Tailored,Mobile Wallet,No,0.65,2,2.64,5.64,1
c36490b6-150a-4601-833f-4637b2093e3f,2025-11-12,CUST-702120,Data,Enterprise,Suspended,104,13,No,Yes,Yes,No,2026-01-09,None,Tailored,Credit Card,Yes,0.93,2,0.39,7.99,2
d5b83647-a8c5-400c-8107-94ee63aeb8e4,2026-03-04,CUST-592671,Data,Family,Suspended,33.5,33,No,No,No,No,2025-11-12,Voicemail,Tailored,Mobile Wallet,No,0.57,1,3.81,19.38,1
57ca8597-13e6-46ad-89b4-e7c4401ea56d,2026-02-24,CUST-198764,Voice,Basic,Suspended,115.55,28,No,Yes,No,No,2025-11-07,None,Tailored,Mobile Wallet,Yes,0.85,3,2.15,32.57,2
fe034c7c-c14a-46c1-a5c7-1c35b6690cfe,2025-08-25,CUST-505395,Voice,Basic,Suspended,52.39,31,Yes,Yes,No,No,2026-06-19,International Calls Pack,Tailored,Mobile Wallet,Yes,0.53,1,0.14,32.7,1
3d093f77-969e-4b5c-8596-7e5ceb0f827a,2025-08-07,CUST-355494,Bundled,Enterprise,Cancelled,84.94,31,Yes,No,Yes,Yes,2025-09-03,None,Standard,Credit Card,Yes,0.84,2,4.4,22.29,0
2a99a294-59a2-4436-8338-4c2c888b2247,2026-01-29,CUST-554560,Voice,Enterprise,Suspended,57.39,13,No,No,No,No,2026-07-17,Premium Streaming,Tailored,Direct Debit,No,0.55,0,2.76,24.34,0
24ee2a16-d92e-4833-ad6e-0db6ff4e4990,2025-11-29,CUST-595891,Bundled,Family,Active,74.91,26,Yes,No,No,Yes,2026-01-05,None,Standard,Credit Card,Yes,0.59,2,0.41,38.9,1
0c8b4476-f058-484a-943b-7cce1b66446d,2025-08-03,CUST-540843,Data,Enterprise,Cancelled,51.95,18,Yes,No,No,No,2025-08-12,None,Tailored,Mobile Wallet,No,0.62,3,0.33,37.14,1
f4d9cf1b-5561-4482-b6e8-88604ceb9b4d,2025-10-03,CUST-624442,Bundled,Basic,Cancelled,100.54,19,Yes,Yes,No,Yes,2026-05-08,Premium Streaming,Tailored,Mobile Wallet,Yes,0.78,3,0.69,46.76,2
7476e1da-de47-48e8-9b09-faf3348cd8ab,2026-05-29,CUST-538964,Voice,Family,Active,121.16,23,No,No,Yes,No,2026-05-04,None,Tailored,Direct Debit,No,0.51,3,0.19,25.94,1
a9d6ab18-def9-4a7c-8e49-e08fab8c4ab4,2026-07-20,CUST-387032,Data,Basic,Active,76.81,18,Yes,No,No,No,2026-04-07,None,Tailored,Credit Card,Yes,0.69,0,1.49,24.92,0
c1dd18f5-6aca-4b6d-a743-4916eb45846b,2026-04-22,CUST-588675,Data,Premium,Cancelled,20.56,25,Yes,Yes,No,No,2026-02-01,None,Standard,Credit Card,Yes,0.56,3,4.83,29.96,1
abf7722f-dc47-4204-98eb-0aa7e6c78e02,2025-11-27,CUST-498283,Bundled,Enterprise,Suspended,32.08,18,No,No,No,No,2025-10-28,None,Standard,Credit Card,Yes,0.64,3,3.01,48.11,1
e8628068-c9b7-4f6d-ad6d-9e181d609355,2026-06-16,CUST-937232,Voice,Family,Cancelled,88.15,33,No,No,No,Yes,2025-11-01,International Calls Pack,Standard,Mobile Wallet,Yes,0.67,2,4.43,24.93,1
e8b194ef-a38b-4aa5-b298-6e7b8bb91287,2025-09-18,CUST-768205,Voice,Basic,Active,48.65,30,Yes,Yes,Yes,No,2025-10-27,Premium Streaming,Standard,Direct Debit,No,0.55,1,0.95,33.19,2
57358a4e-723d-421c-81fa-66f61003ee3b,2025-11-11,CUST-342101,Data,Premium,Suspended,99.45,24,No,Yes,No,Yes,2025-09-15,Cloud Storage,Tailored,Direct Debit,Yes,0.74,0,2.52,47.61,0
bb1008ec-acb1-4183-9369-ffac9fdf6ded,2026-05-24,CUST-932198,Voice,Enterprise,Active,64.28,20,Yes,Yes,No,Yes,2026-04-15,International Calls Pack,Tailored,Direct Debit,Yes,0.51,2,1.06,29,1
61d38b96-f808-47a7-98da-e787931a4aeb,2025-10-26,CUST-902256,Voice,Basic,Suspended,75.64,29,No,Yes,No,No,2025-12-16,None,Tailored,Credit Card,Yes,0.95,2,0.8,19.58,0
87af3e21-a57e-4def-938c-bff2dc4d2c8a,2026-05-06,CUST-272824,Voice,Family,Active,59.32,13,No,No,No,No,2026-04-09,Premium Streaming,Standard,Direct Debit,Yes,0.93,2,2.67,35.97,1
c1283f6b-4ca8-4da7-a9f1-dc5822898aad,2025-08-14,CUST-167270,Voice,Premium,Cancelled,135.5,31,No,Yes,No,No,2025-12-16,Premium Streaming,Tailored,Mobile Wallet,No,0.61,1,0.49,44.56,1
05bb2635-5fd1-4743-83a3-9305e7892418,2025-08-28,CUST-403559,Bundled,Basic,Active,143.89,26,Yes,No,No,No,2025-11-02,Cloud Storage,Standard,Mobile Wallet,No,0.93,1,3.51,12.34,1
1e5dd2dd-370c-4110-a24e-da7720cec3ba,2026-02-19,CUST-895169,Data,Enterprise,Suspended,65.18,35,No,Yes,No,No,2026-07-19,International Calls Pack,Tailored,Mobile Wallet,No,0.55,1,2.27,11.95,1
6629c3b6-e34c-4bda-9da0-f86b9c15fc62,2025-12-17,CUST-340502,Voice,Premium,Suspended,128.74,19,Yes,No,Yes,Yes,2025-10-19,None,Standard,Direct Debit,Yes,0.56,2,1.44,22.76,1
7003960d-e559-4378-8def-0f888499098d,2026-07-02,CUST-559253,Data,Enterprise,Cancelled,132.43,33,Yes,No,No,No,2026-04-03,None,Tailored,Credit Card,No,0.57,3,4.52,34.13,2
e02bb200-83ab-4486-ba55-46842336d8eb,2026-02-22,CUST-479278,Data,Family,Suspended,93.12,12,No,Yes,No,No,2026-03-24,Premium Streaming,Standard,Mobile Wallet,Yes,0.64,0,1.04,26.69,1
2867c5ee-46b3-43ae-8acf-f4f3c25e3d0c,2026-03-24,CUST-362636,Bundled,Family,Cancelled,46.67,32,Yes,Yes,No,No,2026-05-12,None,Standard,Credit Card,Yes,0.65,2,0.52,47.46,2
11723727-75b6-45d8-91d7-f146c45f8e14,2025-12-22,CUST-174313,Data,Premium,Suspended,131.45,20,Yes,Yes,No,No,2026-01-20,None,Tailored,Credit Card,No,0.86,3,2.04,27.88,2
268311b8-cafd-48a4-ab3c-fc1c6088f286,2026-06-25,CUST-203500,Bundled,Family,Active,135.62,12,Yes,No,No,No,2026-07-05,International Calls Pack,Standard,Credit Card,No,0.9,2,3.47,17.99,0
820fd660-1896-4cbb-b9d3-95290847af0e,2025-10-15,CUST-247710,Data,Family,Cancelled,63.11,25,Yes,No,Yes,No,2026-01-31,International Calls Pack,Tailored,Credit Card,Yes,0.58,2,4.11,27.94,1
8796e610-2a96-428b-8b51-935ccb081ccb,2026-03-02,CUST-732008,Bundled,Enterprise,Active,55.81,15,No,Yes,No,No,2026-03-06,None,Tailored,Direct Debit,Yes,0.93,1,3.62,35.22,2
03bffac9-50a1-426c-beac-5242e9e511d2,2025-11-10,CUST-859417,Data,Enterprise,Cancelled,91.39,31,Yes,No,No,No,2026-06-02,Cloud Storage,Tailored,Direct Debit,Yes,0.57,1,3.76,15.22,1
62f7a8db-f64a-44e1-9277-c4ada2489439,2025-07-30,CUST-385953,Data,Basic,Suspended,99.72,13,Yes,No,No,No,2026-05-04,None,Standard,Mobile Wallet,Yes,0.9,2,1.24,48.97,1
e04fb4d0-cb4e-4e3d-bd80-7d16e97732f5,2026-07-15,CUST-722281,Bundled,Premium,Suspended,139.67,12,No,No,No,No,2026-07-09,None,Tailored,Direct Debit,Yes,0.93,1,4.66,11.25,1
90d4b53a-83a9-47bd-801d-5d8263060119,2025-10-11,CUST-803297,Data,Enterprise,Cancelled,100.94,14,Yes,No,No,No,2025-12-18,Voicemail,Standard,Credit Card,Yes,0.75,2,1.32,26.45,0
5fa3d216-6351-41a3-9d3a-3d2f408f7c62,2026-04-10,CUST-567529,Data,Premium,Active,144.44,23,Yes,No,No,Yes,2026-03-12,International Calls Pack,Tailored,Credit Card,Yes,0.59,1,1.25,16.99,1
1ea9efed-959f-477f-a6b1-ddb0083f2485,2025-11-30,CUST-436307,Voice,Basic,Suspended,130.48,22,Yes,No,No,No,2026-01-01,Voicemail,Tailored,Mobile Wallet,Yes,0.99,2,4.54,27.39,2
c0642e14-584d-4f76-a09b-7306ca4a0967,2025-08-02,CUST-749328,Bundled,Premium,Cancelled,46.86,19,Yes,No,No,No,2026-01-16,Voicemail,Standard,Mobile Wallet,Yes,0.65,1,1.91,24.48,2
0d733025-7148-4eab-a9fd-759b1dacd240,2025-11-24,CUST-406371,Bundled,Basic,Suspended,144.44,29,Yes,No,No,No,2026-05-07,Cloud Storage,Tailored,Credit Card,No,0.93,2,4.81,34.72,0
b915c3f5-f1e4-4060-8279-cd6341f8df6f,2025-07-31,CUST-660615,Data,Basic,Suspended,101.81,34,Yes,No,No,No,2025-10-27,Voicemail,Tailored,Mobile Wallet,Yes,0.83,2,3.8,20.84,1
7d3d2451-0aae-4393-b25f-d48ed06bacf4,2026-04-02,CUST-504058,Bundled,Premium,Suspended,68.72,34,Yes,Yes,No,Yes,2026-06-02,Cloud Storage,Standard,Mobile Wallet,Yes,0.88,3,1.75,49.35,0
27e6afd1-11c9-4c5f-ba2c-e28f4a13f044,2025-08-28,CUST-500281,Bundled,Enterprise,Cancelled,103.83,30,Yes,Yes,No,Yes,2025-11-15,Voicemail,Standard,Mobile Wallet,Yes,0.6,1,0.44,26.81,1
6f68e894-7c8d-4389-b73b-aa6f19ede58b,2025-09-17,CUST-526943,Voice,Family,Active,108.38,13,No,Yes,No,No,2025-08-07,None,Standard,Mobile Wallet,Yes,0.79,2,2,33.94,0
69bf1a98-eff4-4106-88a4-4d813a975058,2026-07-06,CUST-587625,Bundled,Basic,Suspended,117.31,18,Yes,Yes,No,No,2026-04-04,None,Standard,Mobile Wallet,No,0.75,1,1.2,24.21,1
24b4c25c-8afe-4792-8d52-d28d8b89903e,2026-01-16,CUST-309867,Voice,Enterprise,Cancelled,71.23,26,Yes,No,No,No,2025-12-05,None,Standard,Direct Debit,No,0.87,1,1.88,37.69,2
43b0f611-3b62-42e6-b9b8-6d6e9e524803,2025-08-23,CUST-806770,Bundled,Enterprise,Suspended,49.52,29,No,No,No,No,2025-10-10,None,Tailored,Direct Debit,No,0.67,1,1.27,48.57,2
9ebd87ec-08da-46ce-8a93-f977efa0c83a,2026-06-23,CUST-596626,Bundled,Family,Cancelled,92.66,23,Yes,No,No,Yes,2025-08-06,None,Tailored,Direct Debit,Yes,0.73,0,3.27,9.86,1
ef00d0d0-3079-4dd4-b345-409e1589f5e0,2026-03-14,CUST-406249,Data,Basic,Active,142.12,28,Yes,No,No,Yes,2026-03-27,Voicemail,Tailored,Direct Debit,No,0.73,3,3.23,37.47,2
512f4250-6303-4163-aa1f-9b287dc0f746,2026-06-20,CUST-307018,Bundled,Enterprise,Suspended,51.01,15,Yes,Yes,No,No,2025-09-20,International Calls Pack,Standard,Mobile Wallet,No,0.62,2,3.76,36.29,2
f57393d6-707c-40de-84a6-d106aad5d771,2026-01-10,CUST-980879,Voice,Basic,Cancelled,69.99,18,No,Yes,No,No,2026-07-18,None,Standard,Direct Debit,Yes,0.51,1,4.71,32.96,2
aa816ded-2223-4467-b993-d6b99d1fbd63,2025-11-10,CUST-463851,Bundled,Enterprise,Cancelled,131.84,16,No,No,No,No,2026-07-05,None,Tailored,Credit Card,Yes,0.93,3,3.59,30.22,2
29495012-8068-4163-9ec6-03c23aab2f4b,2026-03-30,CUST-434696,Voice,Premium,Suspended,135.9,22,Yes,Yes,No,No,2025-11-11,International Calls Pack,Standard,Mobile Wallet,Yes,0.52,2,1.27,44.13,0
5a3699b5-7e89-4687-a354-8f5a0c816e87,2025-11-13,CUST-231305,Data,Enterprise,Cancelled,116.02,26,No,No,No,No,2026-02-28,Premium Streaming,Tailored,Direct Debit,Yes,0.59,1,0.15,23.57,0
9ee0559b-54c3-4b48-9937-4559111ef58a,2026-03-28,CUST-255836,Data,Enterprise,Cancelled,133.1,18,Yes,No,No,Yes,2026-04-01,None,Standard,Mobile Wallet,No,0.66,0,2.42,29.84,1
9f9b8e92-0079-4d49-8f42-a78d9d5a6f4c,2026-02-02,CUST-858387,Data,Family,Cancelled,106.7,18,No,No,No,No,2026-02-11,International Calls Pack,Standard,Mobile Wallet,No,0.62,0,1.5,45.67,2
a3222683-4025-4f04-9d92-bba958b24bcd,2026-06-22,CUST-497529,Data,Basic,Suspended,107.32,30,No,No,No,No,2025-11-02,International Calls Pack,Tailored,Mobile Wallet,Yes,0.81,1,4.4,36.58,2
0d8fe37d-b107-4163-a37c-8e21cb35ee25,2026-05-16,CUST-554216,Data,Family,Cancelled,75.95,13,No,No,No,No,2025-12-09,None,Tailored,Mobile Wallet,No,0.88,2,1.31,33.08,1
233b0eb1-1c10-4803-8cc9-ee9e0eb47cf3,2026-05-31,CUST-672964,Voice,Premium,Active,42.43,19,Yes,No,No,No,2026-03-04,None,Tailored,Credit Card,Yes,0.8,3,2.28,10.95,2
2a837810-6d77-4727-9541-3e800ad0ddf3,2025-08-20,CUST-958149,Voice,Enterprise,Cancelled,129.87,24,No,Yes,No,Yes,2026-04-20,International Calls Pack,Tailored,Direct Debit,Yes,0.6,1,3.8,31.35,2
ecff95c5-3561-4181-8be8-df27fa7dd12d,2025-10-17,CUST-638112,Bundled,Premium,Active,48.9,32,Yes,No,No,No,2026-01-04,None,Standard,Credit Card,No,0.96,0,0.32,30.88,2
4a75b4c3-eaca-4b33-bb41-576ac68db53a,2026-03-22,CUST-234463,Voice,Basic,Active,137.79,30,Yes,No,No,No,2026-07-16,None,Tailored,Mobile Wallet,Yes,0.89,1,3.05,37.68,0
4a171038-5c6c-40b1-91cc-a0da7bcdb0eb,2026-06-27,CUST-635814,Bundled,Enterprise,Active,55.65,20,No,Yes,No,No,2026-07-15,Voicemail,Standard,Mobile Wallet,No,0.74,1,0.57,37.87,2
c245bb9f-2779-4a36-92b3-4dfb70ebbe35,2025-11-10,CUST-820581,Data,Enterprise,Active,125.37,20,Yes,No,No,No,2026-05-18,None,Tailored,Mobile Wallet,No,0.91,2,3.9,39.8,1
d37056e2-bd92-4722-9d8b-8db46937f4ad,2026-01-12,CUST-575494,Voice,Premium,Suspended,75.01,21,Yes,Yes,No,Yes,2025-08-17,Voicemail,Tailored,Direct Debit,Yes,0.87,1,4.64,27.4,2
36f26ba1-af98-4f10-8ff3-3195fd05b695,2025-09-29,CUST-701953,Data,Family,Active,56.58,26,No,No,No,No,2025-11-13,None,Tailored,Direct Debit,No,0.97,2,2.88,13.93,1
043a3dd6-17cf-4b91-9996-5f178ef2f7dd,2025-10-31,CUST-662795,Data,Basic,Cancelled,116.44,13,No,Yes,No,Yes,2026-03-08,None,Standard,Mobile Wallet,No,0.5,3,2.52,30.13,2
27c5c2b9-60b4-43a2-871b-7f6d31c5a113,2026-06-30,CUST-361701,Bundled,Enterprise,Active,140.67,30,Yes,No,No,No,2026-06-06,Voicemail,Standard,Credit Card,No,0.85,1,1.38,26.34,1
670877cc-48a5-417b-8f87-df48d5165461,2025-10-04,CUST-413201,Voice,Premium,Cancelled,103.05,34,Yes,Yes,No,No,2026-03-15,Voicemail,Standard,Credit Card,No,0.81,2,1.61,7.58,1
fcccd54f-5ea2-4457-be72-5c1d3c559003,2025-07-25,CUST-621014,Data,Premium,Suspended,55.64,15,Yes,No,No,No,2025-11-27,None,Tailored,Direct Debit,No,0.6,1,3.78,24.93,0
a9af526a-e4ec-4875-8b2d-c23079a10b34,2025-12-29,CUST-885035,Bundled,Premium,Active,139.57,13,Yes,No,No,No,2025-08-03,None,Tailored,Credit Card,No,1,1,1.26,18.04,2
a058f044-7d06-43fc-aec7-2db9c4bc59a0,2025-09-05,CUST-883223,Data,Enterprise,Cancelled,120.63,21,Yes,No,No,Yes,2026-04-30,Premium Streaming,Tailored,Direct Debit,Yes,0.5,3,1.86,21.46,0
80f7e1a4-aa25-43a7-a638-1b95da4e77c1,2025-09-02,CUST-113478,Bundled,Basic,Suspended,39.25,19,Yes,No,No,No,2025-12-13,None,Standard,Mobile Wallet,No,0.51,2,1.16,17.18,0
c6d65ef4-7182-485f-96a1-9d1767ba86cd,2026-06-10,CUST-478032,Data,Basic,Active,44.05,35,Yes,No,No,No,2025-07-31,None,Tailored,Credit Card,Yes,0.58,3,3.37,20.37,1
74d05965-14de-4c11-8741-63bebdea3d7c,2026-03-17,CUST-342496,Voice,Basic,Active,111.46,14,Yes,Yes,No,Yes,2026-04-21,None,Standard,Mobile Wallet,Yes,0.8,0,1.21,20.3,1
b3ba3a80-a17a-41e8-840c-a9b08190f920,2025-11-07,CUST-533907,Voice,Enterprise,Active,59.43,22,Yes,Yes,No,No,2026-04-05,International Calls Pack,Standard,Credit Card,Yes,0.71,3,1.87,15.94,0
b9b98d0b-5ee8-4ece-b246-10ef909b87e9,2025-07-26,CUST-912916,Data,Family,Suspended,136.54,12,Yes,Yes,No,Yes,2025-10-14,Voicemail,Standard,Direct Debit,No,0.89,2,1.21,13.33,1
8da58534-e7de-4607-a3cf-2bed7f58acfa,2025-07-29,CUST-661174,Bundled,Basic,Cancelled,136.47,19,Yes,No,No,No,2025-09-14,None,Tailored,Direct Debit,Yes,0.76,1,1.39,9.61,1
b7e8ffd6-7eb3-4fc3-9e67-6c234bdf61c3,2026-03-19,CUST-662795,Bundled,Enterprise,Cancelled,129.39,18,Yes,No,No,Yes,2026-05-12,Cloud Storage,Standard,Credit Card,No,0.66,0,0.58,40.23,1
