Record_ID,Date,Tower_ID,Network_Maintenance_Cost_per_Tower,Infrastructure_Upgrade_Frequency,Energy_Consumption_per_Tower_kWh,Network_Expansion_Rate_new_towers_month,Equipment_Failure_Rate,Mean_Time_to_Repair_MTTR_Hours,Network_Capacity_Utilization,Spectrum_Efficiency_Score,Backhaul_Latency_ms,IoT_Device_Connection_Volume
863fba8f-f7a8-4ddc-89ea-c7e1c305b9a8,2026-07-13,TWR-004,887.05,2,2818.27,3.9,1.76,21.7,76.13,0.87,45,1059
e6fa5530-a50e-4f18-8d9d-27fdac20d766,2026-02-07,TWR-004,728.57,2,3169.67,2.5,2.7,14.2,61.08,0.64,18,7846
22ed64f7-084a-42aa-8f33-692489db272a,2026-02-28,TWR-003,143.99,3,4222.55,0.7,3.71,15.2,79.12,0.73,25,3975
022619fb-7a68-400a-9b31-56dda83c8d24,2025-10-10,TWR-003,558.53,0,720.97,5,3.19,4.7,74.56,0.51,34,6594
9ecd7f4d-a13a-44e9-9d9a-9b3a4d3af0a0,2025-11-10,TWR-004,908.97,3,1625.47,5,2.84,22.8,76.11,0.58,10,4799
49f9a4a9-3fe4-4b0e-a6fe-f4f0642c7c5c,2026-05-23,TWR-002,145.56,1,3435,1.8,2.92,20.8,81.62,0.64,21,8580
5693de01-160b-458f-aee4-f6e0a84f2c1d,2025-10-03,TWR-002,234.47,1,809.33,4,4.36,11.5,73.31,0.62,15,4842
d6a428b1-3950-4d14-8169-c19b45354833,2026-03-20,TWR-002,629.97,1,4382.39,4.1,4.99,5.4,65.18,0.78,26,9481
b1c50c79-db53-4a6c-8c89-8cf52a05a088,2026-03-01,TWR-004,803.97,3,2477.6,0.7,4.28,7.3,60.66,0.9,21,340
b9b17ce4-7c9b-4fae-b4fa-9148f5164cb5,2025-09-21,TWR-001,444.52,4,4646.12,2,3.86,8.2,76.68,0.63,38,4485
9aa0f5b1-8475-4f4a-ad95-0860f2b4b48b,2025-11-16,TWR-003,413.14,1,1567.18,2.2,4.97,4.5,87.91,0.76,15,2305
eb4305c3-bdc2-4a83-ad47-1cbfc6b05d8e,2026-07-19,TWR-003,692.45,3,3678.19,2.3,2.11,7.6,88.72,1,17,300
c29b7388-6022-4a2b-89b4-673044114091,2025-12-03,TWR-002,504.46,2,1196.82,3.6,1.31,4.5,85.28,0.73,15,7613
6cb8704e-f0ef-468f-92b1-dc533a56b226,2026-04-19,TWR-005,743.91,2,2193.69,4.5,3.51,15,80.46,0.66,42,8668
c92bc0f7-6b71-4bb4-9cd2-31b1fa26a61e,2025-12-03,TWR-001,162.45,4,2727.91,1.2,4.34,11.8,83.18,0.9,19,1836
75413ef7-93a8-4774-8b1b-57aa35df78b9,2026-03-26,TWR-003,863.79,3,2083.86,2.8,4.69,8.6,64.22,0.92,44,5222
e5fd82e1-0a17-46b7-82e5-a0919944d4dd,2026-05-07,TWR-003,925.64,0,1804.85,0.3,0.13,14.6,85.73,0.94,21,1125
5be9be57-1eed-410f-ba62-31733bc8e352,2025-11-11,TWR-001,422.64,1,3424.63,4.8,2.83,18.8,75.98,0.98,11,6253
f06246b5-c4cc-423f-927e-7f42120e65df,2026-01-28,TWR-003,914.29,2,4298.22,4.3,3.88,5.7,77.03,0.61,6,6625
ab754972-269a-44c5-be10-63e45ded75ba,2026-06-17,TWR-003,541.18,4,1312.56,4.2,0.71,17.9,94.24,0.76,49,7451
5a93580b-76d5-471e-a79d-131ac92c22f2,2025-11-24,TWR-004,838.34,2,3193.08,0,2.54,23.1,84.11,0.84,26,177
fd351a07-9ace-4564-8639-ea272de3ca46,2026-01-14,TWR-003,587.38,3,4684.33,2,3.11,2.8,83.75,0.67,33,2638
a8b731bd-11d4-48f6-aa18-4c902e3810f3,2025-11-04,TWR-004,952.43,2,1156.36,2.1,2.21,16.5,76.85,0.93,42,357
68ace308-1dc4-4943-ac60-2d44fadc9567,2025-08-31,TWR-002,372.34,2,3342.35,3.8,3.44,19.7,66.69,0.8,37,2200
d0f3053c-1188-44ed-b5b3-93683d31a846,2026-02-28,TWR-003,480.82,1,3709.79,1.7,2.64,17.7,88.76,0.71,19,9618
bf38ead4-1a56-4743-bed3-9a805182fb8b,2026-04-19,TWR-003,133.36,1,3802.04,5,2.55,11.4,60.34,0.67,12,2613
fe94b825-a62b-4a25-af20-167833b8546e,2025-08-16,TWR-004,638.2,0,3179.67,4.9,3.81,11.8,73.26,0.54,6,9060
f3933b29-528e-4a54-825b-993dde25fb1b,2026-05-24,TWR-002,368.77,0,4256.31,5,4.56,5.7,70.67,0.75,24,7143
0c7f43d7-4df0-4d53-997b-b18cb05c6192,2025-11-13,TWR-004,898.35,2,1026.36,4.9,1.23,16.9,90.47,0.75,15,5604
5a0c439a-6675-4ba3-aea0-6affa87612d6,2025-12-16,TWR-002,164.26,3,3045.74,0.7,0.39,18.5,64.35,0.74,37,9294
89065cb0-6f38-4da8-8196-b25c09c7a722,2025-09-05,TWR-002,623.94,2,3402.46,3.3,0.51,14.6,83.5,0.95,12,3418
40c83b8b-ddc1-4cf5-8170-d246e2bd87a8,2025-10-03,TWR-004,873.45,0,1223.76,1.8,4.86,17.9,74.69,0.54,29,3069
31d3a341-3dcf-47ad-8f14-cdfac7cb272b,2026-05-28,TWR-002,306.75,4,3109.5,3.2,1.25,1.9,77.26,0.78,24,7290
9e00e846-4048-4e99-aadc-d62817562d0a,2025-08-26,TWR-002,252.29,4,842.52,1.2,0.34,8.2,78.91,0.54,21,8605
ccf053c8-3b13-4cd3-8b1e-aa96a64f7811,2026-03-18,TWR-003,444.49,1,4835.97,4.7,1.12,19.2,72.77,0.61,31,8902
ecd347aa-84a2-46cd-8185-260362b5e975,2025-11-24,TWR-004,538.67,2,2837.26,2,1.11,18.1,64.88,0.7,47,7099
5b195500-ebfe-4d7e-ac32-7e7e118d3615,2026-02-28,TWR-001,147.87,3,1307.08,1.3,2.25,14.5,62.11,0.93,7,7254
98127c02-8295-4eb4-b59f-687c0db9b211,2026-03-02,TWR-002,762.26,0,3504.35,1,2.37,18.4,62.66,0.97,31,2271
a29abfc8-226c-4f57-8633-e0182614c5f5,2026-03-30,TWR-004,370.93,0,3976.68,0.8,0.22,5.6,69.94,0.97,22,3729
ac88fb07-e2ec-41c5-be4c-1e0ece184bd7,2025-08-14,TWR-005,649.51,0,2610.95,0.8,2.91,15.6,74.12,0.52,17,4363
3a67b5f2-f872-4799-9e29-98abadae82f3,2025-09-11,TWR-004,118.56,4,1165.35,1.8,2.34,13,67.41,0.61,31,6099
fdb5100f-707a-49dc-abe2-73958e4fc895,2025-10-13,TWR-002,436.55,1,2554.99,0.3,1.02,6.6,71.4,0.82,37,3829
3fec9621-3e1b-468e-a3c2-c6eaac22287a,2026-07-08,TWR-003,348.32,2,804.03,1.3,3.2,14.8,94.57,0.97,31,7471
ef6b324b-8394-41b4-abe7-f721d82689ca,2025-08-05,TWR-002,616.9,1,860.61,3.6,0.52,1.6,83.18,0.81,9,441
15ca2ccd-5f0a-4841-9a1b-c16ebdceb351,2025-10-29,TWR-005,135.07,4,2852.83,0.9,2.36,1.5,67.33,0.76,26,9275
fcc27ecf-8b31-49ca-b315-07f293995468,2026-07-04,TWR-002,196.58,0,3379.74,2.3,2.41,17.4,63.74,0.88,42,1269
aaca88e7-e24d-48cf-b218-ec82cd57188d,2025-12-27,TWR-003,961.92,0,1832.12,1.7,1.56,19.2,68.99,0.85,14,5983
557aef24-e955-4321-8f6b-186ef35c9ed5,2025-12-01,TWR-003,795.18,1,3058.37,1,1.71,17.3,87.21,0.9,33,2414
82be870c-3892-4648-a5e9-02ed252b88f3,2025-11-15,TWR-001,347.18,2,2150.03,2.9,2.92,9.3,71.66,0.78,9,7195
7518732f-76ec-463d-b955-8caab7fd8901,2025-09-24,TWR-002,432.57,1,3860.23,2.9,4.55,22.4,88.21,0.98,35,5451
17b6f822-9169-45b2-a004-05d017b3accb,2025-09-07,TWR-001,201.51,2,2864.04,0.7,1.47,13.2,71.16,0.85,26,5692
fc0a266f-a18d-4245-8820-82cbee1e7dd6,2025-10-14,TWR-005,656.86,2,2491.47,5,0.73,3.5,71.7,0.98,33,8321
fada2ed0-8d79-458a-a882-1fd4e7c2be69,2026-07-03,TWR-001,222.83,3,4168.01,3.1,2.3,2.3,75.29,0.58,22,2329
d7f7ad6e-7a2a-4b1a-a2d6-2a4557a9bf84,2026-07-20,TWR-004,210.78,2,3640.28,3.1,2.32,20,76.41,0.99,7,973
ec166345-f931-46cb-ae41-cf3e4777b470,2025-08-11,TWR-002,108.69,0,712.11,3,4.25,4.7,93.91,0.72,25,7822
303f1dc2-c6ec-4217-813f-c1bbbcb2f0ba,2026-05-10,TWR-002,139.18,0,2419.44,4.5,2.36,13.7,75.96,0.99,36,4142
494db5bb-1064-41c9-86c3-b9e97382eb39,2026-07-23,TWR-005,178.55,4,943.47,2.6,3.23,2.2,82.63,0.79,11,9370
990609a6-1d32-4726-b04d-7ba729e214ed,2026-05-11,TWR-003,902.79,0,4477.11,4.5,0.29,7.2,76.03,0.67,25,1321
acc6a600-ad31-45fb-87cf-9fa701274a39,2025-08-25,TWR-004,958.79,4,4351.94,3.4,2.6,3.4,65.24,0.92,26,8374
07c28c6b-efb5-4af9-8951-8894294b9e6e,2026-07-06,TWR-001,232,4,1794.98,4.1,2.87,13.6,74.6,0.52,30,5272
453ca7d4-0b2b-4e4e-98df-d9345738692d,2025-11-27,TWR-005,560.33,4,1350.68,4.6,4.07,16,72.54,0.55,39,5390
5a2f4f4a-8565-4726-afff-ceffeac07183,2026-02-18,TWR-004,191.31,3,4165.1,0.5,1.27,11.4,78.09,0.74,30,3363
147eb012-90a8-4ee3-b048-42ad44564de9,2026-04-27,TWR-004,484.47,3,4377.95,1.6,3.21,12.2,73.54,0.83,24,9298
a4d27d6c-7fd8-4984-af38-92104ba9e741,2026-03-26,TWR-004,828.53,2,1846.19,0.2,3.98,2.7,60.52,0.87,12,4088
ea27b740-c6dd-4502-8c17-93e3cc9d19a3,2026-05-22,TWR-003,116.53,3,2049.15,4.5,3.02,5.8,82.29,0.82,45,5437
af089d32-9e4b-4482-abf1-1a94b7736f4f,2026-02-07,TWR-005,934.56,0,4811.02,4.7,2.06,15.9,81.67,0.85,34,4362
36e1e6aa-6dd8-4e49-8d76-202b162453b3,2026-07-21,TWR-003,103.33,2,2637.28,3.9,2.89,18.6,81.65,0.51,18,6142
42c508ad-3f2e-4e0d-9fe1-afdbf6ac9c83,2025-10-12,TWR-005,726.11,1,3811.75,3.5,2.82,6.7,64.18,0.88,7,6330
76bb3ebb-a791-4caf-94ff-2743be574641,2025-09-04,TWR-001,319.97,4,2880.62,0.7,1.36,11,64.68,0.51,15,8534
0121424d-3388-4359-8e2b-e17782adc0c2,2025-10-14,TWR-001,638.61,4,3620.58,4.6,0.75,11.5,93.76,0.69,15,829
ac662f38-223f-47e0-abef-6b29858de666,2025-08-22,TWR-001,433.54,1,4226.89,3.9,4.45,9.8,85.58,0.55,44,7167
0a8b30d2-a9a9-48b6-935d-d57ef2e77972,2025-11-15,TWR-001,250.34,3,3838.47,2.1,0.12,17.3,88.27,0.84,32,2072
cea0352c-cd97-4239-8b77-683b77329305,2025-11-17,TWR-001,788.52,1,2656.63,1.9,4.69,8.8,88.63,0.99,12,5403
728d1323-30c5-49b9-9450-730563ccede3,2025-11-11,TWR-004,387,1,1023.72,2.6,3.75,3.4,76.58,0.56,28,5449
e110597c-4529-451e-a1cd-e428e2d66e3a,2026-03-15,TWR-001,298.96,1,3639.28,1.2,2.39,9.8,64.06,0.64,27,392
06f76c69-6d50-497e-81d3-dac15db6734e,2026-07-19,TWR-004,695.28,0,4381.05,2.3,4.51,8.5,65.84,0.78,24,9801
1dd6937e-a177-406c-9a8e-0cd53c72e01d,2025-09-28,TWR-004,170.64,3,3872.38,3.4,0.76,13.1,65.13,0.94,9,7457
a533ee1a-f963-4cab-8322-2754ae34f0f6,2026-01-23,TWR-003,157.76,1,767.41,1.4,3.56,4.8,84.5,0.86,19,8591
c2cceed3-6fa7-4f56-b0c4-b9abef1565b2,2025-12-30,TWR-002,621.43,1,2151.94,3,2.92,18.7,67.43,0.94,46,8406
b9e86872-edad-4845-8184-3a2940449f90,2025-09-21,TWR-005,818.73,4,4924.18,0.4,1.92,9.2,66.77,0.51,31,8930
bfb6b675-8e04-49de-9f7a-1d865def9a3f,2025-08-09,TWR-002,267.75,4,2246.29,3.3,4.84,17.7,71.4,0.85,14,7551
e8fd6270-4e6d-4649-b11a-455871f54943,2025-08-19,TWR-004,251.19,2,4658.62,1.6,1.99,1.8,85.45,0.64,9,4792
d38ad92b-d6dc-4be1-91b2-92fd18d9f0aa,2025-11-02,TWR-004,672.6,1,3430.52,2,4.81,11.2,89.44,0.65,27,6800
43a75a2e-ca7d-4e31-beed-1e4fc5cba9fe,2026-04-17,TWR-001,574.45,2,1173.98,1.9,4.07,11.8,65.34,0.85,29,2730
cc1713b3-a5e7-4d31-96d7-c666f5e68cb8,2025-12-16,TWR-005,293.87,3,1177.69,3.8,1.9,21.9,60.09,0.86,37,898
e4eef72f-7e64-4577-a70f-3e17fb91c486,2026-02-01,TWR-001,142.67,0,3462.7,3.6,2.02,23.1,68.72,0.92,39,2124
1a1a58e1-024e-4d14-866a-6d4051fbdc54,2026-02-18,TWR-001,994.73,2,615.94,4.8,2.31,5.2,66.65,0.98,27,6038
5227293d-7c48-488e-9651-ad3a824cc63c,2025-12-13,TWR-004,332.54,3,3956.8,0.1,2.13,18.2,80.64,0.67,22,6087
97d094c0-62f5-4160-b68c-7f2f1a099b31,2026-06-18,TWR-004,142.47,3,4553.75,0.3,2.11,4.8,70.29,0.8,22,8345
90c22629-17c8-477a-890e-ccd7427357ec,2025-10-02,TWR-002,844.55,3,1477.33,4.9,1.56,11.5,70.65,0.97,16,5699
1e98ed70-0aed-4db9-921c-4d5a5e0e861b,2026-05-11,TWR-003,980.15,3,516.11,0.6,0.68,7.5,93.53,0.66,36,9703
57a09afa-ccea-472b-8be1-c4253d51e906,2025-08-30,TWR-001,779.52,1,680.7,2.8,1.07,21.7,73,0.95,7,8102
d4df24f3-abec-4406-ab23-18376e20f1df,2025-08-26,TWR-005,102.47,3,1527.32,2.7,2.2,7.8,93.45,0.5,34,8479
1387eb8b-4c0b-43dc-8610-feb40dbcb67f,2026-05-21,TWR-005,532.05,4,3501.62,4.4,0.6,6.9,67.14,0.95,37,6494
bfc65963-91ff-4e38-8e5a-ff1afc0d6bf3,2025-08-04,TWR-003,485.98,0,2159.79,4.1,1.44,4.2,71.89,0.91,7,7696
84b4acd2-2bda-4867-8aa8-f6b26ed41b7d,2026-02-25,TWR-001,381.22,2,1108.61,4.4,4.67,2.9,77.63,0.79,26,6808
97220086-aa32-4470-9b1e-de23c86e5d7b,2026-01-08,TWR-004,451.19,2,2195.12,0.1,0.46,11.8,76.74,0.93,28,6437
b451953b-8df0-459e-8265-ed3285a9c221,2025-11-26,TWR-003,869.11,3,698.01,2,4.28,2.1,67.69,0.98,49,2954
5d061a3e-489e-4a56-b3e2-82bb93560133,2025-11-01,TWR-004,205.49,4,3259.23,1,1.53,1,61.97,0.7,46,5977
a9ca3f1c-4dd8-48da-bde1-7a7bcc73e114,2025-08-24,TWR-001,914.07,3,2881.58,2.6,2.22,19.9,85.96,0.63,11,5283
bdc91acf-bffb-4dbc-b812-d62f93453440,2026-02-15,TWR-004,748.25,4,1231.77,3.7,3.12,4.8,90.59,0.95,22,6211
4aae2410-4208-4989-92d7-e52726a98809,2025-09-17,TWR-005,328.46,2,3235.03,1.8,0.71,10.5,84.35,0.91,13,1200
5bb5efbb-9ded-4978-ab17-785bcfdfd2f7,2026-05-06,TWR-001,411.15,4,2276.52,0.4,3.06,4.8,64.58,0.93,50,2241
277f18e3-dd98-47d5-9816-d67bb87c5838,2025-12-21,TWR-002,754.1,1,1835.79,4.9,4.67,16.7,77.93,0.91,42,308
ff01b289-954e-498f-8830-ee748d09ef00,2026-04-09,TWR-003,438.39,3,3688.25,2.2,1.35,3.7,90.25,0.53,47,9529
5ac86580-651e-4703-b592-c9645a255abb,2025-10-03,TWR-004,529.24,3,3343.04,1.9,2.61,14.1,77.85,0.88,34,9491
9cb7b3e4-91ac-4cf3-b86d-5b94a502db06,2026-06-28,TWR-004,741.55,0,3027.18,3.3,2.13,21.8,94.89,0.59,26,8338
d5abb53d-ef61-4e9f-b1fd-eca457534510,2025-11-04,TWR-005,527.3,3,1944.39,3.1,2.92,13.4,61.51,0.78,12,9050
fd0ce098-6ffe-4262-9338-09da20f4cacb,2025-10-25,TWR-004,313.56,3,3468.1,0.6,4.59,14.1,84.53,0.64,40,3722
0308c89f-2814-4283-ac27-0b38b88d362f,2026-03-29,TWR-002,215.5,0,3179.63,4.2,1.12,5.2,86.21,0.71,9,7645
794c3eb8-bf42-41be-98b4-cbb1d25d97c1,2026-03-08,TWR-003,703.73,3,1093.6,0.9,0.32,18.4,74.05,0.96,29,4820
7f157666-5c09-48e5-869f-a10f8f89ea7e,2025-11-04,TWR-001,662.37,4,4639.93,2.8,1.33,15.8,64.83,0.88,33,9689
9cac3a31-8b00-4c0c-aaeb-208dab320d3c,2026-06-14,TWR-005,948.88,1,3391.39,3.9,4.69,22.9,79.19,0.81,15,872
674f108f-e512-4200-bd83-550bb963cd78,2025-11-10,TWR-005,608.92,2,4882.31,2.9,2.14,7.8,63.19,0.68,6,5809
95fbe1bc-49b4-4ead-b9aa-fdc51962fa2c,2026-05-12,TWR-005,211.26,0,1645.88,3,2.35,23.9,61.07,0.79,18,7077
8314005b-9c0a-44c4-9d0f-7ffc7784a180,2026-04-27,TWR-003,215.27,0,1960.88,4.2,4.72,13.3,84.59,0.93,45,7795
91ba6d46-8777-4d66-874b-411f50308427,2026-06-04,TWR-002,799.05,2,4975.9,2.9,4.32,14.8,75.9,0.88,27,148
7a639c6e-a2b1-41cc-9dc0-c27126dca226,2026-04-27,TWR-005,609.94,2,1432.36,4.3,0.68,12.4,84.4,0.53,36,3852
2aacacb9-0921-4dc7-97f4-133bddf12122,2026-05-16,TWR-005,846.76,3,1005.4,0.9,0.2,21.1,90.48,0.5,27,9801
c0d1d95c-8fa1-4c56-9dfa-65e598292638,2025-10-13,TWR-001,960.96,0,4318.29,3.1,1.7,10.4,70.07,0.91,45,2698
6218c67a-9432-4623-82ff-0d0e6b121a32,2025-12-10,TWR-005,649.87,2,2307.81,4.8,1.94,15,88.93,0.76,19,4416
aba4ecb3-3b8f-47a6-ad0b-ec94697f1008,2026-05-09,TWR-001,650.71,0,2422.11,3.2,1.18,15.7,68.02,0.93,19,6845
e3a81b9c-7728-4cc1-a06d-59f57f0e3d4b,2026-04-30,TWR-001,320.57,4,2645.25,2.2,0.52,1.7,91.55,0.96,32,1342
1de37bf2-7fcf-4744-a847-340b85cae7fe,2026-07-09,TWR-003,471.53,4,1282.19,4.7,3.28,2.2,82.44,0.91,36,1311
5d401ca3-7832-4800-b10a-1c6a2d55a431,2026-06-28,TWR-001,562.96,1,4342.15,2.6,4.59,23.2,85.64,0.92,42,4432
7161d1dc-cb15-4550-8716-b69153f5a712,2025-11-07,TWR-003,903.03,1,4197.53,2,3.67,15.5,78.17,0.98,10,8189
f06c4652-5a7b-452d-8d14-60cde191c06c,2026-02-19,TWR-003,620.28,0,1307.76,1.2,2.36,1.1,90.38,0.5,17,5321
df6c7b72-3dc6-4c6a-aff4-c512abe9df79,2026-02-09,TWR-003,709.02,2,1551.26,2.4,0.15,23.4,64.62,0.81,29,1545
92bb538a-96fc-43b4-95c1-fc85eeb120fb,2026-01-04,TWR-002,939.19,0,695.8,0.8,4.74,14.6,89.76,0.55,46,7543
63a88165-c1c4-4569-9918-0047fbd0a559,2025-11-18,TWR-004,244.66,0,1929.63,4.4,3.41,12.5,70.29,0.62,27,1795
f8cec1f9-529b-4fc7-9a5d-5a584c68cc91,2026-01-31,TWR-002,949.25,0,4920.54,4.8,0.71,3.7,92.25,0.74,34,2520
a6045ed2-ebdb-417e-bc11-8a183be614e2,2026-04-17,TWR-004,401.88,3,4745.16,2.2,2.05,17.8,75.71,0.6,14,808
3e756f7a-5e61-4944-b46f-4df02578605a,2026-03-30,TWR-004,609.23,1,4712.86,2.4,0.2,5.9,78.55,0.89,50,3501
47635e9d-a78a-4a5f-b4c4-e6d12041e37c,2026-01-24,TWR-001,408.86,0,2148.37,2.8,2.93,15.7,93.26,0.82,39,782
d078aabf-0632-4e10-83d4-1d1f42cd956f,2025-10-26,TWR-002,688.05,2,3563.42,0.9,2.71,12.2,75.85,0.81,47,9386
00012aed-505d-441b-ade3-832e6b8841bb,2025-10-10,TWR-001,555.49,0,1718.74,0.7,4.52,11.6,90.9,0.6,44,4767
c22add00-28c0-4ef5-a80a-62e70a81443d,2025-08-15,TWR-005,810.9,1,3611.93,1.6,1.35,18.8,66.52,0.74,30,673
