Record_ID,Date,Customer_ID,Customer_Satisfaction_Score_CSAT,Net_Promoter_Score_NPS,Support_Tickets_Raised,Support_Ticket_Resolution_Time_Avg_Hrs,Complaint_Type,Customer_Sentiment_Score_via_NLP,App_Login_Frequency_Per_Month,Self_Service_Usage_Channel,Unpaid_Bills_Count,Average_Billing_Delay_Days,First_Contact_Resolution_Rate,Customer_Effort_Score_Ease_of_Interaction,Complaint_Escalation_Rate,Self_Service_Abandonment_Rate,Customer_Feedback_Submission_Rate,Social_Media_Sentiment_Score,Customer_Loyalty_Index,Channel_Preference_Shift,Proactive_Support_Engagement_Rate,Billing_Clarity_Satisfaction_Score
ab55692b-cdbd-4080-b048-6f1066c5519f,2025-08-05,CUST-252298,5,-66,2,14.6,Service,0,5,IVR,1,11,69.92,2,7.65,5.59,16.02,0.6,0.7,App to Web,13.32,5
976961d9-c9bb-43bd-9f6e-7dbafbf56998,2026-04-08,CUST-382477,4,91,2,62,Technical,0,6,Web,0,13,69.47,2,6.45,38.53,10.79,0.11,0.83,None,9.68,5
68eb217c-f200-4b32-bfd3-2d05a3bd9a43,2026-07-12,CUST-477803,1,82,5,27.7,Billing,-1,11,App,2,7,82.99,2,6.44,30.01,6.82,0.23,0.76,None,17.42,2
33ebf573-8d51-4419-9341-49e0ea8eee9f,2026-06-05,CUST-559815,2,48,4,63.1,Billing,0,0,Web,2,8,60.51,1,7.47,34.37,16.71,0.76,0.69,None,15.3,5
95c313c6-c60f-4506-9b7c-54ccb2326f46,2026-06-23,CUST-171998,4,-44,3,46.8,Other,-1,8,App,1,13,88.75,4,9.6,28.47,3.67,0.52,0.66,None,14.68,1
9fe921cc-76a0-474b-a0dc-2c6c97895e63,2026-07-06,CUST-342386,3,85,5,13.3,Billing,1,17,App,3,8,92.61,3,2.87,18.81,2.06,0.44,0.55,None,29.92,5
675497e1-3bbc-41fb-8655-29125151bff4,2025-09-22,CUST-180181,2,0,2,34.1,Network,1,22,Web,0,4,65.34,3,0.12,25.04,5.32,0.78,0.96,None,12.33,4
d8907917-eb8e-4f85-b69d-ad61f043c13a,2025-12-26,CUST-241763,2,-63,3,66.3,Technical,-1,5,App,2,0,86.71,4,5.5,23.92,9.76,0.55,0.83,None,25.67,5
9edbd6f0-759c-4ed1-9ead-6e795a3e9744,2025-11-04,CUST-739860,5,-40,0,31.9,None,0,21,IVR,2,11,62.22,4,4.85,10.79,14.6,0.59,0.74,None,23.17,1
70ecf7fd-0861-40ee-a4a3-04c7fadd98e3,2026-06-29,CUST-969494,2,-28,0,27.8,None,1,24,Web,1,8,73.02,1,7.03,34.81,13.99,0.17,0.64,None,16.58,4
48e344f9-0588-42fb-b97a-efc56d91c3f4,2025-11-15,CUST-891718,3,19,2,19,Billing,1,14,Web,0,3,69.32,4,3.1,7.58,1.54,0.39,0.88,App to Web,15.26,3
0d30caf4-75e8-484b-881a-ef7a61f2e9ad,2025-09-03,CUST-429472,1,95,3,68.3,Technical,1,16,IVR,1,5,60.16,5,4.29,26.07,16.85,0.41,0.54,None,8.42,4
16b71a06-1b5a-46e8-850f-640c92f0128a,2026-02-09,CUST-858136,5,76,4,61.4,Network,1,13,Web,2,5,89.34,1,2.16,29.24,10.57,0.36,0.73,None,21.71,3
9466a4b4-fb45-4283-81b7-0ea8b610c273,2025-10-07,CUST-617588,4,-65,2,50.6,Service,0,4,IVR,0,10,93.56,2,1.47,21.85,14.6,0.98,0.59,App to Web,14.42,2
40667481-2b72-489b-9b44-1c55e7b0576e,2026-04-04,CUST-545038,4,16,0,52.2,None,1,27,App,1,6,63.15,3,9.54,10.86,11.44,0.88,0.52,None,10.56,4
f20b8f83-02b4-4835-9b59-f6d312ec81e4,2026-02-17,CUST-734511,3,40,5,47.2,Service,-1,29,Web,0,9,69.13,1,9.68,7.6,18.24,0.31,0.55,None,11.35,2
6d0a6789-b8f3-462d-81b6-0376b59faacf,2025-09-25,CUST-307639,2,32,2,65,Technical,0,23,App,1,11,76.55,3,0.93,39.86,11.99,0.13,0.94,None,28.74,5
ecbee1ab-a6d5-49cc-8b03-61381ee10f43,2026-02-23,CUST-504248,3,-76,0,35.9,None,0,22,App,0,12,66.23,3,3.93,24.66,14.07,0.29,0.57,None,16.8,3
d79efd0d-8d14-4196-9d7a-d5104ee53d3f,2026-04-16,CUST-706406,5,-15,4,45.2,Billing,1,2,Web,2,12,77.27,3,1.24,16.59,16.09,0.86,0.53,Web to App,20.8,2
cabdbebd-af12-4fa4-abf8-76742460a996,2025-08-10,CUST-431586,3,75,3,41.9,Service,-1,7,App,1,3,94.93,3,3.42,18.82,18.57,0.55,0.7,None,5.77,4
ef2bfddd-7c0e-4b9c-a8dc-ebb39c265a8e,2025-08-28,CUST-470748,4,-55,5,45.2,Network,1,24,Web,2,11,84.96,1,9.55,35.42,15.97,0.76,0.74,None,14.93,1
c49ed469-3813-40c9-b02b-617f31c41317,2026-03-27,CUST-223879,2,-52,2,49.9,Billing,-1,19,App,0,10,68.14,3,4.09,16.41,12.63,0.41,0.97,None,5.65,2
f91207bf-1bff-4017-9630-e339e52ca55e,2026-06-28,CUST-679015,3,21,2,16.1,Other,-1,27,IVR,2,4,87.88,3,1.4,9.61,4.92,0.77,0.97,App to Web,14.89,4
ca18e23b-db34-4f9b-8b08-a3a69048224f,2025-12-21,CUST-309658,4,-84,1,66.1,Technical,0,17,App,0,10,87.15,1,2.14,6.49,9.47,1,0.89,None,18.55,1
8de119fc-fdde-447b-964b-4e5550680441,2026-02-09,CUST-391561,2,81,0,61.2,None,-1,28,Web,2,1,66.68,2,0.42,7.29,12.87,0.84,0.72,None,7.05,3
5fb41a81-7462-48a5-922c-202408d0160c,2026-03-19,CUST-663179,2,20,1,31.5,Technical,1,6,IVR,1,13,87.42,5,6.47,23.98,7.13,0.47,0.9,None,12.72,2
96eb1ad5-bca2-4d2a-8fda-0ed9afc8f635,2026-02-11,CUST-849280,3,-32,5,2.3,Other,1,16,Web,2,0,91.08,5,6.51,27.62,18.34,0.12,0.53,None,23.86,3
5ae82782-4100-478c-bad1-4e0179462f05,2025-07-30,CUST-190039,4,37,3,40.4,Service,0,27,Web,1,9,61.01,5,2.31,19.22,11.28,0.22,0.99,None,12.82,3
2bb83839-8a5c-49ba-bb16-279d857ce6fb,2026-03-30,CUST-759193,5,-16,2,11.4,Service,1,3,IVR,1,11,66.27,2,0.93,17.34,8.82,0.34,0.65,None,11.27,2
502709b6-8f60-461d-8c1e-91c0b153de33,2025-12-07,CUST-911995,3,-32,2,49.2,Billing,0,19,App,2,3,77.05,5,7.51,17.33,8.63,0.16,0.75,None,16.51,4
2a46eaa1-eb1b-4159-841e-5298799b4dc6,2026-01-12,CUST-675352,2,-40,1,65.5,Other,-1,28,App,1,5,71.83,4,2.13,29.59,5.09,0.66,0.95,Web to App,21.18,2
64b8fdd3-7c76-434e-b486-5e00cf9e306f,2025-09-10,CUST-808011,2,5,2,34.5,Other,0,18,Web,3,5,63.95,3,1.63,20.56,8.95,0.21,0.9,None,17.56,3
1a445516-a747-42cb-bfe8-27ead9761ff2,2026-04-15,CUST-272780,3,-33,5,49.6,Other,1,28,App,0,12,77.93,5,7.87,38.7,11.64,0.48,0.68,None,12.24,3
ac44ebfa-9742-49db-89cc-3c645bbb7bdd,2026-06-12,CUST-455545,4,28,1,3.3,Network,0,24,App,0,4,63.55,4,2.31,24.17,10.25,0.92,0.81,None,13.47,2
289543b4-2edd-4e4c-8954-6620ba78576e,2025-10-15,CUST-639553,2,-39,1,52.8,Service,0,15,Web,1,3,90.96,5,9.65,14.34,8.15,0.35,0.93,None,17.77,2
d7c7525f-5db9-415b-8947-2de5056ce6f5,2026-01-11,CUST-791087,2,-21,5,40.1,Technical,0,23,Web,2,1,77.32,3,6.38,26.26,10.92,0.86,0.52,None,17.54,3
9067f528-26be-4ab0-8a90-12380a6f040a,2026-02-07,CUST-751678,2,-35,5,32.7,Network,1,13,IVR,2,11,77.53,5,7.53,21.15,19.91,0.75,0.56,App to Web,24.26,3
2da3d119-7294-467d-8713-691000db4c46,2026-01-29,CUST-512930,4,50,1,39.1,Network,-1,0,App,2,5,63.93,3,1.7,17.52,9.8,0.49,0.76,None,5.63,4
dda43374-6a9f-401b-8e1f-1ae9884cf3f2,2026-05-16,CUST-453401,3,86,4,63.2,Other,-1,10,Web,0,11,94.71,4,5.13,31.06,17.68,0.83,0.58,None,17.23,5
e5828133-0ddc-4b41-bd92-b8bcc1a2e22b,2026-01-17,CUST-432007,1,86,3,61.2,Network,-1,5,App,2,3,71.8,3,2.46,29.58,17.34,0.9,0.99,None,5.77,3
60c97f9f-dc47-43c0-ac44-641578f17361,2026-01-14,CUST-120490,2,-97,1,44.5,Network,1,13,App,1,14,84.48,4,5.23,14.66,15.29,0.9,0.59,None,5.02,4
4bcb8d4b-1ce2-4118-9f66-e4846f8ca030,2025-11-27,CUST-235798,3,31,3,11.4,Network,1,30,Web,2,8,82.77,5,7.03,5.86,17.26,0.65,0.93,None,25.6,2
ea0a8cf6-77c9-41cd-997b-fb3a59e7fb5d,2025-12-04,CUST-970084,4,51,1,6.3,Network,-1,21,App,1,2,86.58,5,5.33,37.83,3.85,0.17,0.51,None,11.8,2
c3861085-d2ef-48b2-b790-514283ed658a,2025-09-10,CUST-387472,4,-68,2,22.7,Other,-1,13,Web,1,8,76.03,4,4.12,38.29,2.07,0.65,0.76,Web to App,21.11,1
71c934f0-7395-4818-9f62-943755551364,2026-03-01,CUST-211871,5,-6,2,62.7,Network,-1,13,App,1,13,92.29,3,4.11,24.44,9.29,0.54,0.65,None,11.31,5
e39fdf41-e223-45f0-899e-4b63ffcfdca7,2026-03-25,CUST-854704,4,-63,5,41.8,Technical,-1,13,App,0,5,94.12,4,2.96,35.67,15.16,0.52,0.76,None,28.78,5
ca9298ce-4768-4dbd-9f55-ece28f7e73ec,2025-12-13,CUST-979270,1,-17,5,5.5,Billing,0,19,App,3,11,68.73,4,7.56,32.19,1.99,0.99,0.94,None,26.1,2
9e9ad1ff-0ace-4be7-b2b3-b4bfe6085465,2025-09-24,CUST-767421,4,-81,5,31.6,Other,0,7,IVR,2,3,60.11,2,1.8,22.98,12.31,0.71,0.5,App to Web,13.54,2
b21600e8-caae-4e13-a8fe-aafb37f5ec60,2025-12-15,CUST-847382,4,-12,1,44.7,Network,1,20,Web,3,2,65.6,3,2.56,38.86,17.22,0.96,0.85,None,28.97,2
faf7207a-6b1e-4768-be82-8a6841ccab70,2026-06-01,CUST-204586,3,-31,4,46.3,Technical,-1,28,IVR,2,11,83.85,1,6.87,21.76,3.63,0.76,0.81,None,16.44,3
70fbd95c-a588-417a-a8e6-0e3dd52ad846,2025-09-04,CUST-185742,4,90,0,11.3,None,-1,8,Web,1,12,76,5,9.82,27.84,10.12,0.39,0.72,None,18.73,2
932ed49e-917f-47b1-8aaf-05f568d4c43d,2025-09-06,CUST-503741,5,10,1,49.4,Network,-1,21,IVR,0,3,73.34,5,1.75,7.79,4.61,0.15,0.5,Web to App,9.84,4
b7da236d-9f15-4fe8-95fb-d5e474c45088,2025-11-26,CUST-559617,2,-62,1,31.3,Technical,0,14,Web,3,4,74.73,5,3.49,18.51,6.16,0.69,0.85,None,24.54,5
9f7ec480-7fb5-4e5c-a3a9-862a918b61ff,2025-08-19,CUST-545058,3,32,3,35.5,Other,-1,8,Web,2,3,85.73,3,8.04,20.11,5.32,0.91,0.92,None,26.39,3
da37246a-a1c8-4210-8d2f-3df886f4d2f2,2026-05-21,CUST-238688,4,-69,4,6.7,Technical,-1,7,IVR,2,2,68.59,2,5.56,25.71,11.21,0.19,0.97,None,29.33,3
3882cb51-8b1e-40e0-b026-7c0cd10b0f27,2026-02-09,CUST-558335,2,67,1,62.2,Service,1,19,App,1,0,91.45,5,1.07,30.39,18.49,0.61,0.96,None,12.32,4
0a39304f-5250-4c06-bc46-1cdc77aa1bff,2026-07-19,CUST-567999,5,20,1,13.6,Service,-1,17,App,0,13,64.43,2,5.88,22.96,14.84,0.19,0.87,None,27.95,3
62c98cdf-e74e-49a5-bb64-adc3c007fdc8,2026-02-03,CUST-985030,5,15,0,57.4,None,1,20,IVR,1,12,90.33,3,0.41,30.56,5.72,0.46,0.72,None,24.08,1
3fa784cb-7bc1-48cc-805d-a589d51e821f,2026-04-20,CUST-682049,2,29,0,27.6,None,0,17,IVR,1,7,94.46,2,4.85,24.45,9.42,0.2,0.77,None,25.74,3
52db8519-a7f3-49cc-a828-9c69d138ba79,2026-07-06,CUST-790232,4,90,2,45.6,Billing,-1,12,App,3,10,83.3,1,8.25,38.03,12.11,0.81,0.66,None,17.01,3
6aea83e5-f387-4fed-9178-5199f3f443c0,2026-01-11,CUST-820514,2,-50,1,31.7,Other,0,29,IVR,2,8,76.02,4,6.43,17.94,15.49,0.37,0.85,None,13.06,1
ec593b9a-ba1a-44a1-806f-81d827e3f06a,2026-06-24,CUST-886043,5,31,4,27.4,Other,1,18,App,2,11,94.1,3,0.27,7.98,12.3,0.81,0.66,App to Web,20.91,4
050fcb10-4d99-4c2f-9fbe-5fa835a557b2,2025-12-16,CUST-114047,2,-5,3,5.2,Network,0,8,Web,1,1,89.29,4,3.17,12.63,5.65,0.4,0.99,None,8,4
6d685597-1f3e-42df-8247-7cf7f2fbbe56,2025-08-01,CUST-676761,3,-5,1,25.8,Network,-1,17,App,3,3,83.46,2,3.34,24.03,9.57,0.33,0.86,None,5.85,3
9153e0ed-5a68-47b7-9292-d460080829c1,2025-10-15,CUST-785540,5,44,1,66.9,Technical,1,11,IVR,2,6,81.87,3,6.04,14.01,19.45,0.86,0.75,None,16.68,2
52740a5b-ca64-49f4-b69a-e3f82a0856d9,2025-12-16,CUST-390461,3,-47,3,20.9,Network,1,18,App,3,11,81.33,5,0.92,27.1,8.33,0.8,0.57,None,19.37,4
41cdf2f4-e34d-49c3-99d5-fed52d6f8181,2026-07-18,CUST-807288,3,-32,5,57,Network,1,1,IVR,2,11,86.27,2,1.38,6.32,6.02,0.35,0.6,Web to App,25.93,4
eb4e51be-5a91-41ee-9800-88ad026ea759,2025-08-02,CUST-881940,3,17,4,32.5,Billing,0,17,App,2,4,72.57,2,8.62,29.34,13.42,0.8,0.9,None,5.33,2
d7890b70-e8f2-42c5-a179-8b96ca951c6f,2025-12-07,CUST-593339,3,-82,4,40,Network,0,5,IVR,3,10,65.38,5,6.53,24.79,14.93,0.42,0.96,None,14.5,1
4e078f4d-e5bb-4544-bdde-613656c9f233,2026-07-19,CUST-461298,5,81,3,30.5,Technical,1,3,IVR,1,3,86.25,5,8.69,24.41,6.23,0.65,0.55,None,17.83,2
87762305-fab9-46dc-ac71-36845cc6194a,2026-03-21,CUST-425047,3,48,4,40.9,Billing,1,29,Web,2,9,91.33,3,3.19,22.05,19.49,0.29,0.87,App to Web,21.16,4
3a51b5d2-7bca-42f7-b036-9aedd72d0b67,2025-10-03,CUST-493853,3,59,0,3.4,None,-1,1,IVR,1,5,83.61,4,5.77,15.22,6.95,0.59,0.97,None,22.03,5
49bd00b9-0fe0-4167-b9aa-8b53444779dd,2026-06-13,CUST-934235,3,29,2,31,Technical,0,27,App,0,12,76.06,3,7.84,18.05,2.74,0.5,0.89,None,18.15,2
70197f32-a582-4762-bd5d-2fc75dad0d7e,2025-10-12,CUST-767927,4,-25,2,37.8,Network,1,6,Web,2,10,91.23,2,8.98,21.25,14.79,0.95,0.86,None,8.57,3
36c892cf-2e11-4f86-a4f0-d2bf4fa224e9,2025-07-30,CUST-751657,3,12,4,17,Technical,1,10,IVR,2,3,60.2,5,7.58,14.47,14.88,0.34,0.8,None,29.23,4
367f56d1-4db7-4fa0-943e-231939f62f83,2025-11-19,CUST-499506,3,-36,5,31.4,Service,1,27,Web,1,6,84.96,2,9.97,18.83,7.97,0.36,0.84,None,26.55,5
3678b570-5dd8-4bca-a5c8-6b2cc0c9643e,2025-12-11,CUST-457723,1,73,3,28.1,Service,0,2,App,0,1,90.52,4,8.52,26.41,11.79,0.95,0.51,None,12.39,4
ddb28e30-7d94-4a5c-a5cd-bbdc1f36e5cb,2026-04-02,CUST-898143,2,93,4,34,Technical,-1,7,IVR,3,1,77.3,5,9.94,31.7,19.08,0.12,0.81,None,7.92,1
90fc6d3f-744a-4e01-bf7b-3c33fb9c2dc6,2026-03-25,CUST-567945,1,13,3,6.5,Service,1,18,IVR,1,4,64.72,1,8.23,27.66,4.21,0.64,0.65,None,7.3,5
1ac4fcc8-49d0-411c-aca6-a0ffa1299d8e,2025-08-27,CUST-677627,3,77,1,71.7,Network,1,0,App,0,11,92.91,3,8.95,26.43,13.01,0.59,0.77,None,25.48,3
032327d8-06a7-419c-b6ec-fb6588321698,2026-07-16,CUST-920615,5,22,3,37.8,Technical,1,16,App,2,5,92.8,2,1.8,26.24,4.3,0.28,0.89,None,5.8,3
325cf520-e5c2-4e44-846c-dafa72d76d8e,2026-05-25,CUST-122416,3,76,2,32.9,Other,0,5,IVR,2,13,89.81,2,4.37,25.76,3.69,0.61,0.73,None,5.5,5
ce345519-f45e-491f-bcd2-b91ebea5cce7,2026-01-01,CUST-703181,1,-19,2,38.9,Service,1,0,IVR,1,2,62.9,3,3.17,24.66,9.01,0.58,0.85,None,29.51,5
7657fb42-67ba-4467-8c0e-336ee7128857,2025-10-29,CUST-764184,3,59,3,17.2,Network,0,29,Web,2,9,76.6,2,9.4,24.03,18.44,0.66,0.74,None,15.72,2
ceb3cc27-d2b6-44f5-82eb-a36689a6587b,2025-10-13,CUST-339828,3,63,4,70.5,Network,1,6,Web,1,13,63.65,3,4.31,23.02,3.15,0.26,0.86,None,29.98,2
ea376424-be0f-4a57-a8f9-7b032eb308ff,2025-12-18,CUST-978731,1,66,4,34.5,Other,1,16,App,1,11,62.87,5,6.78,21.86,15.22,0.34,0.59,None,13.13,3
c64ccfbc-875d-4ad2-97b2-1803618a659d,2026-07-12,CUST-722354,3,-52,3,27.3,Billing,1,16,IVR,0,12,61.8,5,8.23,20.35,7.29,0.36,0.99,None,21.7,1
85f4ea47-e92e-4ac5-9350-8a187dd0b9ae,2025-07-28,CUST-437000,4,24,3,19.9,Other,1,23,Web,1,5,67.1,3,1.96,13.25,7.92,0.29,0.57,None,6.9,3
843f3d6e-70ff-4dd5-a58b-2f0674ff7151,2026-02-08,CUST-871564,1,75,1,37.1,Billing,1,19,App,2,0,75.18,4,7.95,30.44,5.82,0.39,0.73,None,25.91,4
c51cc55c-b24c-4cce-bc13-f14354830239,2025-08-19,CUST-810946,2,-76,3,62.7,Billing,0,9,IVR,2,5,69.74,3,1.57,11.13,14.39,0.42,0.59,None,27.73,4
97c2b459-e82c-4feb-8d39-65d5b16d2a2f,2025-12-31,CUST-832106,1,-35,1,60.3,Network,0,13,Web,2,10,85.86,3,7.71,17.53,17.74,0.94,0.76,None,29.89,2
7d65729a-dfd7-4130-aa37-91b0e023da88,2025-09-08,CUST-241424,3,0,4,39.1,Other,1,3,App,1,6,80.39,4,0.97,39.53,7.86,0.42,0.87,None,5.94,3
4d474ace-f4ef-4dd4-974a-f1883064a7a8,2026-05-12,CUST-169400,3,84,4,18.6,Other,-1,9,IVR,0,10,73.16,5,0.89,17.05,5.22,0.95,0.71,None,18.85,4
79319a11-8690-4816-9913-cf6d7390da88,2026-01-10,CUST-796178,4,81,3,53.3,Network,0,11,IVR,1,1,79.8,4,6.13,26.09,19.24,0.8,0.61,None,23.16,1
45689511-a79a-4e5e-9448-ffed35c2b9bb,2026-01-10,CUST-627716,3,64,2,9.5,Other,1,29,App,1,7,70.25,1,8.94,27.18,14.84,0.92,0.82,None,22.36,3
a6ef2f5f-5c3c-47d7-af60-8c8d24538a50,2025-09-12,CUST-548955,2,74,2,63.5,Service,1,14,App,3,12,75.22,3,1.73,34.63,10.34,0.28,0.56,None,18.76,2
0e889c1f-606d-4933-8f05-eaa73ba5dfda,2025-11-18,CUST-840141,2,53,5,12.9,Other,-1,17,Web,1,2,73.26,5,9.46,15.19,10.96,0.25,0.98,None,13.09,4
f5dfc519-9b9b-4cf6-8a63-d55fac25fc4f,2025-09-23,CUST-893822,2,96,1,52.5,Technical,0,21,IVR,1,10,91.28,4,5.42,8.48,3.85,0.12,0.82,None,12.46,3
7c7f29cb-8236-4503-92da-23ada7c98ace,2025-11-28,CUST-504668,2,-44,3,13.1,Other,0,28,App,2,3,85.13,4,4.68,9.79,10.43,0.11,0.96,None,21.23,4
b5ff8393-aaa4-43c0-8f4c-01bbe2eb7fbc,2026-03-20,CUST-559535,5,-59,2,64.5,Service,-1,17,App,2,4,86.22,3,5.77,36.23,12.18,0.85,0.77,None,23.32,2
c7a7c520-97b9-47f3-8e4c-82f58e6f14f1,2025-10-24,CUST-605092,4,-43,5,64.8,Service,-1,25,IVR,0,0,70.92,4,8.81,27.63,3.15,0.64,0.86,None,10.07,3
58807db6-a2d1-4552-b198-28ceadc47880,2025-11-16,CUST-964477,4,57,4,37.1,Network,1,15,IVR,2,12,62.28,5,8.48,11.34,5.68,0.36,0.86,None,8.06,3
1380604f-11af-46c8-9b35-7fbd242233db,2025-08-19,CUST-908432,3,-83,5,50,Technical,-1,10,Web,0,8,60.37,3,5.37,32.1,17.42,0.44,0.61,None,25.31,4
62ec3d45-8aee-40e9-96b6-c6d45d5647da,2026-01-12,CUST-971590,3,69,3,6.6,Billing,-1,0,IVR,2,5,82.89,4,5.68,29.53,19.78,0.18,0.82,None,16.96,4
98fa8535-ce20-4caa-bf02-f26e41844322,2025-08-20,CUST-851782,1,90,1,41.7,Technical,1,30,Web,1,9,82.08,3,4.08,9.3,12.32,0.63,0.99,None,22.65,4
bc7bd3dd-eb64-421a-8255-6628594d01ed,2025-12-16,CUST-339227,4,72,5,27.3,Technical,1,17,Web,2,6,82.97,3,0.94,28.19,16.29,0.92,0.83,None,25.82,3
73c853a3-c3fe-4d7b-840e-d6723270815a,2026-02-21,CUST-813854,3,-85,2,8,Technical,0,5,Web,2,3,68.53,1,1.34,38.68,6.61,0.27,0.67,Web to App,15.91,2
54f0ffe8-d234-4a55-9bc8-c2b323bddbdc,2026-01-26,CUST-488282,3,-68,1,50.1,Billing,1,27,Web,1,13,73.5,3,7.21,24.27,6.11,0.2,0.56,None,27.64,3
a0f9361c-e667-45a5-875f-44f17ac84cc2,2026-05-02,CUST-309491,5,20,1,10.6,Service,1,24,App,0,8,81.77,5,7.84,39.2,13.42,0.31,0.98,None,11.25,3
d141165f-1105-49f1-8ad7-83269164457a,2026-05-17,CUST-569336,3,-77,4,39.6,Technical,-1,30,App,3,10,77.74,3,9.82,16.88,5.57,0.65,0.75,None,20.62,2
7331509e-f78c-4a24-95d6-3eb1ecffb274,2026-02-19,CUST-914335,4,74,3,66.3,Other,-1,17,IVR,2,11,62.67,2,7.83,7.41,10.98,0.55,0.8,None,19.6,3
e93db9a3-0bcb-4eac-a2f9-3e8daacb1d32,2026-04-28,CUST-765293,5,55,2,14.9,Technical,-1,10,IVR,2,7,69.15,3,2.01,27.48,4.71,0.25,0.78,None,21.82,1
3bf878ba-1f2b-4322-a42c-124170fe0b39,2025-11-15,CUST-571753,4,3,1,46.2,Network,1,1,IVR,0,2,77.18,4,6.98,38.66,8.76,0.11,0.78,None,25.92,3
64fa8453-f56f-4edd-8a6a-bc2c1a8f278f,2025-10-01,CUST-949496,2,-43,2,64.7,Other,0,15,App,0,6,85.75,5,5.21,10.44,3.05,0.65,0.7,Web to App,10.41,1
775e22c5-208e-4a99-84b5-0bbf7fbbb581,2025-09-17,CUST-896511,3,21,0,36.6,None,-1,10,Web,2,8,87.45,5,0.28,16.65,1.53,0.96,0.88,None,23.04,5
48e97b5d-5b3c-4cc1-854f-0132a455339d,2025-09-27,CUST-311210,3,-67,5,23.1,Technical,-1,13,Web,1,12,94.39,1,2.68,6.79,13.26,0.39,0.7,App to Web,23,2
7e96af02-108a-457a-b909-66a68c484c4f,2026-04-30,CUST-761857,1,-10,4,4.1,Network,-1,16,IVR,3,2,60.37,3,9.02,39.35,19.09,0.67,0.78,None,28.19,3
58c06a3e-8d90-4325-a649-167cd1f5bf98,2025-08-17,CUST-504903,2,42,0,63.6,None,-1,10,App,2,13,61.24,5,0.49,36.79,6.67,0.63,0.67,None,23.24,2
2c3734bc-f6f2-4128-a687-4cfa5457e5b8,2025-10-29,CUST-607508,2,20,5,15.9,Network,-1,25,Web,0,11,68.79,4,3.75,26.42,16.57,0.2,0.61,None,7.43,5
eb411a39-e2f2-4b64-9356-3740bf7c5256,2026-04-17,CUST-323775,3,61,2,47.4,Service,0,28,Web,3,7,70.96,3,9.61,12.81,11.16,0.35,0.57,None,22.03,1
4c034253-3b76-42d2-abac-63043fc05f40,2025-08-27,CUST-287515,2,81,1,68.6,Technical,1,17,App,2,6,60.03,4,3.75,33.22,4.23,0.19,0.52,None,12.38,4
aa284e6c-f2a9-4319-8174-163c2306c3fd,2025-10-13,CUST-930382,3,39,1,55.2,Billing,0,29,IVR,2,4,73.96,3,0.57,8.59,3.9,0.47,0.81,None,24.65,5
e093b423-5603-4833-a669-29921e687794,2025-12-09,CUST-779750,2,-16,5,62,Network,-1,21,App,3,12,72.91,5,5.71,37.67,10.33,0.83,0.8,None,19.1,1
b62a25cd-77de-4005-941a-ac919a66e8e1,2026-05-23,CUST-434801,5,-5,4,53.8,Billing,0,10,App,2,10,66.1,4,4.87,17.39,4.47,0.22,0.84,None,29.7,5
f9ce50fd-e003-4882-be45-5909d795fb53,2026-04-14,CUST-249601,5,-80,5,4.3,Other,1,1,Web,1,13,62.07,3,0.66,28.1,6.49,0.43,0.93,None,20.87,4
1ce48283-1f20-44aa-a5fe-bcdc1a966415,2026-02-24,CUST-161467,4,-68,4,43.1,Service,0,28,App,1,4,77.24,2,8.83,13.15,17.65,0.42,0.56,App to Web,8.22,2
1e490189-da7f-4e61-ba77-36f6bf767763,2026-05-27,CUST-174724,1,92,4,48.9,Technical,-1,9,App,0,10,72.28,5,1.36,10.96,11.99,0.84,0.68,App to Web,19.31,4
5d214f6e-e836-445f-ab75-13201f921bda,2025-09-17,CUST-221302,2,-12,4,57,Technical,-1,29,App,3,9,60.03,4,8.54,21,12.57,0.5,0.65,App to Web,7.94,1
5fd529f7-f888-4d5c-8b23-3771b9dfedc0,2025-11-13,CUST-970592,2,-14,4,24.2,Billing,-1,8,IVR,2,7,93.12,2,5.13,15.97,19.62,0.72,0.88,Web to App,19.79,5
bcd55a02-113a-45c4-ae53-6877aba26ac4,2025-12-31,CUST-678917,1,-2,4,71,Service,1,27,Web,1,0,87.73,4,8.4,19.56,3.39,0.77,0.61,None,26.76,3
013b9bf8-41cd-454b-97dd-0719959c99e0,2026-05-07,CUST-553232,3,-65,2,16.3,Other,1,12,IVR,3,3,73.89,1,4.21,25.41,16.39,0.63,0.71,None,20.09,3
96a35031-99f8-4e89-b483-ae59bf4d7945,2025-11-02,CUST-646407,1,70,2,28.3,Network,1,27,IVR,3,1,68.3,5,8.87,34.09,6.29,0.73,0.64,App to Web,16.87,2
5bb14357-fa5b-409a-93dc-c89f2571d554,2025-10-18,CUST-921309,2,-17,3,60.1,Service,1,23,Web,3,14,73.84,2,3.97,6.63,4.31,0.38,0.54,App to Web,28.35,5
2a2900b8-c33d-45f7-8928-b8ef0e7efb42,2025-11-04,CUST-299428,3,-32,4,54.5,Billing,-1,1,Web,2,4,91.27,1,0.76,13.16,19.62,0.75,0.74,None,19.87,1
401f4457-fe94-46f1-abec-ab8a1d6c73ff,2026-02-25,CUST-334561,3,-66,2,26.9,Technical,0,15,IVR,0,9,86.4,2,4.31,39.97,10.08,0.9,0.82,None,21.19,1
b15c5069-8b6e-414e-9bf6-1a21fae756a0,2025-11-08,CUST-545940,3,74,3,10.7,Service,-1,30,Web,1,1,63.63,4,4.42,32.11,4.09,0.66,0.79,None,28.15,2
