Record_ID,Date,Customer_ID,SIM_Swap_Frequency,Unusual_Call_Patterns_Flag,High_Roaming_Alert_Flag,Device_Blacklist_Check,Account_Hijack_Risk_Score,Multiple_SIM_Registration_Attempts,Identity_Verification_Passed,Call_Forwarding_to_Premium_Numbers,Shared_Device_Flag,Fraudulent_Payment_Attempts,Account_Takeover_Detection_Rate,SIM_Cloning_Incidents,KYC_Compliance_Rate,Suspicious_Device_Change_Frequency,Fraud_Investigation_Success_Rate,High_Risk_Transaction_Alerts,Roaming_Fraud_Detection_Rate,Multi_Account_Linkage_Risk_Score
fb7439d0-a9ea-4296-a4b8-b70d0b6f0d67,2026-05-01,CUST-712416,1,No,No,Yes,0.9,1,Yes,No,No,1,80.85,0,97.32,1,84.15,No,0.88,0.76
3002eaf1-30a6-4a77-92d4-508f9789821e,2025-12-15,CUST-777335,1,No,No,Yes,0.15,0,Yes,No,No,1,86.12,1,90.57,3,54.97,No,1.69,0.67
83ec7216-c30d-4a82-86b5-d1fe9d03c79a,2026-06-16,CUST-164947,0,No,No,Yes,0.34,0,Yes,No,No,3,93,1,99.71,4,57.5,No,0.17,0.45
385ad3ca-e2df-4b07-b2b2-7ce4643f9499,2025-08-02,CUST-709082,3,No,No,Yes,0.52,0,Yes,No,No,3,94.91,1,90.14,3,54.79,No,1.64,0.35
bbada550-9a75-46af-a601-d8a07db6981b,2025-07-27,CUST-417231,1,No,No,Yes,0.72,1,Yes,No,No,2,89.77,0,94.82,0,64.28,No,1.42,0.57
e76f0516-b921-4681-a771-bb251dd99421,2026-05-27,CUST-697351,0,No,No,Yes,0.37,1,Yes,No,No,2,96.82,1,98.05,1,61.11,No,0.33,0.77
e9880076-8cba-4b1c-8ab4-8d97670aa8db,2026-04-28,CUST-667144,1,No,No,Yes,0.66,0,Yes,No,No,2,92.57,0,93.3,5,75.22,No,1.89,0.55
a980e3b8-15a2-42a5-ab16-c2313473791b,2025-10-19,CUST-253010,2,Yes,No,Yes,0.61,0,Yes,No,No,2,90.45,0,93.68,3,51.05,No,1.12,0.26
b4ae480d-9da1-45c1-b94b-251a597a5262,2026-04-19,CUST-118718,1,No,No,Yes,0.38,1,Yes,No,No,2,87.74,1,98.61,3,78.29,No,0.24,0.65
6cfc9c72-bae4-4761-bd7e-1817c6f52390,2025-08-20,CUST-882116,1,No,No,Yes,0.82,0,Yes,No,No,0,92.06,1,96.35,2,54.66,No,1.38,0.2
88a4bb97-b587-4dc2-9c6a-c4952894485a,2026-04-25,CUST-847320,0,No,No,Yes,0.7,2,Yes,No,No,0,98.7,1,97.08,1,60.11,No,0.76,0.28
3098d8f1-c552-4861-813f-da3aa3f76779,2026-01-22,CUST-472607,2,No,No,Yes,0.11,0,Yes,No,Yes,2,90.23,0,94.07,2,87.05,No,1.6,0.44
e686957a-dd63-43f9-8dd2-2bb2348ec756,2025-07-25,CUST-731443,0,No,No,Yes,0.76,0,Yes,No,No,3,80.69,1,97.46,4,60.32,No,0.95,0.68
b6c618ba-c8b4-4cb8-bb37-8924fcac3503,2025-08-21,CUST-284736,1,Yes,No,Yes,0.21,2,Yes,No,No,1,82.03,0,93.74,0,84.45,No,0.36,0.34
a75eed67-9e65-47fd-ba9e-e37fef4df03f,2026-01-21,CUST-377250,2,No,No,Yes,0.29,1,Yes,No,No,2,85.37,1,92.63,3,65.54,No,1.34,0.27
9d21ce02-d5c1-44c0-95e0-7bfde165156f,2025-10-16,CUST-847992,3,No,Yes,Yes,0.37,1,Yes,No,No,1,89.37,1,92.32,4,78.56,No,1.41,0.71
5b7778ed-589c-4f2c-9eaf-3cbc27e29c3d,2025-08-02,CUST-195422,1,No,No,Yes,0.17,1,Yes,No,No,2,90.13,0,92.88,5,62.44,No,0.82,0.61
cf9dab7f-a5e4-463a-b4c0-778118ab0afd,2026-05-19,CUST-599834,1,No,No,Yes,0.97,2,Yes,No,No,1,90.52,0,95.35,2,66.08,No,0.21,0.16
218719b1-87ad-44d7-9239-8155f19a2436,2026-03-22,CUST-468438,2,No,No,Yes,0.82,1,Yes,No,Yes,1,80.23,1,97.38,3,87.36,No,1.57,0.71
ae256394-7333-44ad-8d06-f95c7e87d548,2025-08-12,CUST-978398,0,No,No,Yes,0.19,1,Yes,No,No,2,94.82,0,91.52,0,88.17,No,1.22,0.68
43200424-64ff-4cf8-b874-7afb966d5578,2025-11-19,CUST-422717,1,No,No,Yes,0.94,1,Yes,No,No,1,95.21,1,95.63,3,61.67,No,0.81,0.37
d62bc9e2-dff4-4736-92ff-2beffb59dd7f,2026-02-07,CUST-813361,1,Yes,No,Yes,0.23,2,Yes,No,No,1,83.37,1,94.69,3,51.43,No,0.73,0.13
374511ef-945c-4e7b-a604-75c5f5e6335c,2025-12-13,CUST-662961,0,No,No,Yes,0.12,0,Yes,No,No,0,92.66,0,94.05,3,78.74,Yes,1.21,0.66
394e0698-3b2f-4ad4-987f-cd8fdb7d88a1,2026-05-30,CUST-464891,3,No,No,Yes,0.67,1,Yes,No,No,2,83.21,1,95.73,4,71.53,No,0.66,0.31
3b1580a5-83e9-4f3f-9a05-a2f5e85b9797,2026-07-24,CUST-730430,3,No,No,Yes,0.99,0,Yes,No,No,2,80.11,0,96.58,2,88.52,No,1.8,0.72
7b75f199-022f-4c41-9690-a3c5a86b3911,2025-09-12,CUST-787279,1,No,No,Yes,0.28,2,Yes,No,No,0,91.7,0,92.75,3,81.62,No,1.6,0.64
9cadfe57-7601-4951-91c6-e39749f248bc,2026-02-18,CUST-561341,1,Yes,No,Yes,0.55,1,Yes,No,No,2,92.63,0,92.31,1,61.9,No,0.63,0.31
c8886128-0ce4-4bb4-809e-2d870421a478,2025-11-20,CUST-409320,1,No,No,Yes,0.46,1,Yes,Yes,No,1,81.7,0,97.8,1,76.2,Yes,0.89,0.6
11501a91-0cd5-44e1-904d-8a45e7e71221,2026-02-16,CUST-979371,1,No,No,Yes,0.67,1,Yes,No,No,3,91.37,0,90.1,2,88.33,No,0.41,0.79
5283312b-1241-4f71-8164-0d2bf830e549,2026-03-24,CUST-507163,1,No,No,No,0.52,0,Yes,No,No,2,86.9,0,92.27,3,65.68,No,1.95,0.35
0ed09901-5917-4fb3-94d2-c13c77bb773f,2026-02-16,CUST-980235,1,No,No,Yes,0.42,0,Yes,No,No,1,96.89,0,97.56,2,64.65,No,0.77,0.27
e6c79fe5-e3ef-422a-b872-c0a4842e993e,2026-01-08,CUST-371254,3,No,No,No,0.43,1,Yes,No,Yes,2,82.13,1,94.26,1,60.93,No,1.28,0.8
77357fbb-ba5c-4c67-9cbe-f5367a328e5b,2025-09-12,CUST-236571,2,No,No,Yes,0.75,1,Yes,No,No,2,89,0,97.77,4,85.04,No,1.11,0.44
0f4f117e-3f7e-4480-b9e0-44f48d107c1e,2026-03-17,CUST-990177,0,No,No,Yes,0.36,2,Yes,No,No,1,83.95,1,91.35,4,71.67,No,1.72,0.69
a9b1a83f-1a8d-4156-8f78-b483b4f9e823,2026-06-26,CUST-634632,1,No,No,Yes,0.14,2,Yes,No,No,2,85.86,0,95.63,2,53.25,No,0.72,0.4
104e1372-a2e8-4139-8a8e-a8da637c7eb8,2026-05-22,CUST-684245,2,No,No,Yes,0.38,1,Yes,No,No,2,93.4,1,90.27,5,73.39,No,0.55,0.45
d8c3d40e-76c3-4cb0-ad4f-1607cdb12248,2025-09-28,CUST-756030,1,No,No,Yes,0.14,1,Yes,No,No,1,89.27,0,97.53,2,55.59,No,0.94,0.32
0bba414e-d329-473d-80a5-f3cf1060061b,2025-10-27,CUST-623245,2,No,No,Yes,0.31,0,Yes,No,No,1,86.32,0,99.37,1,58.28,No,1.64,0.19
8089ecdd-1d3d-4af4-9c56-21a3c2133e52,2025-08-14,CUST-654633,1,No,No,Yes,0.38,0,Yes,No,No,0,89.76,1,91.32,3,53.92,No,0.71,0.57
212a91a1-526d-4a2a-b76b-ae7ad212a480,2025-09-27,CUST-613034,3,No,No,Yes,0.39,2,Yes,No,No,0,96.28,0,98.01,5,65.21,No,0.29,0.72
afa1345a-a697-4264-a33e-7b08ca28dbb1,2026-05-11,CUST-981259,2,No,No,Yes,0.86,1,Yes,No,No,0,85.88,0,95.19,3,84.7,No,0.73,0.52
c297a75b-2c09-42fe-acf4-6571abbc88c0,2026-06-27,CUST-646205,2,No,Yes,Yes,0.44,0,Yes,No,No,3,81.85,0,99.55,4,73.54,No,0.59,0.77
dd63960b-be83-4490-86ed-89a5030eede6,2026-03-16,CUST-473588,2,No,No,Yes,0.68,2,Yes,No,No,0,95.15,1,94.35,2,70.64,No,0.14,0.29
aff45bf6-29b3-4bb7-94b2-289ab3424626,2026-02-08,CUST-408442,2,No,No,Yes,0.87,0,Yes,No,No,0,96.76,0,92.73,4,81.08,No,0.36,0.18
6f22b085-c548-4230-91f4-04132af22a1a,2026-07-06,CUST-675057,3,No,No,Yes,0.59,0,Yes,No,No,3,91.11,1,97.2,5,73.51,No,1.06,0.44
e3b12e90-b307-4b5f-84e3-095e17e25f79,2026-06-20,CUST-315553,0,No,No,Yes,0.17,0,Yes,No,No,3,86.94,0,98.54,5,67.84,No,1.2,0.69
e20d0f01-b640-483a-bdf6-e5cecb8749f6,2025-08-07,CUST-407798,2,Yes,No,Yes,0.64,1,Yes,No,No,2,92.65,1,91.54,4,77.18,No,0.87,0.19
bf057b56-765e-44bf-8cd2-38bdd109a2f5,2025-07-26,CUST-901319,0,No,No,Yes,0.33,1,Yes,No,No,3,87.1,1,96.59,1,55.09,No,1.88,0.54
a5a0c06d-7557-42de-b227-dcc8152b5517,2025-08-03,CUST-132141,2,No,No,Yes,0.42,2,Yes,No,No,0,98.99,0,99.67,3,76.62,No,0.82,0.33
bfac5a99-d87c-4f5d-82f8-89d5dd7f2106,2026-05-20,CUST-110430,3,No,No,Yes,0.78,1,Yes,No,No,1,98.35,1,94.67,1,86.85,Yes,1.49,0.55
61f3c664-6188-4c03-8a63-1636c5a6e27f,2026-06-07,CUST-582280,2,No,No,Yes,0.52,2,Yes,No,No,1,91.61,1,99.7,3,62.86,No,1.21,0.31
e2902782-9b93-4b60-9f61-3575d077d5ae,2025-09-14,CUST-469545,3,No,No,Yes,0.68,1,Yes,No,No,1,82.57,1,90.57,4,51.32,No,1.07,0.69
201ee78f-dbcd-41d2-a00b-8bdf47cb23c7,2026-05-04,CUST-887801,0,No,No,Yes,0.99,2,Yes,No,No,1,96.45,0,96.77,1,74.53,No,1.79,0.23
555d0b69-8c16-4f1f-8e99-e452ce27f9de,2026-06-07,CUST-120096,1,No,No,Yes,0.14,1,Yes,No,No,3,91.9,1,95.51,3,70.37,No,1.77,0.14
91e93b54-4a71-4af4-a630-16ded7fb1d7e,2026-04-30,CUST-507504,1,No,No,Yes,0.69,0,Yes,No,No,3,83.39,1,92.16,1,55.5,Yes,1.32,0.57
3c041810-ea26-4628-91eb-f136bd0590e3,2025-10-11,CUST-736518,1,Yes,No,Yes,0.66,1,Yes,No,No,3,97.65,0,91.6,5,68.41,No,1.16,0.59
d1b536a8-c27a-4e11-96ee-0b9ac254f495,2026-05-05,CUST-716675,3,No,No,Yes,0.41,1,Yes,No,No,1,96.76,1,96.56,2,82.68,No,0.43,0.55
9abc7f45-3e23-4bbd-81ad-e9039c4c8b92,2025-09-09,CUST-851670,1,No,No,Yes,0.63,0,Yes,No,No,1,86.81,0,90.18,1,71.9,No,0.76,0.13
8c31003b-601d-4ce3-8e24-56738d701bcc,2025-10-31,CUST-811098,3,No,No,Yes,0.57,1,Yes,No,No,1,84.13,0,98.95,2,62.68,No,1.11,0.21
0227bddb-0764-48cc-807d-8e25f31f64a6,2026-06-10,CUST-408838,2,No,No,Yes,0.88,2,Yes,No,Yes,0,94.45,1,97.13,1,87.22,No,0.17,0.13
b1a930c4-9291-4212-80f7-f82b00911b29,2025-11-07,CUST-532746,0,No,No,Yes,0.46,2,Yes,No,Yes,1,82.84,0,91.84,3,88.54,No,0.82,0.33
3c2afceb-928c-4803-897e-5f81b4ebc06b,2026-05-26,CUST-718407,1,No,No,Yes,0.41,0,Yes,No,No,2,90.67,1,99.46,3,83.97,No,0.18,0.51
b64519a2-5758-425b-82c2-790d5490a151,2026-01-16,CUST-982494,2,No,No,Yes,0.82,0,Yes,No,No,0,84.35,0,94.17,1,85.51,No,1.52,0.33
ef994175-ff19-471d-aac2-47cd9738d257,2026-05-16,CUST-923402,1,No,No,Yes,0.86,0,Yes,No,No,2,88.84,0,92.43,4,86.46,No,1.77,0.55
3e8f5a98-3516-44bc-9843-a306c6efb861,2025-09-18,CUST-505069,3,No,No,Yes,0.68,2,Yes,No,No,2,87.99,0,91.25,4,80.68,No,1.16,0.19
1ef24ebd-9f9c-41e4-b921-f9ed871f1a2c,2026-01-24,CUST-386364,1,No,No,Yes,0.95,0,Yes,No,No,1,81.77,1,91.87,3,78.91,No,1.61,0.19
d79250ee-a80a-4745-ae39-e421663f1217,2026-05-03,CUST-417393,3,No,No,Yes,0.76,2,Yes,No,No,1,84.22,1,95.08,3,64.69,No,0.59,0.54
1e57f12b-fc17-416d-a86a-55a5b4f986d9,2025-11-06,CUST-976359,3,No,No,Yes,0.77,1,Yes,No,No,2,89.35,0,95.82,4,86.19,No,1.63,0.15
d9acae3a-3a61-4172-86ae-c454e35fb47e,2025-12-24,CUST-856131,2,No,No,Yes,0.25,1,Yes,No,Yes,3,81.31,1,96.54,3,58.71,No,1.52,0.53
b6597cfb-bca9-4e19-a31b-c7ab9ee86714,2025-12-26,CUST-685895,2,No,No,Yes,0.66,0,Yes,No,No,1,90.34,1,92.17,1,52.05,No,1.23,0.42
75c3e2f7-bcbd-4eae-8192-566a654fed15,2025-12-20,CUST-534422,1,No,No,Yes,0.41,1,Yes,No,No,2,92.42,1,91.97,5,66.76,No,0.94,0.66
2368c94c-83e2-4393-a2e5-0a7d3ac6f542,2026-04-23,CUST-386090,1,No,No,Yes,0.88,1,Yes,No,No,1,80.7,0,92.19,1,58.04,No,1.02,0.16
bbe5dce3-350e-4b0f-b3c3-d9d1837e66cb,2026-04-27,CUST-198652,2,No,No,Yes,0.11,1,Yes,No,No,0,98.49,1,99.6,3,81.83,No,1.56,0.33
89c55df3-3005-4c2d-b049-04b389c98d16,2025-08-03,CUST-773300,3,No,No,Yes,0.75,1,Yes,No,No,2,94.99,0,90.74,2,67.93,No,0.51,0.47
63abcac0-6780-4985-ae12-9305596314d6,2026-05-24,CUST-731434,0,No,No,Yes,0.96,2,Yes,No,No,1,86.84,1,92.95,2,73.43,No,1.73,0.48
2c2b442d-f89b-474d-b7bf-f7da1327f49b,2026-01-05,CUST-594975,1,No,No,Yes,0.78,1,Yes,No,No,3,88.86,1,95.78,0,77.21,No,1.48,0.42
058f028b-38f3-466a-ba8d-58399c754ed8,2025-10-02,CUST-398498,0,No,No,Yes,0.75,1,Yes,No,No,1,91.41,1,96.85,1,52.46,No,0.19,0.52
0107b9fd-5c2d-4f0f-be2c-2707bb72b332,2025-10-09,CUST-332983,2,No,No,Yes,0.27,2,Yes,No,No,1,90.89,0,95.09,1,75.38,No,0.92,0.19
d4cb2822-d655-45ef-9960-05a7042975b4,2025-08-12,CUST-545367,2,No,No,Yes,0.39,0,Yes,No,No,1,93.46,1,97.69,2,88.38,No,1.84,0.58
96e33e4d-c952-4113-adce-7a57001e7879,2026-06-14,CUST-215579,3,No,No,Yes,0.8,1,Yes,No,No,0,96.85,1,98.95,4,80.17,No,0.83,0.74
5ff142cc-df1b-4bc6-8baa-0f06ef90c670,2025-11-15,CUST-273262,2,No,No,Yes,0.21,1,Yes,No,No,1,98.82,0,95.69,3,82.29,No,1.81,0.71
28b7f9e0-a5a0-4fd1-b79b-396a253f8a57,2025-10-20,CUST-230633,1,Yes,No,Yes,0.77,1,Yes,No,No,0,93.08,0,98.41,1,63.24,Yes,1.49,0.15
ef5d6cf6-a43c-4f20-bb9c-f5454e15e4d8,2025-12-21,CUST-639069,3,No,No,Yes,0.55,2,Yes,No,No,1,81.54,0,92.11,1,59.66,No,0.84,0.74
08ae707c-fbb4-44c9-96cc-27bf9d066bf7,2026-01-21,CUST-701573,2,No,No,Yes,0.88,1,Yes,No,No,0,91.47,0,98.95,1,57.3,No,1.04,0.78
63da998f-6e11-4c22-a7ce-22405b9aeb36,2026-06-18,CUST-595991,1,No,No,Yes,0.32,1,Yes,No,No,3,80.75,0,95.26,2,74.48,No,1.51,0.23
506f5e2a-f2fb-4f88-a277-9e1fde7a843b,2025-09-23,CUST-563140,3,No,No,Yes,0.35,2,Yes,No,No,1,94.18,1,91.93,4,52.9,No,0.99,0.46
9c3436e6-c756-4d5e-8804-a1c478c2ea80,2025-10-08,CUST-861362,3,No,No,Yes,0.25,2,Yes,No,No,1,90.05,1,90.55,1,86.24,Yes,1.1,0.45
583a87b7-efed-4cdf-ae77-ec5ce6c06636,2026-07-21,CUST-991261,0,No,No,Yes,0.51,2,Yes,No,No,3,92.33,1,93.05,1,63.32,No,0.87,0.49
158abb70-aa1e-4df1-9e9c-5c3ef6e0cf54,2025-12-23,CUST-560000,3,Yes,No,Yes,0.97,1,Yes,No,No,3,95.22,1,94.09,3,79.63,Yes,0.71,0.38
5ff725ef-eeb9-4cc9-976a-9662be0d4bd8,2026-03-13,CUST-561741,1,No,No,Yes,0.58,2,Yes,No,No,0,97.56,1,92.58,1,85.59,Yes,1.37,0.8
6ff92418-b45f-48b8-94e6-f5b7bfc04ff0,2025-11-07,CUST-654513,1,No,No,Yes,0.48,1,Yes,No,No,1,98.78,1,97.11,1,74.05,No,1.71,0.38
9af92ca5-3ace-4c61-85cf-f975e65dd066,2025-12-20,CUST-993946,2,No,No,Yes,0.54,2,Yes,No,No,2,82.49,1,93.49,2,78.88,No,1.6,0.63
ce9b9e3e-dd79-4a67-83d5-592d8e694d30,2025-09-13,CUST-175891,0,No,No,Yes,0.92,1,Yes,No,No,0,85.59,1,91.57,5,81.27,No,1.31,0.19
e4f67172-bcf2-4852-96ba-d3e721a77e9d,2026-04-27,CUST-707982,1,No,No,Yes,0.3,0,Yes,No,No,0,98.51,0,96.5,4,57.95,No,1.17,0.32
bf917089-e42d-4658-86b6-82cf1917a9d7,2026-01-04,CUST-946897,0,No,No,Yes,0.2,2,Yes,No,No,3,95.93,0,98.58,1,87.13,No,0.96,0.37
fcd87b07-8efe-4616-934e-dfc7b25838b0,2026-07-09,CUST-939867,3,No,No,Yes,0.63,2,Yes,No,No,1,88.33,0,92.95,1,63.56,No,0.18,0.54
a6491cbc-fb16-41c0-928c-81b91702890e,2026-01-15,CUST-964823,3,No,No,Yes,0.76,2,No,No,No,1,92.99,1,92.34,5,56.24,Yes,0.89,0.67
9873bf99-077f-47c6-b686-2e9f6f046692,2025-09-30,CUST-270266,3,No,No,Yes,0.9,2,Yes,No,No,1,89.66,1,95.19,4,82.42,No,1.83,0.21
300eb034-005a-4794-aaf6-cd446cc40887,2025-12-25,CUST-141424,3,No,No,Yes,0.69,1,Yes,No,No,1,83.55,1,90.05,3,72.26,No,0.53,0.22
bf481d47-b3e6-46dd-b0ab-651369a66929,2025-09-16,CUST-975355,2,No,No,Yes,0.18,1,Yes,No,No,1,89.59,0,91.27,2,73.65,No,0.75,0.66
4ae90a40-1028-43ad-9b88-54e77cd31208,2026-01-15,CUST-693256,2,No,No,Yes,0.67,1,Yes,No,No,0,87.95,0,92.73,3,70.83,No,1.26,0.78
2a5b4348-2d33-42d2-8c48-7eebbb54985b,2025-10-07,CUST-722764,0,No,No,Yes,0.36,1,Yes,No,No,2,96.01,0,97.21,5,82.33,Yes,1.14,0.57
d3c3cf18-2567-4635-8503-e50a092aec49,2026-05-29,CUST-490697,3,No,No,Yes,0.13,2,Yes,No,No,2,81.16,1,97.4,3,80.19,No,1.08,0.71
c6fba62c-8e86-42aa-866e-a71958692edc,2025-12-12,CUST-756976,2,No,No,Yes,0.51,0,Yes,No,No,1,95.26,0,90.85,2,73.32,No,0.86,0.71
926c1f4d-f96e-4d00-80e5-4044c83a96b4,2026-07-09,CUST-941346,1,No,No,Yes,0.39,1,Yes,No,No,0,93.99,1,90.01,4,55.8,No,0.72,0.16
573b2388-984f-4464-80e3-868d96d4a230,2026-01-02,CUST-452261,2,No,No,Yes,0.59,2,Yes,No,Yes,1,91.11,1,96.36,4,82.11,No,0.73,0.51
3d093713-1c46-4f46-9924-a70bf4a33b60,2026-04-07,CUST-638059,3,No,No,Yes,0.78,0,Yes,No,No,1,92.27,1,93.69,5,80.67,No,0.98,0.6
828a70f1-cdfc-4a6f-bcbe-46327ddc8b42,2026-04-09,CUST-152488,0,No,No,Yes,0.79,1,Yes,No,No,0,86.97,0,96.64,0,76.32,No,1.26,0.11
5f7e8644-1d87-43fe-8361-d312f25ffc34,2026-01-04,CUST-838468,1,No,No,Yes,0.33,2,Yes,No,No,1,86.94,0,99.02,5,55,No,1.82,0.26
34a3037a-703c-499e-a738-60c364745b71,2026-05-06,CUST-454279,3,No,No,Yes,0.38,2,Yes,No,No,3,98.2,1,94.72,2,69.86,Yes,1.77,0.45
67cef925-24d1-4eeb-93ac-ec0b6de934f1,2026-05-05,CUST-846382,3,No,No,Yes,0.14,1,Yes,No,No,1,88.16,1,93.72,3,54.44,No,1.74,0.7
dcafaa45-cead-477a-a19f-b1e6e5830c03,2025-10-16,CUST-487003,3,No,No,Yes,1,1,Yes,No,No,0,84.08,1,94.01,3,67.66,No,0.57,0.4
6130eb33-0684-4f7d-a221-12f4e4cbf1f5,2026-03-09,CUST-710976,1,No,Yes,Yes,0.86,1,Yes,No,No,2,93.6,1,91.86,0,58.09,No,0.66,0.29
5fae7629-2117-404b-b529-cf5325f3f9f0,2026-03-17,CUST-617495,2,No,No,Yes,0.24,0,Yes,No,Yes,2,92.08,1,97.63,4,84.88,No,1.89,0.37
b8a723d4-6494-4072-9973-ba02184a6ff1,2026-05-09,CUST-289798,1,No,No,Yes,0.67,0,Yes,No,No,1,89.42,1,91.54,4,89.93,No,1.43,0.38
f24a40e6-04d3-4f61-96f9-c4b6399fde5b,2026-04-29,CUST-951767,2,No,No,Yes,0.19,1,Yes,No,No,1,95.71,0,90.67,1,74.87,No,0.12,0.25
38021c19-0249-4d41-90ea-472aa1ce06ba,2025-08-20,CUST-191174,2,Yes,No,Yes,0.71,2,Yes,No,No,1,82.68,1,93.22,4,70.98,No,1.63,0.35
02c15865-1695-4a9d-92d4-aee2078dc0ac,2026-03-18,CUST-233446,3,No,No,Yes,0.46,1,Yes,No,No,1,87.42,0,92.74,3,69.52,No,1.83,0.57
13ddb552-546a-487d-89e8-fde761363813,2025-10-05,CUST-666837,0,No,No,Yes,0.86,2,Yes,No,No,0,85.47,1,99.64,2,55.27,No,1.48,0.27
669c3a6d-e603-40fe-973b-0d179a59143f,2026-07-21,CUST-173565,2,No,No,Yes,0.26,0,Yes,No,No,1,89.85,0,90.81,3,84.02,No,1.71,0.29
98afed90-b4f2-4a22-ab36-f1f655bf5fc2,2026-07-06,CUST-226290,1,No,No,Yes,0.13,1,Yes,No,No,1,87.44,1,97.78,0,79.55,No,1.7,0.48
2cefbc51-d15d-414e-8c79-736ebbe709a1,2026-02-16,CUST-987004,1,No,No,Yes,0.1,1,Yes,No,No,2,86.76,1,98.34,1,55.61,No,0.96,0.11
fb858dce-190c-4388-ad57-994ac72d2f07,2025-11-23,CUST-842207,0,No,No,Yes,0.64,1,Yes,No,No,2,91.77,0,91.86,4,75.87,No,0.34,0.23
cbef1672-d8cd-45d9-ad51-10ecf270fe9c,2025-11-01,CUST-786741,1,No,No,Yes,0.78,0,Yes,No,No,0,83.05,1,91.5,2,62.84,No,1.82,0.75
b3c51f56-10d6-4f2f-a659-fde749bf75fb,2026-07-05,CUST-539943,1,No,No,Yes,0.77,0,Yes,No,No,2,85.85,1,92.25,3,51.05,No,0.62,0.58
3488bf28-350c-4671-a3bd-2ccd4852a9db,2025-09-27,CUST-710229,1,No,No,Yes,0.47,1,Yes,No,Yes,0,90.37,1,98.69,3,54.97,No,1.53,0.21
3e838a70-bf66-44b9-b418-c62981c9a3da,2026-03-11,CUST-543388,2,No,No,Yes,0.22,2,Yes,No,No,1,92.3,0,92.07,0,74.76,No,1.6,0.64
d6853a74-b796-4f46-b58c-b0bae2e3327b,2026-07-11,CUST-203211,3,No,No,Yes,0.67,2,Yes,No,No,1,84.61,1,94.11,0,66,No,0.47,0.57
0f8f219c-3ba7-4f74-a34d-7cdfc87cf0f2,2025-12-04,CUST-590909,1,No,No,Yes,0.51,1,Yes,No,Yes,1,88.13,0,98.79,3,66.9,No,1.54,0.79
ccfd8468-7e96-4abc-943e-9c9d53e2c713,2025-12-03,CUST-989784,3,Yes,No,Yes,0.98,1,Yes,No,No,1,94.3,0,95.13,0,72.06,No,1.97,0.53
419d917f-d53a-439c-8f66-7941c7ef3a62,2026-06-27,CUST-166847,3,No,No,Yes,0.51,1,Yes,No,No,2,90.94,1,93.06,4,60.28,No,1.32,0.55
1c35205c-5b41-43cf-af5c-2e8f47662ec6,2026-01-10,CUST-342897,2,No,No,Yes,0.79,1,Yes,No,Yes,0,95.49,0,93.85,1,51.74,No,1.21,0.14
0864231d-a022-49e1-9998-f0ef6e2ba706,2025-11-26,CUST-552293,2,No,No,Yes,0.3,2,Yes,No,No,0,82.05,1,96.27,5,74.56,Yes,1.91,0.58
3b151f2b-d293-4f38-9fdd-8107aca64c8e,2026-02-12,CUST-854410,2,No,No,Yes,0.53,1,Yes,No,No,2,83.33,0,95.87,1,56.09,No,0.26,0.44
03bf5821-d0f4-43ea-9979-eabc50e7d6a5,2026-05-02,CUST-972580,2,No,No,Yes,0.46,1,Yes,No,No,3,86.66,1,90.28,2,56.14,No,1.79,0.33
991bee75-acea-4b92-a830-374addddd243,2025-09-02,CUST-657807,2,No,No,Yes,0.58,2,Yes,No,No,2,90.55,1,99.84,4,54.73,No,1.08,0.27
dffbad43-8513-45fc-abc6-cd6905183542,2026-02-15,CUST-116929,1,No,No,Yes,0.2,0,Yes,No,No,1,88.09,0,96.94,5,59.85,No,0.61,0.32
53ce3c8d-e527-44a3-8c53-8e104699bd77,2025-09-17,CUST-730673,2,Yes,No,Yes,0.19,2,Yes,No,No,2,82.18,0,90.1,2,85.94,No,0.75,0.25
41e5df59-842b-45ce-851c-d07f6dfaafbf,2026-01-09,CUST-891203,2,No,No,Yes,0.73,0,Yes,No,No,2,98.73,1,91.79,4,87.56,No,1.21,0.59
b1a45023-883e-4b82-b6a0-ac922e81e793,2026-05-11,CUST-862786,2,No,No,Yes,0.28,2,Yes,No,No,2,91.35,1,91.87,3,82.82,No,0.31,0.52
f4e770e1-1493-4d94-a502-14d2f863475b,2025-12-12,CUST-694699,1,No,No,Yes,0.46,1,Yes,No,No,2,97.93,1,98.68,3,75.54,No,0.55,0.3
91a76674-b78a-4973-9063-80ef21852622,2026-03-13,CUST-646463,3,No,No,Yes,0.61,1,Yes,No,No,3,90.99,0,91.34,3,81.09,No,0.23,0.18
5e522579-351b-4e21-8a8d-c74989b1725d,2025-07-28,CUST-497700,1,No,No,Yes,0.53,2,Yes,No,No,2,87.43,1,95.33,1,71.24,No,1.08,0.53
d8bff837-a5dc-4b52-a986-22d05277fca5,2026-01-17,CUST-728731,1,No,No,Yes,0.68,0,Yes,No,No,1,81.61,1,95.21,3,69.86,No,1.55,0.7
e1100c55-69c6-4bd2-b0b6-02ce8c7c9bd3,2026-05-22,CUST-888137,2,No,Yes,Yes,0.33,0,Yes,No,No,1,90.99,0,91.31,3,60.18,No,1.02,0.42
ddedea64-fbfc-45c7-9449-83ff61237a8d,2025-11-02,CUST-785861,0,No,No,Yes,0.23,2,Yes,No,No,2,98.68,1,93.13,0,61.39,No,1.94,0.24
