Record_ID,Date,Carbon_Footprint_per_Subscriber_kgCO2e,E_Waste_Recycling_Rate_devices_SIMs,Green_Energy_Usage_in_Network_Operations,Community_Connectivity_Program_Reach_Customers,Digital_Inclusion_Index,ESG_Environmental_Social_Governance_Compliance_Score,Accessibility_Features_Adoption_Rate
b019ab4f-512c-40ed-b069-623aab54c9ed,2025-09-20,2.56,20.79,23.39,29415,0.74,0.78,73.32
33984229-5729-49cb-a991-e8d4f57a1e93,2026-01-13,7.25,37.78,15.14,46464,0.54,0.96,71.85
3e844b52-c57b-4a99-befc-68ddc29b890f,2026-02-21,9.62,42.47,19.85,12758,0.7,0.85,63.5
a40bb98b-3da5-453f-8cb9-e650345e913e,2026-06-07,1.25,34.05,41.36,39235,0.95,0.72,55.88
38a38adc-8e23-4674-8007-776796788249,2025-08-22,3.86,21.36,41.16,15233,0.66,0.81,57.08
3117ed5f-5f26-4df4-8e54-fc97e9310faf,2026-03-21,9.38,30.71,17.85,6721,0.89,0.8,61.57
95af9d48-f078-4926-b59f-42c5eab17305,2025-09-26,1.63,26.94,42.45,40147,0.77,0.77,71.26
bdcd9fa0-35b3-4d8e-b3b7-9aed1aec5aa6,2026-03-18,6.68,33.48,9.04,47898,0.68,0.93,62.51
d018164c-51ab-4bb5-ae20-43493de8a678,2025-08-14,7.84,44.89,20.19,40485,0.95,0.97,43.11
407a6c75-6410-410e-bbbb-62bbedd7f2b0,2025-12-27,6.15,46.13,28.56,8879,0.9,0.86,48.21
1baa5fa3-fb9e-4996-813c-ada66e474b56,2025-09-19,3.03,46.4,43.8,22427,0.52,0.94,79.64
e81a37b0-c972-4094-86c7-e8b56dd7019a,2026-07-07,9.9,16.74,41.48,18168,0.96,0.85,63.42
c52b6880-4d91-4573-80ac-f88e85b10a04,2025-09-25,2.73,26.35,5.3,2028,0.76,0.85,42.07
417ea541-bd08-4081-b53b-111e6c468394,2025-10-27,2.98,33.19,42.54,26858,0.93,0.94,30.14
022391f2-8f5f-434d-9239-f7e8b8d62319,2025-08-31,4.52,24.12,31.13,16745,0.93,0.74,65.96
897a5290-bea9-4353-8cee-d533ab204dea,2025-09-05,7.45,18,19.56,43408,0.85,0.7,63.15
3093ed2c-c60f-43f2-9183-ad9a47569359,2025-09-22,9.02,46.39,29.69,22036,0.9,0.8,20.82
a4beb434-a29f-4ed2-acad-1d4bb35685aa,2026-04-15,7.17,10.23,14.36,36144,0.62,0.89,55.99
b2627a7a-a093-43c7-83fd-9aab90b33d3a,2025-08-07,3.83,49.09,6.97,49364,0.83,0.88,34.59
51153ca3-a00c-4361-bfbd-8065a3da154c,2025-12-18,6.63,26.8,10.35,1787,0.87,0.75,36.01
4e9c3b80-737b-4502-84c3-2b7fc9b02536,2026-04-06,2.12,28.45,27.56,19651,0.82,0.86,47.58
abed40f2-d48f-4a2c-86cf-5ae7dbf203c1,2026-06-26,4.95,44.1,40.42,31283,0.97,0.74,63.89
707d8d03-b720-4bf0-babb-ff919381ce15,2026-06-06,4.64,41.96,6.68,30217,0.69,0.99,78.81
4e34153f-e0ea-44ef-b6dd-66ebf2bae2de,2026-04-26,2.7,48.73,43.03,18264,0.66,0.98,28.03
b1d996da-f508-4f00-9cb9-5f8f1cf1605e,2026-07-07,2.37,25.69,48.38,48775,0.93,0.99,66.8
db55e138-5435-4747-b8e3-d015c6ca32c4,2025-10-03,3.72,26.2,29.46,33729,0.64,0.71,29.92
27968374-bd9f-4020-b28d-2a9019478678,2025-12-22,7.3,46.77,42.69,4249,0.76,0.89,64.36
0f056226-1b05-43ee-b457-7d3df0a462d6,2026-03-08,8.12,36.61,17.88,1910,0.6,0.76,53.71
5d40c4db-9501-4472-b6c2-f60ffb686901,2025-12-09,8.51,36.95,43.66,25523,0.59,0.72,28.94
a485ad47-e6f6-421e-8dbc-dbb034a2c937,2026-03-19,3.6,47.39,44.19,14092,0.93,0.98,48.58
1adcf0dc-767f-4afe-ab3e-695b0dfcf00e,2026-01-31,8.21,20.91,19.98,22893,0.57,0.8,23.29
b2616c5b-6022-4928-92ae-05d3b6e4f862,2026-05-03,3.64,33.53,14.35,44330,0.71,0.8,45.65
c9bf04b4-edce-4e62-9274-4d7dc856bae5,2026-03-08,2.16,49.37,6.62,35393,0.87,1,48.48
f838397a-54f0-4c8a-8d20-781c9ef6fa92,2025-11-05,6.35,10.95,17.87,39416,0.99,0.73,70.89
1f5f2a7f-6639-47e0-a16e-5f71ff3e8239,2025-08-13,8.56,29.53,27.57,28607,0.93,0.76,23.86
287d62c4-205d-4c2c-a014-d65ecb356fb5,2025-12-02,3.24,27.63,22.84,12497,0.75,0.73,42.98
33d59877-cc79-4b3b-a4a1-d77add5761ac,2025-10-17,4.17,43.89,9.35,42338,0.81,0.75,61.59
5d10eafc-8264-4579-85cb-76b634b91afe,2026-03-26,2.62,30.03,6.51,6273,0.85,0.87,30.99
abd61aae-5b88-4f59-971a-49ee9b87cc9e,2025-09-18,6.73,28.94,14.66,18381,0.76,0.86,65.39
34382a0c-845c-4dac-9ce1-49f3226149ac,2025-07-30,8.73,39.37,13.47,31599,0.85,0.74,74.35
f9f67eee-50bf-4bf9-8b5f-a5b4943b273d,2025-10-22,5.52,14.11,43.78,40409,0.67,0.76,66.85
e3d5d7f8-ca06-4009-a5ee-645cc0db4d5b,2025-09-19,3.59,39.94,43.31,3368,1,0.92,53.84
6427c994-23df-4ac6-bc42-a36804f2f635,2025-08-01,9.4,48.79,34.35,23185,0.66,0.82,55.76
c1ad38bf-e7e5-44f5-ae37-30d75c0bce0e,2025-10-27,3.43,43.18,24.16,15794,0.69,0.92,43.18
0eab2c8b-17cf-4e17-8e0a-5fa59e2efb48,2025-12-09,1.51,40.25,20.96,24977,0.62,0.79,27.26
01e05024-b615-4296-8100-b963edead455,2025-12-18,2.8,27.52,49.28,44536,0.89,0.7,50.14
c9800a8c-b3f0-4c03-b30a-805622499792,2026-03-05,9.94,39.94,33.73,48247,0.56,0.78,51.31
7890f0be-f076-4946-adaf-46dfac0211f7,2026-06-05,7.19,30.63,22.6,34125,0.98,0.85,77.59
99186ff1-e53e-4e21-aa40-34692e025a03,2025-09-02,6.12,39.56,46.36,21170,0.62,0.87,66.83
