Record_ID,Date,Campaign_ID,Campaign_Type,Marketing_Channel,Click_Through_Rate_CTR,Conversion_Rate,Offer_Redemption_Rate,Opt_Out_Rate,Campaign_Segment,Campaign_Cost_per_Customer,Upsell_Success_Rate,Cross_Product_Adoption_Rate,Campaign_Engagement_Rate,Cost_per_Acquisition_CPA,Retention_Campaign_ROI,A_B_Testing_Conversion_Lift,Social_Media_Campaign_Effectiveness,Personalized_Offer_Acceptance_Rate,Campaign_Response_Time_Avg_Hrs,Customer_Segment_Response_Variance,Marketing_Channel_Cost_Efficiency
4e179edb-2e11-4b7c-9999-63fc94ead602,2025-12-12,CAMP-8640,Retention,SMS,8.45,0.92,25.14,3.28,Geographic,5.49,2.25,9.7,21.45,49.79,132.34,6.4,0.77,35.27,16,0.29,0.61
e4d3c512-6d85-4726-b918-6982c4048162,2026-04-09,CAMP-1662,Retention,Website Banner,9.63,2.61,12.79,4.3,Behavioral,7.27,2.05,1.39,9.02,47.33,260,5.11,0.59,42.86,36,0.14,0.99
879e9c15-6048-4425-8f24-0c627e27ffeb,2025-09-18,CAMP-8716,Promotional,App Push,2.26,1.44,5.97,2,Geographic,5.88,9.62,7.21,10.91,45.3,139.88,6.25,0.97,43.31,28,0.48,0.85
0c57eb95-5afd-43f7-b26b-443ac5f75860,2026-03-07,CAMP-1910,Upsell,SMS,1.99,1.27,27.05,2.97,Demographic,8.73,12.18,9.12,14.52,56.57,254.94,0.98,0.65,37.51,8,0.22,0.7
0b33c7e5-6922-4272-bb9d-b7b447058c69,2025-08-10,CAMP-7852,Upsell,Email,7.95,1.93,14.23,2.3,Demographic,5.68,10.88,8.98,20.28,77.93,130.9,6.73,0.94,12.55,3,0.35,0.73
b4429a7f-1538-41a6-9008-1d091e3d8b18,2026-01-11,CAMP-9284,Retention,Website Banner,9.34,0.56,20.67,3.27,Geographic,4.01,10.77,7.3,28.64,83.23,55.31,8.89,0.62,37.33,11,0.47,0.74
05885f16-a455-489e-89a4-5455c664fbf1,2026-05-22,CAMP-5905,Promotional,Email,7.68,2.68,15.87,2.7,Behavioral,6.33,14.56,10,13.78,62.45,208.11,7.39,0.57,18.65,42,0.31,0.67
1c4e5eb8-4f31-4088-8bfb-1abc90a91acf,2025-12-09,CAMP-2702,Promotional,Email,5.39,0.64,10.76,2.51,Behavioral,7.4,10.18,1.1,12.04,34.36,193.01,4.22,0.75,15.24,23,0.34,0.65
7d424857-2624-4324-a609-f17435093d22,2025-12-07,CAMP-5405,Retention,Website Banner,9.92,1.89,17.11,4.37,Geographic,5.3,8.48,4.82,9.84,86.58,159.42,1.9,0.74,16.11,8,0.35,0.97
8f487781-775f-4b53-a850-d182519c61f0,2025-12-18,CAMP-8125,Awareness,Website Banner,8.94,3.61,11.08,1.27,Geographic,3.92,14.61,1.56,6.54,67.21,56.49,-0.76,0.51,38.97,23,0.42,0.62
b0283438-c37d-43c5-b21a-9ac7f559c3f3,2026-04-19,CAMP-1056,Promotional,Website Banner,4.21,1.55,8.31,2.67,Demographic,3,11.83,5.08,19.17,83.27,104.58,9.1,0.96,28.21,38,0.24,0.87
c657ec96-1400-4584-8b2e-b06b72a321ca,2026-07-02,CAMP-2262,Promotional,Email,5.78,4.01,5.32,1.89,Geographic,9.57,2.78,9.59,5.85,81.98,267.29,3.41,0.77,27.34,33,0.43,0.68
c050ccd5-a623-4fe2-bf98-960cf5c0eb02,2025-12-11,CAMP-7973,Awareness,SMS,2.62,3.38,5.06,0.36,Demographic,7.8,5.2,8.42,23.72,95.48,104.93,9.4,0.85,18.43,25,0.4,0.79
2c9d3e29-9599-4b3d-9fa0-b8757a099673,2026-06-30,CAMP-1025,Retention,App Push,4.45,4.6,7.26,2.22,Demographic,1.69,10.57,4.7,8.93,88.63,95.28,9.8,0.92,28.8,32,0.15,0.7
f6e0ae3b-067d-4665-bc06-e8d4c97c3102,2026-03-14,CAMP-3873,Awareness,App Push,3.42,1.77,5.37,4.2,Demographic,6.66,10.56,6.15,14.89,47.32,248.55,6.33,0.64,14.4,2,0.21,0.6
3b228b65-58a1-4188-b9a0-e167819bf725,2025-12-21,CAMP-1423,Upsell,Social Media,9.78,1.41,10.6,2.27,Demographic,8.44,14.34,6.3,5.03,40.58,151.6,-0.14,0.64,29.01,35,0.14,0.64
44a2b196-b44e-46d9-94fd-3b212a14e787,2026-02-15,CAMP-6456,Awareness,SMS,4.07,1.34,11.5,4.22,Geographic,4.11,9.52,1.97,22.5,14.19,196.29,7.84,0.82,28.16,37,0.5,0.99
9d3ced79-7294-45b6-8434-1861e2c843d7,2025-12-15,CAMP-9354,Promotional,Social Media,5.86,0.6,21.4,1.2,Geographic,1.58,13.28,1.33,23.82,31.03,286.87,3,0.52,44.96,41,0.11,0.8
68249db7-7db4-48b1-84d5-f95f803bad3d,2025-08-18,CAMP-7974,Upsell,Email,1.97,2.46,26.01,1,Demographic,4.22,3.55,8.93,6.13,21.72,254.43,9.43,0.71,45.05,33,0.45,0.95
164caf82-a550-43bb-8667-4f967105f771,2025-08-02,CAMP-6184,Retention,SMS,3.37,1.29,22.48,0.98,Behavioral,6.69,11.49,3.71,17.2,36.12,223.34,-0.87,0.72,21.47,1,0.45,0.93
43e4f0fb-948f-4b7b-bd94-6ea74721a01d,2026-02-12,CAMP-2403,Upsell,Social Media,5.86,2.93,11.81,1.15,Demographic,6.63,7.09,8.13,29.38,46.23,182.87,6.21,0.58,45.48,48,0.15,0.61
89e2f344-9146-45fb-bb83-affdf0328d0c,2026-07-06,CAMP-2955,Retention,App Push,5.36,4.79,9.44,1.85,Geographic,3.39,10.09,4.39,24.67,73.39,157.9,0.58,0.82,36.24,5,0.31,0.64
d09d5030-a543-4012-bda5-40b731214c88,2026-05-03,CAMP-8488,Promotional,SMS,9.46,4.99,9.7,4.23,Geographic,7.52,12.79,5.91,6.96,39.54,282.61,6.58,0.72,37.57,42,0.28,0.73
c29a2d4d-6e85-40ad-8157-a5bc3f506281,2026-06-08,CAMP-1070,Retention,Email,7.2,4.81,5.4,2.8,Demographic,6.22,6.58,5.71,9.82,56.68,260.64,5.85,0.56,14.53,43,0.26,0.79
b5f7a69c-61b8-4793-8300-3a018d7b7bff,2025-12-23,CAMP-2339,Awareness,App Push,2.39,1.69,23.38,4.41,Geographic,2.52,10.35,5.78,21.46,92.28,206.62,7.07,0.91,47.27,2,0.49,0.74
25df0dac-b41d-4963-846f-01e408b162e8,2026-02-05,CAMP-1142,Awareness,Email,7.14,0.76,22.19,2.18,Demographic,6.86,11.03,9.05,16.04,31.06,274.04,5.93,0.74,35.19,35,0.21,0.8
2eda887c-4a78-422b-b779-9306e057d705,2026-06-23,CAMP-4305,Promotional,SMS,2.28,2.53,24.53,0.98,Behavioral,0.56,2.45,9.76,5.96,15.07,100.29,1.38,0.81,17.06,38,0.24,0.86
85c8b384-35bc-49d5-bb90-c38ff6a29043,2025-10-14,CAMP-3981,Promotional,Email,8.31,4.37,14.59,2.78,Demographic,4.15,14.53,2.24,15.22,86.69,140.56,0.47,0.72,19.95,4,0.14,0.88
c374f118-43d0-47c6-9414-777b4a99e05a,2026-01-06,CAMP-1831,Awareness,Email,4.24,4.31,19,1.04,Geographic,7.18,4.1,2.12,11.56,79.49,273.2,-0.65,0.77,19.8,24,0.22,0.67
eeaf8576-a1f3-4467-877b-f12d3315f902,2026-03-24,CAMP-2006,Promotional,Website Banner,8.52,3.08,23.46,3.52,Demographic,0.8,9.31,8.96,7.28,88.24,55.61,6.34,0.65,41.53,44,0.15,0.79
724f3b7d-bfd7-4bde-974d-15d4d6a24b38,2026-06-16,CAMP-7730,Retention,Social Media,1.83,3.89,19.75,1.32,Demographic,6.7,5.58,6.33,17.48,33.09,93.23,-1.54,0.56,14.89,48,0.18,0.74
758626d5-629b-4c43-9388-61c59ed9d2cc,2026-01-08,CAMP-4475,Retention,Social Media,9.52,1.49,6.18,0.61,Demographic,1.88,13.81,3.22,19,74.58,232.05,9.46,0.55,20.52,26,0.45,0.94
b7ef5869-9364-4bd4-9981-be375926ba5a,2026-04-29,CAMP-5426,Promotional,SMS,7.08,0.89,25.67,2.53,Behavioral,4.54,13.61,8.61,16.57,64.84,88.87,8.29,0.79,10.49,8,0.3,0.65
f9bbf523-74bf-4c01-bbd8-1a54071261a9,2025-09-13,CAMP-7191,Promotional,Website Banner,1.34,1.29,5.17,0.47,Geographic,1.23,5.12,9.06,19.77,80.45,214.1,-1.65,0.82,45.48,38,0.11,0.79
f8f5924a-d2e5-4386-a3d4-a36d9735ba95,2026-06-06,CAMP-7907,Upsell,SMS,4.39,1.73,29.87,0.77,Demographic,9.32,6.16,3.38,5.78,53.46,146.29,5.99,0.83,39.07,25,0.31,0.69
3fd58f1a-0077-4bb3-ab37-f8caa1da601a,2025-12-02,CAMP-1431,Retention,SMS,9.07,2.2,17.98,3.7,Behavioral,9.57,14.49,2.21,15.89,90.82,285.78,-1.01,0.98,42.03,2,0.38,0.95
0a007d94-8ddf-4863-a2eb-1e7509784410,2026-01-05,CAMP-7130,Retention,SMS,7.69,3.32,15.82,3.59,Behavioral,2.77,7.74,3.91,10.09,76.11,266.97,5.28,0.63,26.97,40,0.49,0.9
61b855d0-3397-4f0a-a887-844296e61087,2025-12-15,CAMP-9485,Upsell,App Push,3.52,3.92,7.67,2.62,Demographic,2.12,9.24,1.81,27.86,83.71,176.41,9.33,0.68,39.56,28,0.4,0.98
62754b8d-5491-4a9d-994a-c6c70aed1712,2025-07-30,CAMP-4593,Promotional,Social Media,1.58,2.06,6.02,0.76,Behavioral,0.6,1.12,8.43,10.42,24.05,112.78,3.23,0.68,10.43,37,0.37,0.72
5867f8ee-73c5-410a-b793-20b9294fd31b,2026-06-09,CAMP-9204,Promotional,Social Media,9.9,4.49,15.92,2.18,Behavioral,0.94,12.08,8.5,17.99,66.47,55.41,4.83,0.53,46.09,13,0.2,0.69
d7796fd2-6e7a-4ae2-8337-ff43914114bf,2026-06-16,CAMP-8432,Upsell,SMS,2.55,2.48,8.25,0.65,Demographic,1.16,13.71,8.29,24.74,99.78,81.54,1.42,0.7,47.81,12,0.15,0.83
7a1a2bc8-b147-431a-b591-7ed238e15f82,2025-08-12,CAMP-1268,Promotional,Social Media,4.58,2.29,22.12,2.93,Demographic,1.92,5.25,1.87,19.81,61.17,120.85,2.69,0.81,47.63,33,0.25,0.96
41cdebd2-9cf2-438e-aca2-0a997fa91f4c,2026-03-20,CAMP-9280,Retention,Website Banner,7.95,2.65,11.15,4.4,Geographic,4.19,2.42,4.89,20.32,88.37,133.7,-1.44,0.9,20.3,47,0.4,0.82
e8b4db87-48a0-46c6-950e-5b4c8fb534dc,2026-01-20,CAMP-4094,Upsell,Email,9.95,3.37,29.88,2.12,Behavioral,4.15,4.77,7.44,11.43,20.82,141.95,8.51,0.67,27.51,32,0.5,0.68
311976d8-13bd-4879-b406-598cd95a9fe3,2025-09-02,CAMP-8982,Promotional,Website Banner,7.3,0.97,15.61,4.67,Demographic,0.72,4.61,5.04,16.6,39.62,60.29,7.09,0.66,21.7,22,0.39,0.73
4d2ceb5b-71d6-409a-a7a3-93acd6b954de,2026-01-07,CAMP-1869,Upsell,SMS,6.43,4.22,24.75,4.33,Demographic,9.64,9.37,2.92,14.25,87.95,174.41,8.34,0.82,26.15,5,0.38,0.63
1a86add7-693f-43c1-b568-314fcdf16d89,2025-10-06,CAMP-7014,Awareness,Website Banner,4.99,3.37,19.02,2.93,Geographic,1.72,13.36,7.48,21.3,90,248.29,1.1,0.83,30.15,35,0.3,0.86
6afb3b9d-45fc-4258-a3b6-9b0e185e3b32,2025-08-17,CAMP-3900,Upsell,SMS,9.78,3.91,23,3.15,Geographic,1.26,10.88,7.83,28.44,84.82,87.24,6.73,0.67,43.47,24,0.14,0.78
b17d8a34-ff88-41c8-9cf5-a2d2fad3626d,2025-12-10,CAMP-1095,Promotional,Email,2.56,0.94,11.07,1.89,Geographic,5.41,11.91,1.04,8.66,89.95,84.06,-0.6,0.99,33.35,10,0.33,0.78
78e810ce-4ce8-4212-a4aa-0d28a5255b3c,2026-07-04,CAMP-2041,Retention,SMS,2.88,3.39,20.04,3.38,Demographic,8.98,7.92,2.49,18.6,65.13,106.37,2.9,0.64,39.67,2,0.27,0.72
d72e3c36-2907-4fb1-bddf-0868ebecf722,2026-05-18,CAMP-2600,Promotional,App Push,2.53,2.91,14.45,0.72,Geographic,2.49,5.74,3.49,11.2,50.18,171.31,4.8,0.95,21.83,8,0.13,0.87
4fa5f66a-8eca-4619-9f6d-723131673f87,2026-05-22,CAMP-2617,Retention,SMS,9.48,4.52,12.72,4.32,Geographic,5.48,14.31,1.43,8.29,35.08,133.23,-0.35,0.54,15.32,13,0.34,0.96
22e2e51a-93d1-407d-8399-bca634fb4e1c,2026-02-03,CAMP-2632,Upsell,Social Media,5.57,3.31,14.78,1.29,Demographic,5,6.1,5.05,25.54,95.15,151.5,2.99,0.51,20.01,4,0.39,0.86
0192d5dd-65aa-4185-abf0-b128204c5657,2025-10-22,CAMP-7695,Awareness,Website Banner,8.12,2.11,5.2,1.37,Demographic,1.33,4.6,9.04,12.7,94.41,112.77,7.27,0.81,22.99,29,0.11,0.81
06368819-1970-4b2a-ace6-1914e11ce9bb,2026-03-02,CAMP-4860,Upsell,App Push,2.15,3.66,12.36,2.64,Geographic,7.13,13.26,9.87,5.04,10.52,271.16,5.63,0.84,36.81,14,0.25,0.72
4d617113-a3c6-4c58-a578-4e825df965cf,2026-04-13,CAMP-9060,Retention,Website Banner,7.72,4.14,15.36,0.71,Behavioral,4.03,10.62,2.71,29.88,96,293.56,3.43,0.92,39.74,45,0.25,0.76
6d71d25b-7e74-4ed9-9690-986a46e186d2,2025-10-20,CAMP-5909,Retention,Email,6.43,4.8,24.19,4.3,Behavioral,6.67,5.97,5.38,20.72,52.15,270.23,2.19,0.8,28.44,28,0.15,0.87
faaf196a-db13-4bda-95a7-fda927158149,2026-03-30,CAMP-2341,Retention,Social Media,1.58,2.19,20.17,1.93,Demographic,6.4,5.18,1.97,24.86,20.42,288.51,1.68,0.71,31.42,7,0.49,0.91
e8c608de-1e36-49db-94e4-de1260e38443,2026-03-31,CAMP-7699,Upsell,Email,2.75,1.79,11.77,2.79,Behavioral,6.19,12.4,7.27,23.57,20.73,285.19,3.74,0.61,17.16,4,0.4,0.76
4f2a0c23-0591-4ad9-9ff4-3a9e81e07118,2026-03-19,CAMP-3402,Upsell,SMS,2.33,1.95,12.31,3.06,Geographic,7.56,11.21,1.14,6.23,74.7,179.32,0.38,0.76,49.62,25,0.17,0.86
f7c1b987-b3fa-4a85-868a-036d87224757,2026-01-18,CAMP-4095,Upsell,App Push,6.86,4.59,21.38,0.58,Behavioral,0.93,14.9,6.07,12.84,97.86,274.99,1.91,0.55,36.54,7,0.23,0.62
30d9db14-b65a-4498-84c1-144121097486,2025-11-27,CAMP-9926,Upsell,SMS,6.04,2.35,29.04,3,Demographic,4.42,12.95,2.29,11.44,24.4,163.84,3.53,0.66,44.15,17,0.36,0.91
07a251e5-98da-4e0f-9f58-70f183f09d70,2025-10-12,CAMP-9114,Upsell,Social Media,9.1,2.28,29.17,2.54,Demographic,6.45,2.63,1.25,6.68,97.29,288.83,4.91,0.54,13.6,2,0.21,0.75
38522577-0f09-41a3-93dc-45f469107def,2026-06-27,CAMP-8582,Upsell,SMS,7.11,1.71,8.01,3.52,Behavioral,3.55,3.93,7.47,14.77,66.24,127.86,4.52,0.65,39.8,34,0.16,0.75
776342d4-8f26-4109-924b-c9448f3e3a07,2026-06-14,CAMP-1658,Upsell,SMS,8.22,0.7,15.21,4.1,Behavioral,2.85,8.09,3.99,16.03,50.44,194.69,4.28,0.94,30.61,16,0.5,0.6
f0d8a82c-d88f-4939-b0dd-17c41db766d5,2026-03-23,CAMP-3088,Awareness,Email,5.52,4.21,12.08,0.86,Geographic,3.81,5.3,6.48,29.72,69.76,269.92,9.2,0.95,42.74,35,0.44,0.83
d3ec8fec-bad8-4b5a-9858-c7bdcaa91e6b,2025-09-27,CAMP-3970,Awareness,Website Banner,6.08,2.27,15.77,1.85,Demographic,0.65,2.69,3.31,15.37,39.67,296.97,0.64,0.76,30.21,18,0.5,0.62
34e41985-77f6-4dc7-bc5f-b2d777a28ae4,2026-01-21,CAMP-9055,Retention,App Push,5.97,5,21.68,3.52,Geographic,2.04,4.16,3.85,13.29,54.72,63.02,1.68,0.68,14.19,8,0.16,0.69
e29da328-e210-4755-b993-da1ecf6c8094,2025-08-25,CAMP-6138,Retention,App Push,4.25,3.27,19.6,0.93,Geographic,9.49,1.15,3.24,19.84,83.06,204.37,9.32,0.72,20.18,37,0.33,0.82
b1abaab1-8312-4b3e-b5f9-23198f31ebc6,2026-06-22,CAMP-2023,Promotional,Email,6.55,4.21,9.93,3.18,Geographic,6.17,3.73,1.28,24.59,89.34,280.4,9.72,0.68,33.96,38,0.33,0.95
a61cbc88-69be-40d9-9170-33833e7963dc,2026-02-26,CAMP-1598,Upsell,SMS,3.81,1.66,5.76,0.67,Geographic,0.89,4.57,7.04,17.27,98.61,263.27,0.1,0.84,18.27,13,0.33,0.67
f4821d94-05b2-4068-9d77-067b4b3a7e42,2026-02-28,CAMP-8198,Awareness,Email,8.58,0.59,8.1,2.74,Geographic,5.95,7.41,2.33,17.06,18.02,50.32,8.41,0.58,49.53,18,0.3,0.83
11858f78-5fc7-4261-8840-c58b323ab18f,2025-12-15,CAMP-8350,Promotional,Social Media,3.23,2.5,29.13,3.27,Geographic,0.88,11.59,8.93,15.75,65.32,195.19,-0.85,0.67,48.41,21,0.36,0.61
19999e8f-4707-48fa-9fdb-ab853dfb5017,2026-05-06,CAMP-4441,Promotional,Social Media,6.93,3.19,8.04,0.58,Geographic,2.26,8,3.82,29.52,95.13,262.04,7.25,0.95,38.14,31,0.11,0.66
2f843522-b37b-4c50-b2d8-4446cf59cddc,2026-03-02,CAMP-6512,Awareness,Social Media,5.24,0.88,8.61,4.64,Behavioral,6.7,14.13,9.53,29.92,10.27,95.54,6.32,0.57,29.44,23,0.27,0.63
5c0badc5-141f-4db3-a176-a2157c465b89,2025-09-23,CAMP-1652,Retention,Social Media,6.19,2.02,27,2.17,Geographic,6.63,7.27,2.41,18.52,94.84,66.36,3.88,0.88,30.73,45,0.29,0.83
2fc39ca3-ab8d-4bca-92ff-05ced51890e3,2026-03-17,CAMP-9301,Promotional,Social Media,7.78,1.37,25.51,4.93,Demographic,1.08,3.15,4.19,25.07,54.75,291.41,2.52,0.65,30.81,11,0.22,0.71
61c70aed-3907-4ca9-822b-8be6e2dc26f3,2026-06-11,CAMP-3465,Promotional,SMS,8.89,2.24,12.36,2.54,Geographic,9.2,10.81,7.27,12.46,19.21,199.43,1.51,0.7,21.65,41,0.45,0.61
27bfc729-048f-460d-b17f-d90cc91bed62,2025-09-13,CAMP-8524,Retention,SMS,7.62,3.85,9.69,3.61,Behavioral,6.95,6.81,3.49,6.82,82.11,105.31,1.12,0.75,24.69,4,0.35,0.69
4b87010b-04e2-4864-9585-ef7033860cfa,2025-10-10,CAMP-7841,Awareness,SMS,2.97,2.72,14.75,1.21,Behavioral,1.65,10.26,4.74,18.44,58,275.68,6.13,0.64,39.45,22,0.25,0.91
62f81c65-4458-41ff-a4ab-66106bbe7328,2026-01-04,CAMP-6458,Promotional,Social Media,2.93,4.09,19.58,2.49,Demographic,1.58,11.11,1.64,9.37,71.44,136.25,0.22,0.95,21.18,36,0.41,0.78
5718d067-037d-4bf3-a7f3-4b18b54b2438,2026-07-02,CAMP-6230,Retention,Email,6.57,1.98,28.6,4.86,Behavioral,8.4,12.23,7.54,17.41,75.07,128.22,8.84,0.54,43.7,41,0.34,0.69
c438a92a-bdbd-42d8-aeb9-8f57c360ed18,2025-11-22,CAMP-3670,Upsell,Social Media,3.75,2.53,26.5,3.43,Behavioral,2.38,5.05,9.96,9.71,49.62,156.04,6.47,0.61,26.64,9,0.29,0.6
ab00d97d-d524-41ed-a789-8396d293680c,2025-10-22,CAMP-1718,Promotional,Social Media,4.98,3.25,8.53,1.27,Demographic,2.69,12.09,6.13,24.06,81.16,273.15,3.3,0.91,42.96,41,0.18,0.89
53786497-8c00-4519-8e68-c27a16decc34,2026-03-15,CAMP-2956,Awareness,Email,7.04,3.82,25.98,1.82,Demographic,1.52,5.74,5.27,22.59,44.99,94.05,5.18,0.56,15.8,3,0.23,0.87
699dbd6a-aea8-4352-ac30-aad7123df5ae,2026-03-15,CAMP-6442,Awareness,Website Banner,9.18,0.66,14.65,1.71,Demographic,8.62,13.64,8.03,5.78,93.02,278.88,0.25,0.62,27.18,20,0.14,0.72
f5f3963a-b085-4c76-b7e5-d34d3ad6c67a,2026-02-01,CAMP-2593,Upsell,SMS,7.73,4.43,7.74,0.42,Geographic,2.43,3.8,3.27,9.18,42.98,62.13,3.29,0.79,45.83,33,0.43,0.86
76270b2e-f8e9-426a-a40c-0eb29c884c74,2025-09-25,CAMP-9703,Upsell,App Push,6.69,2.71,8.37,2.59,Behavioral,6.53,2.08,1.89,6.47,79.18,292.29,9.97,0.76,46.18,29,0.48,0.74
ccd7311e-bdf4-4f22-bfec-642f412b76eb,2025-08-05,CAMP-2151,Promotional,SMS,9.5,4.05,28.38,1.4,Behavioral,7.85,12.59,6.56,27.08,31.97,115.5,1.5,0.76,41.22,20,0.3,0.83
1475173a-a456-459d-9878-5abb6e9c5de9,2025-09-19,CAMP-8607,Awareness,Email,1.57,3.98,27.5,2.7,Behavioral,2.55,8.57,5.1,11.07,36.36,60.33,7.45,0.78,36.77,19,0.37,0.78
f6792c3e-1439-4596-873e-fbdbaaa52de5,2025-12-23,CAMP-9313,Promotional,Email,6.4,4.2,27.97,0.56,Behavioral,7.75,4.93,8.69,18.38,21.21,141.95,1.41,0.95,19.16,24,0.42,0.98
8bdb198a-deee-41d5-b6fd-f05a1491299a,2026-01-31,CAMP-9752,Promotional,Website Banner,9.96,4.18,17.93,1.55,Behavioral,9.65,5.59,7.89,26.08,60.87,61.24,7.24,0.74,13.82,33,0.11,0.65
4e0025ed-3c7b-4c86-91d4-7c5b0a7fa862,2025-10-25,CAMP-3055,Retention,Email,8.91,2.25,6.04,0.82,Geographic,3.38,12.45,2.63,10.15,27.2,108.2,0.93,0.96,20.76,20,0.23,0.96
fdebc2cc-3432-4f77-88d7-d5b55cd3848d,2025-07-30,CAMP-9354,Awareness,App Push,7.03,1,6.43,2.42,Demographic,7.65,6.36,4.75,14.7,92.8,75.33,3.18,0.88,21.21,41,0.47,0.71
c6e77db8-a5d2-4f04-8632-96e8a5e4cc7a,2025-12-08,CAMP-5872,Retention,Social Media,3.42,2.78,28.57,4.61,Behavioral,4.84,7.11,7.12,16.41,76.36,72.64,3.43,0.51,24.68,16,0.37,0.9
74821e40-e55f-430c-9e4f-73fd8e8061df,2025-08-13,CAMP-7775,Retention,Social Media,4.66,3.76,27.25,3.89,Geographic,4.06,7.45,1.66,20.84,58.83,84.56,0.05,0.87,24.81,22,0.21,0.86
a054511e-7a4c-4f6d-baa9-b1348655e0bd,2025-12-27,CAMP-9175,Awareness,Email,1.47,4.3,27.75,3.77,Demographic,9.93,8.49,1.57,21.89,97.71,55.61,2.28,0.74,31.41,3,0.18,0.99
2c7f4174-3466-49ec-a95c-b909b80871ff,2025-09-27,CAMP-8834,Upsell,App Push,1.92,3.4,7.04,0.31,Behavioral,4.61,1.9,3.41,24.88,96.54,145.19,9.3,0.53,25.71,16,0.44,0.76
a512a5c1-1206-4399-a54d-42bd733cd3f3,2026-07-05,CAMP-1646,Promotional,App Push,2.61,0.96,14.24,1.86,Behavioral,6.7,8.8,9.49,18.01,56.5,223.96,0.23,0.99,25.92,39,0.44,0.64
8987f090-e986-4fbe-aa86-af9478393b49,2026-02-20,CAMP-6032,Retention,Social Media,3.69,1.31,10.57,3.94,Geographic,4.61,1.17,7.25,11.89,85.59,274.03,5,0.59,26.72,4,0.48,0.61
d6cb5605-ac11-462f-bab5-1c60d672c333,2026-07-20,CAMP-5370,Retention,Email,8.95,4.89,18.08,1.13,Demographic,9.28,4.45,2.04,14.16,39.76,239.6,8.27,0.91,45.39,14,0.41,0.75
aff75dad-43d1-4936-a79a-69c5b9258386,2026-07-10,CAMP-6822,Awareness,Social Media,5.6,1.66,29.9,1.47,Demographic,6.35,11.5,3.84,5.39,13.09,73.47,4.25,0.62,31.08,25,0.42,0.79
9ad618b3-db75-4e8c-8639-751727a7da24,2025-10-10,CAMP-2446,Awareness,Website Banner,3.58,3.06,15.96,3.49,Demographic,6.26,10.39,2.24,11.81,15.11,265.07,-0.47,0.6,26.34,24,0.23,0.7
520040c4-e14c-4bfb-8fe0-1c0cda149264,2025-12-27,CAMP-5956,Retention,Social Media,7.56,4.3,21.07,4.12,Demographic,3.83,7.68,3.47,7.81,47.84,220.47,7.04,0.97,10.46,26,0.35,0.79
c728a462-e4b0-452f-b80d-0b0d5697441e,2025-10-11,CAMP-3989,Promotional,Email,8.08,1.58,16.18,2.61,Geographic,9.78,12.52,8.39,23.79,41.22,184.1,9.72,0.69,40.23,46,0.22,0.62
8b07f2d1-d33d-4ce6-8547-f7e487fe7702,2026-05-11,CAMP-4354,Retention,Email,5.01,4.13,22.69,0.77,Behavioral,1.2,14.81,5.58,6.75,57.87,51.39,4.9,0.98,21.47,31,0.33,0.73
fd31ed07-726e-4d7e-91e0-8f337e4d1328,2026-04-15,CAMP-2230,Awareness,Website Banner,6.32,1.77,10.41,0.69,Geographic,5.48,2.44,1.84,12.76,25.81,215.11,0.44,0.84,35.76,33,0.43,0.93
1c0a3355-ae69-4425-924f-db7050e58a5a,2025-11-27,CAMP-2620,Upsell,Email,9.65,1.73,19.81,3.38,Demographic,6.33,3.25,6.24,13.07,21.51,223.79,3.61,0.69,10.88,44,0.48,0.88
0ac1b3fa-8502-46fa-be1b-ef05a114b214,2026-01-16,CAMP-9747,Retention,Social Media,3.14,2.26,24.44,4.67,Geographic,8.41,1.61,1.24,15.91,39.21,261.41,1.02,0.8,20.51,33,0.4,0.79
ea791a09-a74d-4798-9b59-0525c658201f,2026-02-18,CAMP-5793,Retention,Social Media,6.01,1.02,13.23,0.31,Demographic,2.75,2.18,6.79,6.76,89.51,291.02,4.48,0.67,24.46,21,0.37,0.64
0e96c3a3-864c-4dc6-91a2-bbc570914ed1,2026-05-28,CAMP-4690,Retention,App Push,1.81,3.73,22.59,2.9,Demographic,1.02,14.81,5.36,14.5,58.08,149.96,-1.76,0.5,49.09,44,0.43,0.64
2405c937-829d-4127-8f05-90eb6f8414c7,2026-01-24,CAMP-3154,Awareness,App Push,3.36,2.89,27.53,4.1,Demographic,8.32,4.79,2.81,28.18,30.81,115.55,1.19,0.87,42.84,39,0.36,0.87
1b6cc832-23b1-4d4e-a7d2-f74bf5c10970,2026-01-16,CAMP-2192,Awareness,App Push,5.01,0.71,29.41,1.53,Geographic,1.38,1.03,1.09,5.23,59.15,120.73,-0.03,0.57,34.62,37,0.48,0.96
efc9be5e-721d-4272-afb2-1c3afe209775,2025-12-12,CAMP-3769,Awareness,App Push,3.43,4.51,12.94,1.24,Behavioral,1.43,14.96,1.83,18.55,17.57,254.88,3.42,0.62,13.2,25,0.3,0.61
6069ba78-a57f-436f-a40d-7e79a0636077,2026-04-28,CAMP-7203,Retention,Website Banner,1.71,1.47,18.46,3.21,Demographic,1.15,2.93,6.36,12.03,31.46,82.28,-1.38,0.77,18.83,34,0.37,0.94
19e8d086-319c-4690-812e-0946c0ea2c2d,2025-10-23,CAMP-7294,Upsell,Website Banner,3.74,0.56,18.88,1.81,Behavioral,4.4,9.78,4.87,12.01,20.69,168.11,-0.89,0.88,24.1,6,0.15,0.96
