Record_ID,Date,Customer_ID,App_Crash_Rate,Website_Conversion_Rate_e_g_plan_purchases,Digital_Onboarding_Completion_Rate,Chatbot_Interaction_Success_Rate,Virtual_Assistant_Usage_Frequency,Digital_Payment_Adoption_Rate,Customer_Portal_Error_Rate,Mobile_App_Feature_Usage_Rate,Digital_Customer_Satisfaction_Score,API_Response_Time_third_party_integrations_ms
6bade0ae-bfec-4529-bce7-78dcc6cc163c,2026-01-18,CUST-985283,0.5,5.24,73.93,72.29,6,56.44,1.47,Support Chat,0.97,407
49a6b7cb-1a9f-4437-b782-00f2b57e0d27,2026-02-18,CUST-752215,0.09,6.2,80.12,83.92,9,39.49,1.16,Add-ons,0.76,392
27e949a7-9618-46c0-8874-dc7f2599ee97,2025-10-28,CUST-655753,0.96,4.86,83.6,87.01,9,58.86,1.03,Add-ons,0.76,334
918d91b3-f474-4ad8-aeb2-36b79e31f69b,2025-09-26,CUST-128120,0.84,1.49,73.99,71.62,2,49.98,0.48,Billing,0.68,109
3b8c0128-a46c-452e-b26b-a73ca0834338,2025-10-30,CUST-458258,0.36,2.33,85.22,67.79,4,51.73,0.65,Support Chat,0.87,95
f78337c6-21f9-4841-9815-476b64f65557,2025-12-12,CUST-886750,0.06,4.21,87.28,62.23,6,66.28,2.02,Add-ons,0.89,111
4ddc2fa8-8304-4505-91d2-7f1ea2f60e05,2026-05-01,CUST-179966,0.91,9.12,70.85,60.33,9,41.51,0.23,Billing,0.77,186
b742380f-af8a-4377-bb7a-3c64ec11ba34,2025-12-27,CUST-112177,0.89,9.1,76.53,88.61,7,65.73,2.02,Usage Monitoring,0.75,161
bf695b76-3196-4f4a-8f8d-8670440992c5,2026-06-06,CUST-775586,0.29,6.93,83.07,63.32,8,48.52,1.17,Billing,0.81,323
1963a15c-a97c-429c-9d2c-7e156b2d8129,2025-12-31,CUST-624109,0.04,1.81,71.15,70.14,3,78,2.56,Add-ons,0.77,497
936bb96e-25a2-472a-9f7c-30179cee3372,2026-02-20,CUST-310051,0.02,7.67,90.81,62.25,9,70.45,1.41,Usage Monitoring,0.64,362
c5807233-3903-4108-baf2-2282f3093834,2026-07-20,CUST-614140,0.06,9.56,89.47,64.62,5,44.59,1.83,Support Chat,0.65,492
f6422582-5748-43c4-8e9a-eafecb09b2a1,2026-07-21,CUST-965177,0.28,8.04,87.45,88.84,7,57.86,1.92,Usage Monitoring,0.87,331
e8546063-c16d-43f0-8ad5-339aa5a307f9,2026-04-18,CUST-549396,0.09,4.49,91.61,66.92,3,47.71,1.73,Plan Change,0.8,433
e88909d2-e3e2-48f7-a46a-8f857f27c637,2026-03-19,CUST-624453,0.59,1.61,77.02,82.92,0,67.32,2.25,Plan Change,0.69,93
152122bb-9f09-4a63-96d2-1ae026b31399,2026-04-19,CUST-263919,0.79,4.16,93.56,61.52,4,71.84,0.9,Add-ons,0.95,61
93633c71-9abf-4bba-8667-4504d498e889,2025-07-29,CUST-155121,0.89,4.47,83.14,85.59,0,68.1,2.3,Add-ons,0.7,270
66845efc-f392-4b1f-8b2d-db33ad36e458,2025-11-16,CUST-248932,0.25,7.05,86.9,62.62,3,58.24,1.73,Add-ons,0.91,97
bafd6370-2fc1-4a2b-a978-f42eff87832b,2026-03-02,CUST-797748,0.48,9.49,76.76,72.99,7,38.99,0.21,Add-ons,0.87,416
c32e2a1e-c720-4701-b7b1-7f88fb2c4c34,2026-06-06,CUST-934965,0.09,4.79,85.92,86.66,0,43.86,1.1,Plan Change,0.89,192
b5e2bdc8-603f-445b-8cd5-8bf47ac7c274,2025-09-07,CUST-165276,0.81,9.51,70.14,71.58,6,58.01,0.93,Plan Change,0.7,168
67363d35-241f-453f-967e-43d902d6e3ec,2025-08-13,CUST-832259,0.25,7.23,79.56,81.38,2,38.22,2.2,Support Chat,0.74,418
d130ddd6-689c-4df7-9fb3-7ba59f4d1a85,2026-02-19,CUST-485283,0.77,3.8,86.44,68.54,5,63.76,1.92,Usage Monitoring,0.79,127
866f397d-e89e-43c3-ad1a-1e423d19565a,2026-01-30,CUST-702983,0.3,8.56,91.58,63.71,8,70.1,2.94,Support Chat,0.83,119
14e9e95c-9503-491d-adaf-49db67d3eddc,2025-11-22,CUST-313791,0.32,4.34,90.97,74.82,8,37.06,2.21,Usage Monitoring,0.91,289
c6e177e0-678e-4280-87c1-7c5e1ce24c75,2025-08-03,CUST-704972,0.75,2.32,72.53,61.69,4,48.36,0.31,Support Chat,0.89,290
ea01b8be-2810-478a-a457-c92d5c9b0ca1,2025-10-09,CUST-999359,0.41,8.94,75.4,75.3,8,74.51,1.9,Usage Monitoring,0.64,403
80524de2-050c-4215-b097-85510b3bd7d6,2026-03-16,CUST-782257,0.48,1.52,85.73,88.88,5,76.17,2.21,Add-ons,0.96,115
fdaf21e9-291f-4b64-abe6-64f8694c6d27,2026-04-23,CUST-543807,0.64,2.95,92.02,89.68,4,66.26,2.19,Add-ons,0.65,368
ad7bc6c2-3dbd-41eb-882c-532741d20d78,2025-08-17,CUST-378275,0.92,7.19,94.25,87.9,8,54.32,1.83,Billing,0.96,107
a83347d9-366a-4599-9a06-07a51d458f6c,2026-06-20,CUST-566161,0.14,8.58,70.27,87.48,0,47.28,2.68,Plan Change,0.7,92
2657674f-4c4a-4b2f-b24a-c1eaf4cd6b2c,2026-03-24,CUST-172629,0.31,2.34,77.57,67.08,7,41.76,2.05,Add-ons,0.69,212
4790d209-e0bf-4e56-8896-57616cef3905,2025-12-26,CUST-803813,0.98,3.68,75.61,89.53,4,45.93,0.77,Plan Change,0.74,141
ebf67f50-5432-4f7c-99ef-b8b6eeea4ddd,2025-07-25,CUST-541588,0.48,9.94,72.89,76.23,2,75,2.28,Support Chat,0.95,293
b2e18876-d98e-44b8-abda-d3f8daddae45,2026-03-15,CUST-164037,0.82,3.15,80.36,76.55,2,33.13,1.73,Usage Monitoring,0.82,326
238c1d22-20f3-4610-9d50-75336450c85a,2026-07-08,CUST-503882,0.71,5.07,88.95,66.33,5,66.51,2.26,Plan Change,0.65,382
f708c7ec-1ec6-44c8-84be-75293c443c81,2025-09-30,CUST-457593,0.38,7.3,85.12,65.44,2,48.99,1.29,Billing,0.76,240
89b64bd2-5679-4b2f-a407-ed08a6b71bc2,2026-07-10,CUST-531413,0.64,8.38,86.8,81.71,1,34.87,1.21,Add-ons,0.97,236
bb51b5b9-dcb5-4c1f-a525-0bbec5ea5239,2025-11-22,CUST-169383,0.8,2.25,85.08,76.51,7,57.1,2.19,Plan Change,0.81,482
231137e7-e858-4c5c-908d-aaff03966f95,2025-10-31,CUST-750890,0.35,6.84,76.94,78.19,8,31.35,1.37,Usage Monitoring,0.64,473
802c31a6-5212-472f-96d2-40458e6c01bc,2025-10-07,CUST-723387,0.82,6.34,90.64,67.56,4,41.43,0.1,Plan Change,0.95,87
16154b42-bbdf-48d4-bceb-c936ca21f818,2025-07-26,CUST-316284,0.38,4.87,86.56,80.5,3,55.56,1.38,Usage Monitoring,0.69,197
a5deafbd-1337-4e3c-a88f-81b7f96cb622,2025-11-19,CUST-903308,0.8,3.97,83.67,83.71,1,34.4,0.97,Billing,0.82,405
d35dc1ad-1fd7-4407-8a26-e4232954e392,2026-02-28,CUST-362188,0.98,1.89,93.92,73.61,8,31.8,0.19,Add-ons,0.9,278
59321ca8-475b-4295-8629-e5bbca90f352,2025-11-24,CUST-270007,0.14,6.32,80.23,67.95,0,35.33,2.75,Add-ons,0.84,467
1b244e0a-a22a-4136-ac5c-8b02381f6d57,2026-04-11,CUST-634280,0.63,2.8,91.8,87.3,0,52.76,1.29,Plan Change,0.77,62
643ceb9e-b310-4fae-9c83-b74d8e37010d,2026-05-03,CUST-615719,0.66,2.64,93.89,77.95,3,44.25,0.45,Billing,0.65,118
89647758-abc4-4af4-b16e-fcff15451397,2026-05-14,CUST-396974,0.12,7.9,89.55,70.12,0,54.25,1.01,Billing,0.8,344
492f29d0-c243-46dd-b07d-7bcd0d12a99a,2026-03-05,CUST-659992,0.93,7.45,75.89,73.61,8,71.89,1.32,Plan Change,0.75,222
81072cb1-b428-49c7-a7df-909358f4183d,2026-05-23,CUST-563698,0.88,2.58,81.97,84.8,4,79.36,2.32,Add-ons,0.75,103
e80be37a-0684-4183-b115-c3f14a946d7b,2026-01-30,CUST-303366,0.73,9.22,72.87,69.5,4,50.27,2.13,Support Chat,0.81,70
0a409537-5058-435e-9834-8baf64bbeb2a,2025-08-30,CUST-713725,0.51,1.76,73.3,88.33,2,40.14,2.68,Add-ons,0.9,386
5e44cf37-4f41-4788-a3b6-2721c9fba62f,2026-01-06,CUST-101275,0.13,8.65,94.56,61.76,9,74.71,1.42,Usage Monitoring,0.7,466
2fd93df3-12c9-4f72-a21c-bbf114cee36b,2026-07-13,CUST-504426,0.42,3.85,84.8,74.11,6,73.73,1.29,Usage Monitoring,0.71,278
992375dc-84f2-47fd-b5f9-9f4eb6e566e2,2025-10-24,CUST-687490,0.93,9.3,82.8,89.37,7,47.14,0.15,Billing,0.85,352
9f92effd-f33d-48cc-92ef-283bdffedff6,2025-10-05,CUST-494108,0.92,5.24,83.39,89.88,2,39.09,0.48,Add-ons,0.94,91
3330fd4b-22cb-43e1-8af1-cc1d917b8069,2025-08-03,CUST-876475,0.03,8.79,93.9,81.8,9,49.84,2.64,Plan Change,0.84,352
2be694f1-6169-405f-86e2-b584c82bc6c3,2026-01-10,CUST-166214,0.62,3.85,89.08,84.43,4,67.08,1.14,Plan Change,0.98,82
47267786-3479-47fa-be1a-964572a06da9,2026-01-25,CUST-912825,0.34,2,71.5,73.25,9,36.38,1.8,Usage Monitoring,0.67,209
d3a4a0d8-dea8-45c5-afb4-c4f53bdefdb3,2025-09-27,CUST-355400,0.11,4.4,72.04,89.33,8,73.73,2.75,Plan Change,0.71,206
3aac12e7-52ce-410a-a26c-3e2efed11cb5,2025-12-16,CUST-834276,0.73,3.81,87.5,61.66,0,51.87,2.14,Add-ons,0.92,324
69c6ef2d-243a-4566-bf98-99e4aa44ea31,2025-11-22,CUST-810976,0.66,4.02,77.45,67.84,8,30.85,1.21,Plan Change,0.77,52
513a9646-c1ac-4d5e-878d-11778636a53a,2025-07-31,CUST-120349,0.39,9.55,89.13,61.68,6,49.5,2.78,Billing,0.87,149
b188dddc-dead-4136-aba7-0bccbb83627d,2026-03-04,CUST-230475,0.2,3.25,78.14,74.53,5,49.46,0.54,Usage Monitoring,0.95,399
e15efdcf-bb61-4e30-8aea-86ca2eb03118,2025-08-13,CUST-346291,0.67,5.03,87.31,67.51,7,74.83,1.16,Plan Change,0.93,358
78e0982c-0122-4364-b4a4-579e889fd6fd,2026-01-06,CUST-589432,0.75,9.01,90.68,71.24,5,43.17,0.51,Support Chat,1,474
5f139584-6502-4f60-b195-911f72a065ab,2025-09-26,CUST-249534,0.33,9.41,71.85,87.94,10,63.95,2.28,Plan Change,0.91,224
7d563bd2-6cfb-4de0-ab2c-981873481125,2026-04-16,CUST-314950,0.26,6.56,89.94,70.57,7,52.44,0.21,Support Chat,0.91,122
9c2b6cff-aed1-40ac-bb82-0459e5f1fc04,2026-05-21,CUST-232491,0.28,4.12,91.62,82.72,2,48.68,2.92,Add-ons,0.85,410
6b992a15-6ece-4713-9771-69865763adec,2025-08-18,CUST-954639,0.02,7.3,82.08,73.03,1,72.03,0.69,Plan Change,0.79,168
cf24f47f-bfd9-4552-90ce-3f3a2d21e290,2026-04-07,CUST-124920,0.09,8.94,87.92,69.67,8,52.09,1.71,Plan Change,0.63,181
6957f3de-0a93-4969-aa92-1073dde317e2,2026-06-11,CUST-908842,0.78,9.42,70.39,76.64,1,77.03,2.71,Add-ons,0.95,490
f18c7a6f-74f4-4af3-8f84-b70f3258215d,2026-04-06,CUST-907843,0.35,1.89,87.89,84.83,1,42.66,0.5,Usage Monitoring,0.81,60
b87825c3-7325-41c2-8d81-5bbee6fc4f4f,2025-11-22,CUST-405393,0.23,1.88,84.14,84.71,6,51.45,2.78,Support Chat,0.8,216
b1792705-9721-4f2e-ae13-9da4943683be,2026-06-25,CUST-905737,0.58,5.48,72.04,71.72,6,63.64,1.06,Support Chat,0.82,108
6ae1c26a-e154-468d-9230-0befcafc1e54,2025-08-10,CUST-812812,0.4,5.54,84.62,84.15,6,38.47,2.3,Add-ons,0.65,140
7fe68b43-2d0b-464a-ba7f-e7ffa9d1e0e4,2026-02-01,CUST-865641,0.81,2.15,73.72,72.64,2,57.84,0.21,Plan Change,0.8,239
ec6a8f97-5d10-490c-b483-d4bfd3fcc60d,2025-12-15,CUST-708221,0.81,5.12,83.89,61.25,7,79.86,0.46,Billing,0.71,497
fcdfd88d-e326-4bf6-8146-09be2a84109b,2025-09-19,CUST-425328,0.62,3.26,70.1,64.76,2,33.69,1.88,Add-ons,0.79,185
2a9a88f7-2fcb-47bf-a85a-905205f2df5f,2025-09-12,CUST-983688,0.37,7.71,93.83,87.34,7,69.32,2.37,Support Chat,0.67,309
ea4e3d46-d8e3-48ba-b03c-9fcf43d8e32b,2025-11-03,CUST-743730,0.02,6.31,81.33,86,4,59.57,1.56,Usage Monitoring,0.81,203
390ce0bc-59eb-43b6-b11b-1da50f64b324,2025-12-26,CUST-820660,0.35,8.68,77.12,85.65,6,78.01,1.1,Plan Change,0.67,237
97f29fc4-d376-4253-a3af-b08c69a82311,2025-08-15,CUST-812902,0.65,2.72,94.77,78.94,7,66.95,1.84,Support Chat,0.91,276
7da48564-2eb9-45a1-b458-ec87ee25678e,2026-06-17,CUST-159243,0.92,4.08,71.86,68.89,6,41.76,2.88,Support Chat,0.75,255
8ea8b548-3643-4df5-88f3-d96ac5abcfe4,2025-10-11,CUST-335650,0.2,6.03,79.06,76.63,5,45.2,2.62,Usage Monitoring,0.83,51
9d0979e8-edff-44a5-9c24-940aee761a27,2026-04-08,CUST-154521,0.76,5.05,90.01,83.25,9,77.47,0.5,Add-ons,0.91,283
7c160fd8-c8d7-45db-86d9-e6c48dcf20dd,2026-03-17,CUST-989571,0.74,1.73,72.46,86.86,9,30.78,0.71,Support Chat,0.69,179
2d8048b8-ada6-4981-b2c9-e0a1c33b240a,2026-05-04,CUST-839633,0.05,2.28,92.59,77.75,2,43.84,2.51,Support Chat,0.8,141
2e734630-4b7d-425d-83cb-906aa4052ed8,2026-04-24,CUST-123587,0.64,6.14,90.46,69.94,8,32.43,2.53,Plan Change,0.89,494
24d4bf6f-e3c7-4470-9262-5f3de0e9733b,2026-03-09,CUST-406317,0.94,6.38,71.72,79.32,7,31.23,2.32,Usage Monitoring,0.63,350
a462d464-1c83-4313-8f90-eea9712bad76,2025-09-30,CUST-338221,0.87,3.26,93.79,79.04,1,36.58,2.17,Support Chat,0.98,435
0c4796dd-8992-46fa-a302-6d59d2e0f897,2026-02-28,CUST-791308,0.55,4.01,74.28,75.73,2,64.5,0.63,Support Chat,0.77,278
edb6c247-3f02-43db-b455-cac2c1f2424b,2025-12-24,CUST-779058,0.09,8.76,72.12,71.39,4,35.08,0.77,Support Chat,0.85,266
2494d74b-10f1-4dc4-a616-a2a022d94e04,2025-09-26,CUST-711616,0.3,7.28,84.17,60.44,1,57.49,0.59,Billing,0.95,207
23ab2353-3eaa-4ce5-922d-d961b886bd18,2026-04-21,CUST-753161,0.96,6.76,93.7,60.12,8,71.48,2.67,Billing,0.61,222
6f3b3384-50bd-4036-9e0c-c971e5238cf1,2026-04-17,CUST-613402,0.88,2.13,90.91,79.81,3,68.94,2.12,Add-ons,0.65,414
a79753ab-e8f7-4f17-bbcf-bfd2ef0b684a,2025-08-25,CUST-501532,0.63,1.61,72.04,71.76,9,37.32,0.83,Usage Monitoring,0.7,455
aba4f002-4b48-4fde-be59-be90f5995ee7,2025-08-18,CUST-108374,0.18,7.96,82.61,63,4,39.64,2.34,Plan Change,0.71,402
6682c46f-9f5a-4bc9-aa49-f2df10927697,2025-09-13,CUST-174951,0.39,4.59,74.87,66.12,6,50.23,1.81,Billing,0.83,315
822d2f7c-416f-4b77-97ca-fa17c9cccf83,2025-11-07,CUST-353565,0.32,7.3,76.56,60.84,5,50.44,2.81,Add-ons,0.82,265
b358abf9-7552-4f1c-87f8-387edc790d5a,2026-06-01,CUST-715445,0.8,7.83,75.55,80.48,4,49.5,2.31,Add-ons,0.92,147
10ca7a35-6d51-4164-b1e2-90d60a52b93a,2026-07-13,CUST-656919,0.53,6.84,72.86,88.67,6,45.28,0.38,Usage Monitoring,0.8,482
7c0f4c3a-5f80-40df-abae-f0e254da915d,2025-12-24,CUST-330113,0.02,3.41,70.33,79.27,6,53.88,1.52,Add-ons,0.84,367
b4f3e00d-2ae3-42c5-ae0a-495242df3c66,2025-09-14,CUST-768602,0.29,2.27,88.75,73.55,2,51.16,0.32,Usage Monitoring,0.94,358
083eca27-4d0a-44f1-a476-4b61c1969089,2025-10-02,CUST-445674,0.4,2.63,83.49,67.55,2,42.24,0.68,Support Chat,0.83,223
6297576f-ead1-4a94-ad49-4db4a809ce43,2025-12-24,CUST-455265,0.05,3.97,70.66,75.05,7,69.27,1.2,Add-ons,0.85,69
2ff1a4a5-3698-4b87-9a6a-1fc506a74a00,2026-03-30,CUST-354043,0.01,2.74,75.17,64.87,3,73.19,1.38,Plan Change,0.79,477
3caea5b1-5283-4ba5-90ef-56e74dcbc577,2025-12-20,CUST-406228,0.36,3.85,78.01,80.92,7,71.39,2.35,Usage Monitoring,0.81,369
63e82755-e896-4204-840a-2d4aa173b9ef,2025-09-26,CUST-101117,0.5,8.78,79.29,72.99,8,66.26,0.13,Support Chat,0.78,224
b91fea6c-3c46-4410-8739-1b61f5f80465,2026-03-15,CUST-965006,0.2,6.96,70.59,82.6,7,41.24,1.64,Support Chat,0.65,470
16774e1f-e117-4779-a9db-e54bca8926be,2026-02-15,CUST-289777,0.55,6.89,71.97,85.21,1,77.21,2.3,Billing,0.84,372
b66e5a9c-4505-4eca-ac97-00a3a947a31e,2026-03-29,CUST-724041,0.44,8.62,76.24,73.92,2,49.31,2.74,Support Chat,0.87,159
b110c0bc-ef50-4164-a884-4d8f8b83d3cb,2025-12-22,CUST-997047,0.3,2.77,71.34,75.38,2,67.57,1.05,Usage Monitoring,0.61,312
6e43685a-b7ef-4478-80ff-874874d6d378,2026-02-19,CUST-308850,0.07,3.74,79.9,89.7,7,34.22,1.95,Plan Change,0.87,246
0f91e99d-1942-4232-9166-87f47f713791,2025-12-09,CUST-640123,0.55,8.6,84.59,67.92,10,59.39,2.07,Plan Change,0.91,128
56442a0a-c9fa-4ad2-8f84-9aee74e01133,2025-07-25,CUST-885446,0.48,6.71,76.74,77.71,1,73.5,2.25,Add-ons,0.67,403
f14059f5-5d7d-44ba-9d32-ff0e7b2a2b32,2026-01-24,CUST-810580,0.77,8.77,71.41,80.66,8,34.47,1.27,Usage Monitoring,0.93,183
73bcdf25-db46-408f-a40e-5307cd7ce8b8,2026-04-30,CUST-494110,0.42,1.53,93.61,60.21,5,49.93,1.98,Billing,0.87,463
b31bbef8-839f-4c70-becd-92e375b5c934,2026-01-28,CUST-730524,0.01,4.47,85.77,72.74,7,47.64,2.62,Support Chat,0.83,348
14171c1b-b4e6-4251-b4b1-849b479a052e,2026-03-07,CUST-616251,0.15,6.64,94.7,86.84,10,41.33,2.41,Support Chat,0.65,341
fb621b0d-3297-4653-ac59-c71011df817f,2026-01-15,CUST-893897,0.78,4.54,89.12,71.32,9,64.24,0.43,Billing,0.89,214
219ca61b-ab66-4e05-93e0-51496ea47b2c,2026-06-05,CUST-545628,0.43,9.55,73.13,84.08,6,54.4,0.97,Plan Change,0.79,385
d1ed71f4-c1d4-46c3-85cd-ef6408439b58,2026-01-14,CUST-745609,0.31,5.6,85.75,80.64,4,75.42,0.83,Add-ons,0.98,386
fc39abe1-7e88-48e2-bbb1-31d32a69f9ba,2026-04-07,CUST-240774,0.41,2.34,88.38,72.15,10,55.17,1.89,Support Chat,0.67,367
d63b39b0-4dd3-44fd-8229-30980408a782,2026-03-13,CUST-626369,0.8,6.5,71.54,63.87,3,56.65,2.4,Plan Change,0.62,218
390c7980-f762-4010-a4f8-69f1b6f475ef,2026-02-19,CUST-860448,0.86,3.98,86.72,72.68,8,63.09,1.6,Plan Change,1,235
3fe01978-6ebd-4a2b-ac7e-76d5f2737399,2025-08-26,CUST-278589,0.92,7.48,91.98,82.5,3,39.09,0.94,Add-ons,1,138
33937f97-7182-4ec7-b702-52cf6e9a1c2d,2026-01-09,CUST-663932,0.55,6.45,82.65,74.04,5,72.56,1.63,Usage Monitoring,0.76,60
356100ce-a67a-487e-b8ec-abb8cab327d5,2026-05-10,CUST-790436,0.85,5.5,87.07,62.02,1,64.6,0.48,Support Chat,0.77,408
b75656c7-8012-4a65-9251-f5a27ace68d0,2025-09-22,CUST-331202,0.36,4.71,75.62,75.66,1,44.38,2.04,Plan Change,0.9,316
3f2e9354-2709-4736-9ed8-25c7667d682f,2025-11-11,CUST-991387,0.59,1.94,90.89,70.69,4,52.61,0.17,Plan Change,0.73,405
bcd43680-2645-4465-a0a2-b5fa58c3d72d,2026-01-26,CUST-514215,0.75,1.18,89.48,85.73,2,70.37,0.82,Plan Change,0.88,142
8af273f8-57e3-485f-bf4c-014a8ab11fa3,2026-07-22,CUST-281494,0.65,2.55,92.59,74.28,1,45.82,0.41,Add-ons,0.72,183
0b71f528-b5d5-4d52-bd04-b7a440060191,2025-10-13,CUST-368283,0.18,2.33,76.48,73.41,2,30.39,2.38,Add-ons,0.93,420
ae607d21-ee8f-4d9e-9781-be82c001faef,2025-09-19,CUST-414948,0.81,3.18,80.05,75.53,1,70.23,0.61,Plan Change,0.72,118
d2d3c3d7-c5c5-4175-a17f-d00bd852e995,2025-10-31,CUST-697443,0.15,9.77,88,67.38,8,79.79,2.78,Billing,0.84,105
0f5c0c9a-596d-4a99-a7ef-e62f29c120e2,2025-08-24,CUST-402755,0.98,8.8,74.61,87.93,3,34.18,0.9,Add-ons,0.78,257
63d786cb-c3ca-4f9b-9fb5-6435edaed8d9,2026-01-27,CUST-100171,0.04,7.92,81.37,72.12,9,71.26,1.89,Usage Monitoring,0.98,390
c56cc315-9d3c-4673-b8c1-4f8c99617f57,2025-11-23,CUST-124177,0.51,3.57,89.87,62.94,6,43.85,0.23,Plan Change,0.77,136
81fb46d2-9a91-4ba0-bb13-34f743048b1b,2026-07-13,CUST-871025,0.84,6.52,93.44,77.2,1,79,2.94,Usage Monitoring,0.62,235
eafa0d75-20b4-4ff0-8169-aa86c9555995,2026-01-17,CUST-162352,0.99,3.72,87.91,73.15,7,66.39,2.33,Add-ons,0.82,258
8778cec0-55e7-412f-aa07-01a7beda7f6e,2026-02-15,CUST-286410,0.21,4.65,76.95,67.7,0,69.34,1.98,Support Chat,0.97,178
47db3da2-a829-41b1-a9c0-74cdd6d79995,2026-06-07,CUST-848549,0.75,8.02,88.01,77,1,40.1,1.3,Add-ons,0.83,342
e3b23abf-50ec-4154-b1ee-e935f284e3ed,2026-07-10,CUST-716371,0.57,8.5,79.35,61.49,1,35.05,0.77,Billing,0.87,222
a3b05c82-87bd-41c5-a579-f1c2983df6cb,2025-09-16,CUST-488704,0.59,5.5,78.68,77.52,1,49.49,0.83,Add-ons,0.87,292
ccbd239a-8fd8-4c68-8cbf-0559ff276d09,2025-10-22,CUST-598816,0.29,9.81,74.11,79.7,4,34.69,1.01,Usage Monitoring,0.83,349
18068f84-9148-4b50-ac29-19899d765a50,2025-09-23,CUST-258243,0.57,5.77,81.18,86.46,8,64.15,1.41,Billing,0.99,72
5cbba503-6fa7-4845-8833-1bfb5effa128,2026-04-29,CUST-921985,0.09,8.4,94.13,85.98,3,30.15,2.72,Plan Change,0.61,404
bcaf8c03-6c34-4eaf-b2bc-36ed745b4f1d,2025-07-25,CUST-402307,0.7,7.04,70.6,61.47,0,49.58,0.74,Usage Monitoring,0.71,439
082ccd52-432e-44e1-9721-6c37d1afd2ca,2026-01-02,CUST-155413,0.51,2.58,86.32,80.99,7,57.7,2.88,Plan Change,0.65,380
93930399-ba88-4f6d-a286-1e8813d5d71d,2026-05-18,CUST-660771,0.05,1.73,85.23,77.02,8,39.78,1.77,Add-ons,0.81,273
a48aac0d-8f17-425b-99d8-2af5fb6c8692,2025-11-20,CUST-828062,0.52,5.24,79.18,61.34,2,35.07,2.86,Billing,0.94,319
f03b9bb4-2f51-43ae-ad0a-19c3f14d71be,2025-08-24,CUST-417249,0.06,1.74,87.01,72.31,2,54.32,2.91,Usage Monitoring,0.85,315
5d09ee27-5255-4856-aee0-846b95f167f7,2026-06-07,CUST-122299,0.45,2.88,88.17,81.67,9,36.37,2.5,Usage Monitoring,0.69,124
72fb78a9-90ac-4db0-94bd-f16c3842a642,2026-05-05,CUST-561887,0.49,5.75,75.57,80.16,7,37.88,0.83,Support Chat,0.98,466
